Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,38.674111,[ 77 276] ; [55 48],[102.18421053 250.81578947] ; [29.81578947 73.18421053],1
s6,1,0.0,28.231097,[135 216] ; [69 32],[158.4159292 192.5840708] ; [45.5840708 55.4159292],1
s3,1,2e-06,22.834541,[109 239] ; [58 43],[129.43429844 218.56570156] ; [37.56570156 63.43429844],1
n4,1,8.2e-05,15.504,[235 119] ; [89 14],[250.97592998 103.02407002] ; [73.02407002 29.97592998],1
p4,1,0.000249,13.417782,[152 197] ; [66 37],[168.32300885 180.67699115] ; [49.67699115 53.32300885],1
p6,1,0.000493,12.140381,[ 70 273] ; [38 64],[ 83.24494382 259.75505618] ; [24.75505618 77.24494382],1
d2,1,0.000497,12.12504,[135 216] ; [59 43],[150.31788079 200.68211921] ; [43.68211921 58.31788079],1
a3,1,0.000595,11.792588,[207 145] ; [79 23],[221.74449339 130.25550661] ; [64.25550661 37.74449339],1
u1,1,0.00115,10.569642,[ 36 319] ; [23 80],[ 45.73144105 309.26855895] ; [13.26855895 89.73144105],0
a2,1,0.001215,10.467758,[ 59 296] ; [32 71],[ 70.5349345 284.4650655] ; [20.4650655 82.5349345],0
p3,1,0.001434,10.161962,[118 233] ; [52 50],[131.7218543 219.2781457] ; [38.2781457 63.7218543],0
r1,1,0.002848,8.902406,[241 111] ; [86 17],[252.97582418  99.02417582] ; [74.02417582 28.97582418],0
s5,1,0.003704,8.423652,[ 63 286] ; [32 70],[ 73.51441242 275.48558758] ; [21.48558758 80.51441242],0
d1,1,0.006003,7.549512,[166 189] ; [64 39],[178.27510917 176.72489083] ; [51.72489083 51.27510917],0
a5,1,0.007449,7.16131,[218 137] ; [78 25],[229.43231441 125.56768559] ; [66.56768559 36.43231441],0
a8,1,0.008647,6.894283,[ 34 294] ; [19 73],[ 41.39047619 286.60952381] ; [11.60952381 80.39047619],0
d4,1,0.009435,6.738593,[266  88] ; [89 13],[275.59210526  78.40789474] ; [79.40789474 22.59210526],0
a4,1,0.009594,6.708859,[131 221] ; [53 50],[142.34725275 209.65274725] ; [41.65274725 61.34725275],0
r3,1,0.018242,5.572791,[310  42] ; [98  4],[316.33480176  35.66519824] ; [91.66519824 10.33480176],0
r4,1,0.020292,5.386583,[277  78] ; [91 12],[285.24017467  69.75982533] ; [82.75982533 20.24017467],0
p2,1,0.020513,5.367706,[256  93] ; [87 16],[264.83849558  84.16150442] ; [78.16150442 24.83849558],0
p5,1,0.022204,5.229765,[ 23 327] ; [14 89],[ 28.58719647 321.41280353] ; [ 8.41280353 94.58719647],0
p10,1,0.024649,5.048355,[232 114] ; [81 22],[241.19821826 104.80178174] ; [71.80178174 31.19821826],0
n6,1,0.03233,4.580928,[260  92] ; [85 16],[268.0794702  83.9205298] ; [76.9205298 24.0794702],0
r2,1,0.035051,4.442706,[311  38] ; [97  4],[316.42666667  32.57333333] ; [91.57333333  9.42666667],0
d3,1,0.04054,4.19515,[214 140] ; [73 29],[222.80263158 131.19736842] ; [64.19736842 37.80263158],0
v3,1,0.056363,3.64129,[ 99 243] ; [39 61],[106.77828054 235.22171946] ; [31.22171946 68.77828054],0
p7,1,0.05937,3.554895,[178 166] ; [63 38],[186.3011236 157.6988764] ; [54.6988764 46.3011236],0
n5,1,0.065634,3.388958,[230 121] ; [76 25],[237.62389381 113.37610619] ; [68.37610619 32.62389381],0
v4,1,0.069495,3.294905,[309  43] ; [96  6],[314.00881057  37.99118943] ; [90.99118943 11.00881057],0
n1,1,0.073187,3.210058,[30 68] ; [12 12],[33.73770492 64.26229508] ; [ 8.26229508 15.73770492],0
s1,1,0.090905,2.858276,[ 11 339] ; [ 7 95],[ 13.9380531 336.0619469] ; [ 4.0619469 97.9380531],0
b5,1,0.091653,2.845089,[219 136] ; [54 49],[211.60480349 143.39519651] ; [61.39519651 41.60480349],0
p9,1,0.100712,2.694225,[250  97] ; [81 20],[256.37723214  90.62276786] ; [74.62276786 26.37723214],0
a7,1,0.123355,2.374197,[243 110] ; [79 24],[249.26754386 103.73245614] ; [72.73245614 30.26754386],0
v2,1,0.15491,2.023228,[163 174] ; [57 44],[169.26940639 167.73059361] ; [50.73059361 50.26940639],0
u3,1,0.156678,2.005998,[68 77] ; [15  9],[71.21301775 73.78698225] ; [11.78698225 12.21301775],0
d5,1,0.206786,1.593787,[260  95] ; [81 21],[264.89059081  90.10940919] ; [76.10940919 25.89059081],0
p11,1,0.232613,1.42481,[251 104] ; [79 24],[255.7860262  99.2139738] ; [74.2139738 28.7860262],0
n3,1,0.261348,1.261605,[72 27] ; [14  9],[69.78688525 29.21311475] ; [16.21311475  6.78688525],0
b2,1,0.303913,1.056945,[ 61 128] ; [27 42],[ 64.46511628 124.53488372] ; [23.53488372 45.46511628],0
b3,1,0.303913,1.056945,[ 61 128] ; [27 42],[ 64.46511628 124.53488372] ; [23.53488372 45.46511628],0
u2,1,0.462439,0.539985,[70 75] ; [13 10],[71.63690476 73.36309524] ; [11.36309524 11.63690476],0
p12,1,0.492512,0.471034,[ 15 337] ; [ 6 96],[ 16.28193833 335.71806167] ; [ 4.71806167 97.28193833],0
b4,1,0.502513,0.449625,[204 151] ; [63 40],[206.95414847 148.04585153] ; [60.04585153 42.95414847],0
p8,1,0.52464,0.404762,[148 200] ; [47 55],[150.8 197.2] ; [44.2 57.8],0
n2,1,0.545165,0.366051,[68 31] ; [18  6],[69.2195122 29.7804878] ; [16.7804878  7.2195122],0
a6,1,0.620861,0.244659,[239 116] ; [66 36],[236.92560175 118.07439825] ; [68.07439825 33.92560175],0
u4,1,0.651732,0.203723,[  2 353] ; [  1 102],[  2.32532751 352.67467249] ; [  0.67467249 102.32532751],0
a1,1,0.762147,0.091605,[ 18 337] ; [ 6 97],[ 18.60262009 336.39737991] ; [ 5.39737991 97.60262009],0
p1,1,0.778579,0.079057,[ 31 321] ; [10 93],[ 31.71868132 320.28131868] ; [ 9.28131868 93.71868132],0
v1,1,0.79588,0.066916,[155 193] ; [46 54],[156.13392857 191.86607143] ; [44.86607143 55.13392857],0
b1,1,0.823859,0.049544,[137 218] ; [41 62],[137.96943231 217.03056769] ; [40.03056769 62.96943231],0
