Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.6e-05,17.058462,[12 28] ; [33 11],[21.42857143 18.57142857] ; [23.57142857 20.42857143],1
s7,1,0.281562,1.159537,[18 19] ; [15 26],[15.65384615 21.34615385] ; [17.34615385 23.65384615],0
p5,1,0.38297,0.761148,[ 3 37] ; [ 6 39],[ 4.23529412 35.76470588] ; [ 4.76470588 40.23529412],0
s4,1,0.402784,0.7,[ 7 33] ; [11 33],[ 8.57142857 31.42857143] ; [ 9.42857143 34.57142857],0
r2,1,0.414094,0.667016,[20 19] ; [23 15],[21.77922078 17.22077922] ; [21.22077922 16.77922078],0
a5,1,0.443071,0.588317,[18 22] ; [24 21],[19.76470588 20.23529412] ; [22.23529412 22.76470588],0
p4,1,0.443071,0.588317,[22 18] ; [21 24],[20.23529412 19.76470588] ; [22.76470588 22.23529412],0
s6,1,0.510799,0.432429,[19 21] ; [23 19],[20.48780488 19.51219512] ; [21.51219512 20.48780488],0
b5,1,0.516126,0.421627,[25 15] ; [25 20],[23.52941176 16.47058824] ; [26.47058824 18.52941176],0
s2,1,0.525832,0.402439,[18 22] ; [16 26],[16.58536585 23.41463415] ; [17.41463415 24.58536585],0
n6,1,0.593994,0.284151,[26 13] ; [31 12],[27.1097561 11.8902439] ; [29.8902439 13.1097561],0
s8,1,0.600745,0.273874,[13 27] ; [12 32],[11.9047619 28.0952381] ; [13.0952381 30.9047619],0
p9,1,0.613893,0.254545,[29 11] ; [34 10],[30. 10.] ; [33. 11.],0
p12,1,0.613893,0.254545,[ 1 39] ; [ 2 42],[ 1.42857143 38.57142857] ; [ 1.57142857 42.42857143],0
a3,1,0.6953,0.153408,[20 19] ; [25 20],[20.89285714 18.10714286] ; [24.10714286 20.89285714],0
a4,1,0.718369,0.130061,[13 27] ; [13 32],[12.23529412 27.76470588] ; [13.76470588 31.23529412],0
p11,1,0.718369,0.130061,[27 13] ; [32 13],[27.76470588 12.23529412] ; [31.23529412 13.76470588],0
n2,1,0.728434,0.120554,[12  7] ; [11  5],[12.48571429  6.51428571] ; [10.51428571  5.48571429],0
n1,1,0.74753,0.103618,[ 5 14] ; [ 5 11],[ 5.42857143 13.57142857] ; [ 4.57142857 11.42857143],0
v1,1,0.758855,0.094239,[15 23] ; [18 24],[15.675 22.325] ; [17.325 24.675],0
r1,1,0.783798,0.07528,[11 29] ; [13 30],[11.56626506 28.43373494] ; [12.43373494 30.56626506],0
b2,1,0.797046,0.066138,[ 8 22] ; [ 6 14],[ 8.4 21.6] ; [ 5.6 14.4],0
b3,1,0.797046,0.066138,[ 8 22] ; [ 6 14],[ 8.4 21.6] ; [ 5.6 14.4],0
p6,1,0.857133,0.032409,[12 28] ; [14 30],[12.38095238 27.61904762] ; [13.61904762 30.38095238],0
p1,1,0.903908,0.014575,[ 2 38] ; [ 2 43],[ 1.88235294 38.11764706] ; [ 2.11764706 42.88235294],0
a1,1,0.903908,0.014575,[ 2 38] ; [ 2 43],[ 1.88235294 38.11764706] ; [ 2.11764706 42.88235294],0
s3,1,0.918,0.010599,[18 21] ; [18 22],[17.7721519 21.2278481] ; [18.2278481 21.7721519],0
p7,1,0.928168,0.008127,[21 19] ; [23 20],[21.20481928 18.79518072] ; [22.79518072 20.20481928],0
s1,1,0.932793,0.007112,[ 1 39] ; [ 1 44],[ 0.94117647 39.05882353] ; [ 1.05882353 43.94117647],0
a8,1,0.957997,0.002774,[ 2 36] ; [ 2 38],[ 1.94871795 36.05128205] ; [ 2.05128205 37.94871795],0
p3,1,0.978952,0.000696,[15 25] ; [17 28],[15.05882353 24.94117647] ; [16.94117647 28.05882353],0
u2,1,1.0,0.0,[10 10] ; [9 9],[10. 10.] ; [9. 9.],0
s5,1,1.0,0.0,[ 9 31] ; [ 9 31],[ 9. 31.] ; [ 9. 31.],0
