Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.6e-05,17.058462,[12 28] ; [33 11],[21.42857143 18.57142857] ; [23.57142857 20.42857143],1
d4,1,0.007091,7.249765,[21 19] ; [36  9],[26.82352941 13.17647059] ; [30.17647059 14.82352941],0
d1,1,0.016694,5.728209,[ 8 32] ; [20 25],[13.17647059 26.82352941] ; [14.82352941 30.17647059],0
d5,1,0.026678,4.911557,[20 20] ; [33 12],[24.94117647 15.05882353] ; [28.05882353 16.94117647],0
a2,1,0.039633,4.233518,[ 1 39] ; [ 7 38],[ 3.76470588 36.23529412] ; [ 4.23529412 40.76470588],0
r3,1,0.047643,3.922518,[23 17] ; [32  9],[27.16049383 12.83950617] ; [27.83950617 13.16049383],0
b4,1,0.089723,2.879339,[26 14] ; [21 24],[22.11764706 17.88235294] ; [24.88235294 20.11764706],0
a6,1,0.095985,2.771026,[15 25] ; [25 20],[18.82352941 21.17647059] ; [21.17647059 23.82352941],0
p10,1,0.11529,2.480167,[24 16] ; [32 10],[27.31707317 12.68292683] ; [28.68292683 13.31707317],0
v3,1,0.145087,2.123162,[ 5 35] ; [11 33],[ 7.61904762 32.38095238] ; [ 8.38095238 35.61904762],0
u3,1,0.145519,2.118609,[ 5 15] ; [ 9 10],[ 7.17948718 12.82051282] ; [ 6.82051282 12.17948718],0
b1,1,0.151983,2.05223,[24 16] ; [20 25],[20.70588235 19.29411765] ; [23.29411765 21.70588235],0
v2,1,0.15469,2.025384,[13 26] ; [21 22],[16.17073171 22.82926829] ; [17.82926829 25.17073171],0
n5,1,0.162864,1.947431,[27 13] ; [22 20],[23.90243902 16.09756098] ; [25.09756098 16.90243902],0
n3,1,0.17246,1.861428,[10  9] ; [12  4],[11.94285714  7.05714286] ; [10.05714286  5.94285714],0
d2,1,0.191463,1.706322,[14 26] ; [10 35],[11.29411765 28.70588235] ; [12.70588235 32.29411765],0
n4,1,0.195841,1.673123,[26 14] ; [23 22],[23.05882353 16.94117647] ; [25.94117647 19.05882353],0
p8,1,0.224686,1.474186,[13 27] ; [20 24],[15.71428571 24.28571429] ; [17.28571429 26.71428571],0
v4,1,0.256736,1.286273,[28 11] ; [33  7],[30.11392405  8.88607595] ; [30.88607595  9.11392405],0
