Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.969817,[68 77] ; [49  9],[83.57142857 61.42857143] ; [33.42857143 24.57142857],1
s2,1,5e-06,20.912052,[47 99] ; [39 19],[61.54901961 84.45098039] ; [24.45098039 33.54901961],1
s4,1,0.000296,13.095547,[ 20 126] ; [21 37],[ 29.34313725 116.65686275] ; [11.65686275 46.34313725],1
s7,1,0.004153,8.215721,[43 97] ; [29 26],[51.69230769 88.30769231] ; [20.30769231 34.69230769],0
s3,1,0.008614,6.901174,[60 84] ; [36 22],[68.43564356 75.56435644] ; [27.56435644 30.43564356],0
a1,1,0.009298,6.764667,[  3 143] ; [ 6 52],[  6.44117647 139.55882353] ; [ 2.55882353 55.44117647],0
p6,1,0.012101,6.296003,[ 33 109] ; [23 33],[ 40.16161616 101.83838384] ; [15.83838384 40.16161616],0
n4,1,0.012923,6.179607,[68 78] ; [16 42],[60.11764706 85.88235294] ; [23.88235294 34.11764706],0
p10,1,0.020141,5.399671,[89 55] ; [45 12],[96. 48.] ; [38. 19.],0
p5,1,0.02199,5.246593,[  4 141] ; [ 6 51],[  7.17821782 137.82178218] ; [ 2.82178218 54.17821782],0
p12,1,0.027916,4.833217,[  3 142] ; [ 5 52],[  5.74257426 139.25742574] ; [ 2.25742574 54.74257426],0
s1,1,0.029306,4.749554,[  3 143] ; [ 5 53],[  5.7254902 140.2745098] ; [ 2.2745098 55.7254902],0
d4,1,0.033046,4.54339,[115  31] ; [53  5],[120.23529412  25.76470588] ; [47.76470588 10.23529412],0
b4,1,0.041792,4.143599,[86 60] ; [43 15],[92.32352941 53.67647059] ; [36.67647059 21.32352941],0
a6,1,0.043169,4.088783,[100  46] ; [31 27],[93.75490196 52.24509804] ; [37.24509804 20.75490196],0
p1,1,0.045295,4.00761,[  8 136] ; [ 8 49],[ 11.46268657 132.53731343] ; [ 4.53731343 52.46268657],0
s8,1,0.058182,3.588465,[ 45 101] ; [26 32],[50.81372549 95.18627451] ; [20.18627451 37.81372549],0
n1,1,0.061613,3.493433,[ 8 31] ; [ 8 10],[10.94736842 28.05263158] ; [ 5.05263158 12.94736842],0
u1,1,0.065439,3.393886,[ 14 132] ; [11 47],[ 17.89215686 128.10784314] ; [ 7.10784314 50.89215686],0
b2,1,0.093288,2.816694,[20 61] ; [13 19],[23.65486726 57.34513274] ; [ 9.34513274 22.65486726],0
b3,1,0.093288,2.816694,[20 61] ; [13 19],[23.65486726 57.34513274] ; [ 9.34513274 22.65486726],0
p3,1,0.093661,2.810298,[53 93] ; [28 29],[58.25615764 87.74384236] ; [22.74384236 34.25615764],0
p9,1,0.120692,2.40832,[100  44] ; [45 11],[104.4  39.6] ; [40.6 15.4],0
b1,1,0.129798,2.294924,[54 92] ; [15 43],[49.38235294 96.61764706] ; [19.61764706 38.38235294],0
a2,1,0.215519,1.533961,[ 20 126] ; [12 46],[ 22.90196078 123.09803922] ; [ 9.09803922 48.90196078],0
n6,1,0.22973,1.442535,[92 54] ; [41 16],[95.65517241 50.34482759] ; [37.34482759 19.65517241],0
p4,1,0.256967,1.285023,[61 84] ; [29 28],[64.6039604 80.3960396] ; [25.3960396 31.6039604],0
a5,1,0.313614,1.015394,[95 51] ; [42 16],[98.04901961 47.95098039] ; [38.95098039 19.04901961],0
d2,1,0.325498,0.966725,[57 89] ; [27 31],[60.11764706 85.88235294] ; [23.88235294 34.11764706],0
v1,1,0.331507,0.943004,[49 92] ; [24 33],[51.98484848 89.01515152] ; [21.01515152 35.98484848],0
d5,1,0.332243,0.940137,[111  34] ; [48 10],[113.57142857  31.42857143] ; [45.42857143 12.57142857],0
a4,1,0.339165,0.913583,[50 96] ; [24 34],[52.96078431 93.03921569] ; [21.03921569 36.96078431],0
p11,1,0.367736,0.811301,[105  41] ; [38 20],[102.34313725  43.65686275] ; [40.65686275 17.34313725],0
u2,1,0.387406,0.747068,[32 18] ; [10  9],[30.43478261 19.56521739] ; [11.56521739  7.43478261],0
