Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.006235,7.480969,[2 1] ; [ 9 69],[0.40740741 2.59259259] ; [10.59259259 67.40740741],0
p6,1,0.026755,4.906578,[3 1] ; [21 64],[1.07865169 2.92134831] ; [22.92134831 62.07865169],0
a2,1,0.042813,4.102777,[1 3] ; [ 3 82],[0.17977528 3.82022472] ; [ 3.82022472 81.17977528],0
b1,1,0.135016,2.233864,[3 1] ; [32 53],[1.57303371 2.42696629] ; [33.42696629 51.57303371],0
a4,1,0.157533,1.997748,[2 2] ; [17 67],[0.86363636 3.13636364] ; [18.13636364 65.86363636],0
v4,1,0.206616,1.594981,[3 1] ; [76  6],[3.6744186 0.3255814] ; [75.3255814  6.6744186],0
v1,1,0.222495,1.488204,[3 1] ; [36 46],[1.81395349 2.18604651] ; [37.18604651 44.81395349],0
b4,1,0.234872,1.411109,[1 3] ; [47 38],[2.15730337 1.84269663] ; [45.84269663 39.15730337],0
s8,1,0.254273,1.299674,[3 1] ; [39 46],[1.88764045 2.11235955] ; [40.11235955 44.88764045],0
p5,1,0.32445,0.970922,[1 3] ; [ 8 75],[0.4137931 3.5862069] ; [ 8.5862069 74.4137931],0
b5,1,0.362969,0.827596,[3 1] ; [44 41],[2.11235955 1.88764045] ; [44.88764045 40.11235955],0
p3,1,0.379391,0.772676,[2 1] ; [35 50],[1.26136364 1.73863636] ; [35.73863636 49.26136364],0
a6,1,0.387052,0.748184,[3 1] ; [45 40],[2.15730337 1.84269663] ; [45.84269663 39.15730337],0
p7,1,0.539012,0.377374,[2 2] ; [54 29],[2.57471264 1.42528736] ; [53.42528736 29.57471264],0
p1,1,0.555173,0.348132,[1 3] ; [12 72],[0.59090909 3.40909091] ; [12.40909091 71.59090909],0
b2,1,0.61386,0.254592,[1 3] ; [ 8 44],[0.64285714 3.35714286] ; [ 8.35714286 43.64285714],0
b3,1,0.61386,0.254592,[1 3] ; [ 8 44],[0.64285714 3.35714286] ; [ 8.35714286 43.64285714],0
v3,1,0.649406,0.20665,[1 3] ; [30 53],[1.42528736 2.57471264] ; [29.57471264 53.42528736],0
p8,1,0.668824,0.18298,[2 2] ; [33 51],[1.59090909 2.40909091] ; [33.40909091 50.59090909],0
v2,1,0.713384,0.134921,[2 2] ; [33 48],[1.64705882 2.35294118] ; [33.35294118 47.64705882],0
r1,1,0.752864,0.099141,[3 1] ; [56 27],[2.71264368 1.28735632] ; [56.28735632 26.71264368],0
s5,1,0.782807,0.07599,[1 2] ; [22 62],[0.79310345 2.20689655] ; [22.20689655 61.79310345],0
p11,1,0.812198,0.05645,[3 1] ; [59 26],[2.78651685 1.21348315] ; [59.21348315 25.78651685],0
s6,1,0.868518,0.027404,[2 1] ; [59 24],[2.12790698 0.87209302] ; [58.87209302 24.12790698],0
p9,1,0.92775,0.008222,[3 1] ; [62 23],[2.92134831 1.07865169] ; [62.07865169 22.92134831],0
n5,1,0.946028,0.004583,[3 1] ; [65 20],[3.05617978 0.94382022] ; [64.94382022 20.05617978],0
