Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,39.971944,[290  49] ; [22 25],[274.01036269  64.98963731] ; [37.98963731  9.01036269],1
n5,1,0.0,34.851845,[288  52] ; [22 24],[273.05699482  66.94300518] ; [36.94300518  9.05699482],1
r4,1,0.000351,12.777243,[319  21] ; [37 10],[312.76485788  27.23514212] ; [43.23514212  3.76485788],1
a3,1,0.001921,9.623503,[265  74] ; [27 20],[256.44559585  82.55440415] ; [35.55440415 11.44559585],0
d2,1,0.002453,9.175648,[188 151] ; [15 32],[178.28238342 160.71761658] ; [24.71761658 22.28238342],0
p11,1,0.004246,8.175395,[278  62] ; [30 17],[270.59431525  69.40568475] ; [37.40568475  9.59431525],0
a5,1,0.005009,7.876244,[266  74] ; [28 19],[258.29457364  81.70542636] ; [35.70542636 11.29457364],0
a4,1,0.005701,7.642339,[167 173] ; [13 34],[158.13953488 181.86046512] ; [21.86046512 25.13953488],0
u1,1,0.005911,7.577187,[ 82 258] ; [ 3 44],[ 74.67700258 265.32299742] ; [10.32299742 36.67700258],0
p10,1,0.007888,7.058678,[303  35] ; [35 11],[297.51041667  40.48958333] ; [40.48958333  5.51041667],0
p5,1,0.012363,6.258099,[ 53 286] ; [ 1 46],[ 47.42487047 291.57512953] ; [ 6.57512953 40.42487047],0
s7,1,0.014016,6.036155,[241  88] ; [25 20],[233.99465241  95.00534759] ; [32.00534759 12.99465241],0
p7,1,0.0142,6.01311,[240  91] ; [24 20],[233.024  97.976] ; [30.976 13.024],0
u3,1,0.018071,5.58926,[45 29] ; [17  2],[49.33333333 24.66666667] ; [12.66666667  6.33333333],0
p9,1,0.025442,4.99357,[306  30] ; [37  9],[301.69633508  34.30366492] ; [41.30366492  4.69633508],0
v3,1,0.025495,4.989947,[149 182] ; [12 32],[142.10933333 188.89066667] ; [18.89066667 25.10933333],0
s5,1,0.02564,4.980143,[165 158] ; [15 30],[157.98913043 165.01086957] ; [22.01086957 22.98913043],0
p8,1,0.026342,4.933429,[201 136] ; [19 26],[194.08376963 142.91623037] ; [25.91623037 19.08376963],0
b2,1,0.033224,4.534219,[ 85 121] ; [ 6 23],[ 79.77021277 126.22978723] ; [11.22978723 17.77021277],0
b3,1,0.033224,4.534219,[ 85 121] ; [ 6 23],[ 79.77021277 126.22978723] ; [11.22978723 17.77021277],0
a2,1,0.040407,4.200692,[ 99 241] ; [ 7 40],[ 93.12661499 246.87338501] ; [12.87338501 34.12661499],0
u2,1,0.048954,3.876925,[40 34] ; [15  4],[43.76344086 30.23655914] ; [11.23655914  7.76344086],0
r1,1,0.058919,3.567558,[282  57] ; [33 13],[277.36363636  61.63636364] ; [37.63636364  8.36363636],0
b1,1,0.077501,3.116537,[128 212] ; [24 23],[133.54005168 206.45994832] ; [18.45994832 28.54005168],0
a8,1,0.086057,2.946627,[ 55 258] ; [ 3 39],[ 51.13802817 261.86197183] ; [ 6.86197183 35.13802817],0
v2,1,0.111134,2.538019,[195 134] ; [20 23],[190.14784946 138.85215054] ; [24.85215054 18.14784946],0
d1,1,0.112198,2.522984,[228 112] ; [26 21],[223.15245478 116.84754522] ; [30.84754522 16.15245478],0
p4,1,0.117592,2.449108,[240  99] ; [28 19],[235.36787565 103.63212435] ; [32.63212435 14.36787565],0
p12,1,0.120814,2.406735,[ 40 300] ; [ 2 45],[ 36.89922481 303.10077519] ; [ 5.10077519 41.89922481],0
p6,1,0.122035,2.391009,[158 179] ; [16 30],[153.10182768 183.89817232] ; [20.89817232 25.10182768],0
s8,1,0.139209,2.186677,[218 121] ; [25 22],[213.4119171 125.5880829] ; [29.5880829 17.4119171],0
s4,1,0.152847,2.04361,[ 75 259] ; [15 32],[ 78.8976378 255.1023622] ; [11.1023622 35.8976378],0
s6,1,0.171731,1.867772,[293  40] ; [38  9],[290.06052632  42.93947368] ; [40.93947368  6.06052632],0
v1,1,0.195958,1.672244,[192 139] ; [21 23],[188.008 142.992] ; [24.992 19.008],0
r2,1,0.196894,1.665262,[328  10] ; [42  3],[326.52741514  11.47258486] ; [43.47258486  1.52741514],0
a1,1,0.286855,1.134322,[ 20 320] ; [ 1 46],[ 18.4496124 321.5503876] ; [ 2.5503876 44.4496124],0
p3,1,0.300755,1.070843,[193 146] ; [23 24],[189.69948187 149.30051813] ; [26.30051813 20.69948187],0
d5,1,0.303161,1.060239,[286  52] ; [37 10],[283.56883117  54.43116883] ; [39.43116883  7.56883117],0
b5,1,0.369735,0.804553,[201 139] ; [31 16],[203.82428941 136.17571059] ; [28.17571059 18.82428941],0
