Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000293,13.112214,[25 32] ; [77 29],[35.66871166 21.33128834] ; [66.33128834 39.66871166],1
v4,1,0.000394,12.561548,[44 17] ; [98  8],[51.86826347  9.13173653] ; [90.13173653 15.86826347],1
p10,1,0.001497,10.082001,[24 34] ; [71 35],[33.59756098 24.40243902] ; [61.40243902 44.59756098],0
a6,1,0.001707,9.840783,[20 41] ; [62 45],[29.77380952 31.22619048] ; [52.22619048 54.77380952],0
a7,1,0.002086,9.472316,[27 34] ; [72 33],[36.37951807 24.62048193] ; [62.62048193 42.37951807],0
d3,1,0.006331,7.45354,[25 36] ; [66 39],[33.43975904 27.56024096] ; [57.56024096 47.43975904],0
p7,1,0.006596,7.379858,[14 44] ; [48 57],[22.06134969 35.93865031] ; [39.93865031 65.06134969],0
r3,1,0.016503,5.748524,[47 14] ; [96 10],[52.23353293  8.76646707] ; [90.76646707 15.23353293],0
s1,1,0.017592,5.636324,[ 6 53] ; [  2 104],[ 2.86060606 56.13939394] ; [  5.13939394 100.86060606],0
p4,1,0.019934,5.417621,[12 48] ; [40 67],[18.68263473 41.31736527] ; [33.31736527 73.68263473],0
p3,1,0.039058,4.258342,[10 51] ; [33 74],[15.61309524 45.38690476] ; [27.38690476 79.61309524],0
s5,1,0.044742,4.028329,[ 6 50] ; [25 80],[10.7826087 45.2173913] ; [20.2173913 84.7826087],0
n1,1,0.05475,3.689669,[10 11] ; [ 8 27],[ 6.75 14.25] ; [11.25 23.75],0
p6,1,0.062211,3.47744,[ 6 53] ; [23 83],[10.36969697 48.63030303] ; [18.63030303 87.36969697],0
b1,1,0.089992,2.874516,[31 30] ; [40 67],[25.7797619 35.2202381] ; [45.2202381 61.7797619],0
v1,1,0.111523,2.532499,[19 42] ; [45 58],[23.80487805 37.19512195] ; [40.19512195 62.80487805],0
a1,1,0.115336,2.479546,[ 4 57] ; [  2 105],[ 2.17857143 58.82142857] ; [  3.82142857 103.17857143],0
d5,1,0.148954,2.082929,[31 30] ; [66 40],[35.43113772 25.56886228] ; [61.56886228 44.43113772],0
v2,1,0.15256,2.046469,[19 38] ; [45 55],[23.23566879 33.76433121] ; [40.76433121 59.23566879],0
p5,1,0.162813,1.947906,[ 1 58] ; [  7 100],[ 2.84337349 56.15662651] ; [  5.15662651 101.84337349],0
n6,1,0.204674,1.608702,[40 21] ; [80 27],[43.57142857 17.42857143] ; [76.42857143 30.57142857],0
s6,1,0.21782,1.518677,[26 34] ; [57 50],[29.82035928 30.17964072] ; [53.17964072 53.82035928],0
r4,1,0.235445,1.407659,[41 20] ; [81 26],[44.29761905 16.70238095] ; [77.70238095 29.29761905],0
s4,1,0.267222,1.230951,[12 49] ; [14 92],[ 9.49700599 51.50299401] ; [16.50299401 89.49700599],0
n3,1,0.274348,1.194879,[12  9] ; [25 10],[13.875  7.125] ; [23.125 11.875],0
s3,1,0.290856,1.115655,[25 34] ; [54 52],[28.24848485 30.75151515] ; [50.75151515 55.24848485],0
a8,1,0.352704,0.863704,[ 4 56] ; [11 88],[ 5.66037736 54.33962264] ; [ 9.33962264 89.66037736],0
p11,1,0.381203,0.766818,[34 27] ; [67 40],[36.67261905 24.32738095] ; [64.32738095 42.67261905],0
s8,1,0.41161,0.674147,[12 49] ; [27 80],[14.16071429 46.83928571] ; [24.83928571 82.16071429],0
r2,1,0.429976,0.62289,[49 12] ; [91 16],[50.83333333 10.16666667] ; [89.16666667 17.83333333],0
d2,1,0.449797,0.571163,[17 44] ; [24 82],[14.9760479 46.0239521] ; [26.0239521 79.9760479],0
d4,1,0.486139,0.485061,[38 23] ; [71 34],[40.05421687 20.94578313] ; [68.94578313 36.05421687],0
a4,1,0.516068,0.421744,[ 9 52] ; [20 87],[10.5297619 50.4702381] ; [18.4702381 88.5297619],0
