Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,4e-06,21.168165,[75 17] ; [47 48],[60.02139037 31.97860963] ; [61.97860963 33.02139037],1
d1,1,0.01135,6.409754,[65 33] ; [48 51],[56.21319797 41.78680203] ; [56.78680203 42.21319797],0
p4,1,0.020515,5.367565,[65 33] ; [49 49],[57. 41.] ; [57. 41.],0
v4,1,0.028503,4.797369,[96  2] ; [88  9],[92.47179487  5.52820513] ; [91.52820513  5.47179487],0
d2,1,0.032116,4.592315,[57 41] ; [42 56],[49.5 48.5] ; [49.5 48.5],0
n2,1,0.036536,4.371901,[16 10] ; [21  3],[19.24  6.76] ; [17.76  6.24],0
p10,1,0.065306,3.397241,[84 14] ; [73 24],[78.9025641 19.0974359] ; [78.0974359 18.9025641],0
s6,1,0.07285,3.217616,[87 11] ; [77 20],[82.42051282 15.57948718] ; [81.57948718 15.42051282],0
r4,1,0.097676,2.743083,[89  9] ; [82 17],[85.06598985 12.93401015] ; [85.93401015 13.06598985],0
a7,1,0.104908,2.629295,[69 29] ; [78 19],[73.87692308 24.12307692] ; [73.12307692 23.87692308],0
b3,1,0.109397,2.562912,[22 37] ; [11 37],[18.19626168 40.80373832] ; [14.80373832 33.19626168],0
b2,1,0.109397,2.562912,[22 37] ; [11 37],[18.19626168 40.80373832] ; [14.80373832 33.19626168],0
a2,1,0.1225,2.385056,[28 70] ; [19 80],[23.38071066 74.61928934] ; [23.61928934 75.38071066],0
a3,1,0.124548,2.359172,[72 26] ; [62 36],[67. 31.] ; [67. 31.],0
v3,1,0.126466,2.335359,[32 63] ; [23 74],[27.21354167 67.78645833] ; [27.78645833 69.21354167],0
p8,1,0.150077,2.071468,[53 45] ; [42 54],[47.98969072 50.01030928] ; [47.01030928 48.98969072],0
n6,1,0.18148,1.785462,[85 13] ; [78 20],[81.5 16.5] ; [81.5 16.5],0
p6,1,0.183614,1.768126,[41 57] ; [32 66],[36.5 61.5] ; [36.5 61.5],0
s3,1,0.196329,1.669472,[88 10] ; [81 16],[84.93333333 13.06666667] ; [84.06666667 12.93333333],0
a1,1,0.199901,1.643095,[ 3 95] ; [ 7 92],[ 4.97461929 93.02538071] ; [ 5.02538071 93.97461929],0
d5,1,0.212325,1.5555,[80 18] ; [72 25],[76.38974359 21.61025641] ; [75.61025641 21.38974359],0
n5,1,0.215027,1.537255,[72 26] ; [64 34],[68. 30.] ; [68. 30.],0
p9,1,0.217318,1.521993,[84 14] ; [75 20],[80.7357513 17.2642487] ; [78.2642487 16.7357513],0
p2,1,0.233317,1.420523,[85 13] ; [78 19],[81.91794872 16.08205128] ; [81.08205128 15.91794872],0
u3,1,0.237358,1.396218,[18  8] ; [19 16],[15.7704918 10.2295082] ; [21.2295082 13.7704918],0
n1,1,0.263011,1.252841,[10 15] ; [ 6 18],[ 8.16326531 16.83673469] ; [ 7.83673469 16.16326531],0
a8,1,0.26838,1.225009,[ 8 81] ; [13 78],[10.38333333 78.61666667] ; [10.61666667 80.38333333],0
u1,1,0.271916,1.207057,[23 75] ; [17 82],[19.89847716 78.10152284] ; [20.10152284 78.89847716],0
p3,1,0.278851,1.17268,[49 49] ; [41 56],[45.23076923 52.76923077] ; [44.76923077 52.23076923],0
a5,1,0.284346,1.146199,[70 28] ; [63 35],[66.5 31.5] ; [66.5 31.5],0
r3,1,0.313374,1.016404,[92  6] ; [94  3],[93.47692308  4.52307692] ; [92.52307692  4.47692308],0
b1,1,0.352692,0.86375,[43 55] ; [37 62],[39.79695431 58.20304569] ; [40.20304569 58.79695431],0
n4,1,0.360418,0.836437,[74 24] ; [69 30],[71.13705584 26.86294416] ; [71.86294416 27.13705584],0
