Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,61.642423,[265 185] ; [211  29],[310.43478261 139.56521739] ; [165.56521739  74.43478261],1
s2,1,0.0,59.142038,[185 265] ; [173  68],[233.14037627 216.85962373] ; [124.85962373 116.14037627],1
p5,1,0.0,38.908083,[ 25 424] ; [ 51 190],[ 49.45507246 399.54492754] ; [ 26.54492754 214.45507246],1
s7,1,0.0,36.495865,[184 249] ; [155  76],[221.06475904 211.93524096] ; [117.93524096 113.06475904],1
s8,1,0.0,32.106712,[173 279] ; [146  94],[208.36416185 243.63583815] ; [110.63583815 129.36416185],1
s3,1,0.0,25.793417,[224 224] ; [167  71],[255.34693878 192.65306122] ; [135.65306122 102.34693878],1
s4,1,4e-06,21.420985,[ 49 400] ; [ 58 180],[ 69.93158661 379.06841339] ; [ 37.06841339 200.93158661],1
p6,1,2.8e-05,17.556709,[138 309] ; [112 126],[163.13868613 283.86131387] ; [ 86.86131387 151.13868613],1
p7,1,2.8e-05,17.522885,[266 174] ; [179  55],[290.50445104 149.49554896] ; [154.49554896  79.50445104],1
p12,1,8.5e-05,15.446945,[ 23 426] ; [ 33 208],[ 36.44057971 412.55942029] ; [ 19.55942029 221.44057971],1
p3,1,0.000144,14.447016,[204 247] ; [145  95],[227.78437048 223.21562952] ; [121.21562952 118.78437048],1
p9,1,0.000287,13.151103,[359  90] ; [215  22],[375.69387755  73.30612245] ; [198.30612245  38.69387755],1
p10,1,0.000572,11.86635,[350  98] ; [213  27],[366.60465116  81.39534884] ; [196.39534884  43.60465116],1
n6,1,0.000644,11.645401,[368  84] ; [218  21],[383.31693198  68.68306802] ; [202.68306802  36.31693198],1
p4,1,0.00145,10.141246,[254 196] ; [164  74],[273.40116279 176.59883721] ; [144.59883721  93.40116279],0
p8,1,0.001755,9.789168,[221 224] ; [148  90],[240.41727672 204.58272328] ; [128.58272328 109.41727672],0
v1,1,0.00427,8.165065,[228 213] ; [152  89],[245.71847507 195.28152493] ; [134.28152493 106.71847507],0
p1,1,0.004911,7.911916,[ 28 422] ; [ 30 211],[ 37.77134588 412.22865412] ; [ 20.22865412 220.77134588],0
n2,1,0.007113,7.244318,[68 34] ; [42  6],[74.8 27.2] ; [35.2 12.8],0
n5,1,0.007382,7.177633,[328 121] ; [198  43],[342.28115942 106.71884058] ; [183.71884058  57.28115942],0
a3,1,0.011958,6.31704,[318 133] ; [192  50],[331.9047619 119.0952381] ; [178.0952381  63.9047619],0
a7,1,0.014329,5.997203,[352 100] ; [168  74],[338.67435159 113.32564841] ; [181.32564841  60.67435159],0
u1,1,0.019868,5.423487,[ 80 373] ; [ 61 182],[ 91.77155172 361.22844828] ; [ 49.22844828 193.77155172],0
a4,1,0.021681,5.271177,[196 254] ; [128 115],[210.38961039 239.61038961] ; [113.61038961 129.38961039],0
d2,1,0.021921,5.252081,[211 241] ; [134 106],[225.34682081 226.65317919] ; [119.65317919 120.34682081],0
r4,1,0.02525,5.006637,[433  20] ; [240   3],[438.03017241  14.96982759] ; [234.96982759   8.03017241],0
n1,1,0.02898,4.768815,[33 69] ; [24 23],[39.02013423 62.97986577] ; [17.97986577 29.02013423],0
v3,1,0.029912,4.714347,[169 259] ; [116 125],[182.33183857 245.66816143] ; [102.66816143 138.33183857],0
a2,1,0.03399,4.495192,[108 345] ; [ 76 167],[119.75862069 333.24137931] ; [ 64.24137931 178.75862069],0
a5,1,0.034906,4.449776,[335 118] ; [197  46],[346.25862069 106.74137931] ; [185.74137931  57.25862069],0
r2,1,0.055179,3.676677,[435  14] ; [241   2],[438.61849711  10.38150289] ; [237.38150289   5.61849711],0
b5,1,0.055316,3.672528,[280 173] ; [132 111],[268.15517241 184.84482759] ; [143.84482759  99.15517241],0
d1,1,0.067115,3.352197,[270 183] ; [162  81],[281.17241379 171.82758621] ; [150.82758621  92.17241379],0
a6,1,0.080994,3.044843,[327 125] ; [159  82],[316.98701299 135.01298701] ; [169.01298701  71.98701299],0
b3,1,0.089485,2.883613,[ 94 174] ; [64 83],[102.03373494 165.96626506] ; [55.96626506 91.03373494],0
b2,1,0.089485,2.883613,[ 94 174] ; [64 83],[102.03373494 165.96626506] ; [55.96626506 91.03373494],0
n3,1,0.091776,2.842936,[68 32] ; [39  9],[72.2972973 27.7027027] ; [34.7027027 13.2972973],0
n4,1,0.108001,2.583232,[346 106] ; [198  44],[354.3054755  97.6945245] ; [189.6945245  52.3054755],0
d4,1,0.118314,2.439496,[373  79] ; [209  31],[380.15028902  71.84971098] ; [201.84971098  38.15028902],0
p2,1,0.164937,1.928369,[372  78] ; [209  32],[378.36468886  71.63531114] ; [202.63531114  38.36468886],0
d5,1,0.22698,1.459689,[368  84] ; [205  36],[373.73160173  78.26839827] ; [199.26839827  41.73160173],0
r3,1,0.249188,1.327853,[433  19] ; [235   6],[435.69408369  16.30591631] ; [232.30591631   8.69408369],0
u4,1,0.284943,1.14336,[ 11 442] ; [  3 240],[  9.11206897 443.88793103] ; [  4.88793103 238.11206897],0
u2,1,0.319633,0.990447,[80 53] ; [26 24],[77.03825137 55.96174863] ; [28.96174863 21.03825137],0
a1,1,0.368105,0.810051,[ 16 437] ; [ 12 231],[ 18.22413793 434.77586207] ; [  9.77586207 233.22413793],0
v2,1,0.4043,0.6955,[248 180] ; [147  93],[253.08383234 174.91616766] ; [141.91616766  98.08383234],0
p11,1,0.704551,0.143781,[358  95] ; [195  48],[359.92672414  93.07327586] ; [193.07327586  49.92672414],0
b4,1,0.80889,0.058495,[269 184] ; [142 101],[267.50431034 185.49568966] ; [143.49568966  99.50431034],0
u3,1,0.845139,0.038152,[84 49] ; [33 18],[84.57065217 48.42934783] ; [32.42934783 18.57065217],0
a8,1,0.942555,0.005192,[ 57 351] ; [ 30 188],[ 56.7028754 351.2971246] ; [ 30.2971246 187.7028754],0
d3,1,0.950242,0.003894,[326 126] ; [174  68],[325.64841499 126.35158501] ; [174.35158501  67.64841499],0
b1,1,0.977459,0.000798,[172 281] ; [ 92 151],[171.82758621 281.17241379] ; [ 92.17241379 150.82758621],0
