Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.001901,9.643074,[23 20] ; [21  2],[28.66666667 14.33333333] ; [15.33333333  7.66666667],0
r4,1,0.004291,8.156566,[19 25] ; [19  5],[24.58823529 19.41176471] ; [13.41176471 10.58823529],0
r3,1,0.004842,7.937626,[26 18] ; [22  2],[31.05882353 12.94117647] ; [16.94117647  7.05882353],0
s7,1,0.006026,7.54241,[ 3 35] ; [ 8 14],[ 6.96666667 31.03333333] ; [ 4.03333333 17.96666667],0
p2,1,0.011162,6.439394,[17 27] ; [17  7],[22. 22.] ; [12. 12.],0
p7,1,0.020418,5.375818,[13 31] ; [14 10],[17.47058824 26.52941176] ; [ 9.52941176 14.47058824],0
s8,1,0.034486,4.470467,[ 3 41] ; [ 6 18],[ 5.82352941 38.17647059] ; [ 3.17647059 20.82352941],0
s2,1,0.035928,4.400539,[ 8 36] ; [10 14],[11.64705882 32.35294118] ; [ 6.35294118 17.64705882],0
b5,1,0.053401,3.731318,[15 29] ; [14 10],[18.76470588 25.23529412] ; [10.23529412 13.76470588],0
d2,1,0.064061,3.428991,[25 19] ; [ 8 16],[21.35294118 22.64705882] ; [11.64705882 12.35294118],0
a4,1,0.097179,2.751249,[20 24] ; [ 6 18],[16.82352941 27.17647059] ; [ 9.17647059 14.82352941],0
v1,1,0.101419,2.683081,[10 34] ; [10 14],[12.94117647 31.05882353] ; [ 7.05882353 16.94117647],0
n2,1,0.126752,2.331838,[11 14] ; [6 2],[12.87878788 12.12121212] ; [4.12121212 3.87878788],0
p6,1,0.133131,2.255612,[ 5 38] ; [ 6 17],[ 7.16666667 35.83333333] ; [ 3.83333333 19.16666667],0
u3,1,0.137276,2.208236,[ 8 10] ; [8 3],[9.93103448 8.06896552] ; [6.06896552 4.93103448],0
s3,1,0.138959,2.189447,[17 26] ; [14 10],[19.89552239 23.10447761] ; [11.10447761 12.89552239],0
p8,1,0.142349,2.152379,[ 9 34] ; [ 9 15],[11.55223881 31.44776119] ; [ 6.44776119 17.55223881],0
s6,1,0.155143,2.020939,[11 33] ; [10 14],[13.58823529 30.41176471] ; [ 7.41176471 16.58823529],0
b2,1,0.182455,1.777512,[11 20] ; [ 2 11],[ 9.15909091 21.84090909] ; [3.84090909 9.15909091],0
b3,1,0.182455,1.777512,[11 20] ; [ 2 11],[ 9.15909091 21.84090909] ; [3.84090909 9.15909091],0
n3,1,0.183416,1.76973,[11 12] ; [6 2],[12.61290323 10.38709677] ; [4.38709677 3.61290323],0
n5,1,0.189555,1.721074,[18 26] ; [ 6 18],[15.52941176 28.47058824] ; [ 8.47058824 15.52941176],0
u2,1,0.227907,1.453877,[9 9] ; [8 3],[10.55172414  7.44827586] ; [6.44827586 4.55172414],0
p10,1,0.240123,1.37987,[ 6 38] ; [ 6 18],[ 7.76470588 36.23529412] ; [ 4.23529412 19.76470588],0
d1,1,0.255744,1.291653,[19 25] ; [ 7 17],[16.82352941 27.17647059] ; [ 9.17647059 14.82352941],0
a2,1,0.273155,1.200836,[ 8 36] ; [ 2 22],[ 6.47058824 37.52941176] ; [ 3.52941176 20.47058824],0
p4,1,0.279658,1.16875,[11 33] ; [ 9 15],[12.94117647 31.05882353] ; [ 7.05882353 16.94117647],0
n1,1,0.300559,1.071714,[ 7 18] ; [3 3],[ 8.06451613 16.93548387] ; [1.93548387 4.06451613],0
s1,1,0.33962,0.911864,[ 5 39] ; [ 1 22],[ 3.94029851 40.05970149] ; [ 2.05970149 20.94029851],0
p1,1,0.483011,0.492057,[ 4 40] ; [ 1 22],[ 3.28358209 40.71641791] ; [ 1.71641791 21.28358209],0
s5,1,0.492098,0.471936,[ 5 39] ; [ 4 19],[ 5.91044776 38.08955224] ; [ 3.08955224 19.91044776],0
v2,1,0.593386,0.285087,[14 29] ; [ 9 14],[14.98484848 28.01515152] ; [ 8.01515152 14.98484848],0
v3,1,0.60348,0.269779,[ 8 33] ; [ 6 18],[ 8.83076923 32.16923077] ; [ 5.16923077 18.83076923],0
a3,1,0.61624,0.251188,[26 17] ; [13 11],[25.02985075 17.97014925] ; [13.97014925 10.02985075],0
b4,1,0.649144,0.206981,[25 19] ; [15  9],[25.88235294 18.11764706] ; [14.11764706  9.88235294],0
a8,1,0.653886,0.201036,[ 3 39] ; [ 1 22],[ 2.58461538 39.41538462] ; [ 1.41538462 21.58461538],0
r2,1,0.662062,0.191028,[32 11] ; [19  5],[32.73134328 10.26865672] ; [18.26865672  5.73134328],0
d5,1,0.678291,0.172057,[29 15] ; [17  7],[29.76470588 14.23529412] ; [16.23529412  7.76470588],0
d3,1,0.719692,0.128788,[24 20] ; [12 12],[23.29411765 20.70588235] ; [12.70588235 11.29411765],0
p3,1,0.796881,0.066247,[12 31] ; [ 6 18],[11.55223881 31.44776119] ; [ 6.44776119 17.55223881],0
a6,1,0.807183,0.059566,[27 17] ; [14 10],[26.52941176 17.47058824] ; [14.47058824  9.52941176],0
n4,1,0.857779,0.032113,[23 21] ; [12 12],[22.64705882 21.35294118] ; [12.35294118 11.64705882],0
a7,1,0.881136,0.022359,[23 21] ; [13 11],[23.29411765 20.70588235] ; [12.70588235 11.29411765],0
s4,1,0.935384,0.006573,[ 7 37] ; [ 4 20],[ 7.11764706 36.88235294] ; [ 3.88235294 20.11764706],0
u1,1,0.942054,0.005284,[ 2 42] ; [ 1 23],[ 1.94117647 42.05882353] ; [ 1.05882353 22.94117647],0
d4,1,0.948346,0.004197,[29 14] ; [16  8],[28.88059701 14.11940299] ; [16.11940299  7.88059701],0
r1,1,0.949685,0.003982,[29 15] ; [16  8],[29.11764706 14.88235294] ; [15.88235294  8.11764706],0
a5,1,0.95163,0.00368,[26 18] ; [14 10],[25.88235294 18.11764706] ; [14.11764706  9.88235294],0
b1,1,0.95163,0.00368,[26 18] ; [14 10],[25.88235294 18.11764706] ; [14.11764706  9.88235294],0
