Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.345779,0.888889,[1 1] ; [5 1],[1.5 0.5] ; [4.5 1.5],0
a6,1,0.345779,0.888889,[1 1] ; [5 1],[1.5 0.5] ; [4.5 1.5],0
a7,1,0.345779,0.888889,[1 1] ; [5 1],[1.5 0.5] ; [4.5 1.5],0
s7,1,0.427355,0.63,[1 1] ; [4 1],[1.42857143 0.57142857] ; [3.57142857 1.42857143],0
b2,1,0.540291,0.375,[1 1] ; [1 3],[0.66666667 1.33333333] ; [1.33333333 2.66666667],0
b3,1,0.540291,0.375,[1 1] ; [1 3],[0.66666667 1.33333333] ; [1.33333333 2.66666667],0
d3,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
p2,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
v2,1,0.67329,0.177778,[1 1] ; [2 4],[0.75 1.25] ; [2.25 3.75],0
d4,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
d2,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
d1,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
a4,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
a3,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
a2,1,0.67329,0.177778,[1 1] ; [2 4],[0.75 1.25] ; [2.25 3.75],0
p6,1,0.67329,0.177778,[1 1] ; [2 4],[0.75 1.25] ; [2.25 3.75],0
s3,1,0.80915,0.058333,[1 1] ; [2 3],[0.85714286 1.14285714] ; [2.14285714 2.85714286],0
s6,1,0.80915,0.058333,[1 1] ; [3 2],[1.14285714 0.85714286] ; [2.85714286 2.14285714],0
s8,1,0.80915,0.058333,[1 1] ; [2 3],[0.85714286 1.14285714] ; [2.14285714 2.85714286],0
n3,1,1.0,0.0,[1 1] ; [2 2],[1. 1.] ; [2. 2.],0
p4,1,1.0,0.0,[1 1] ; [3 3],[1. 1.] ; [3. 3.],0
