Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.025347,5.0,[7 7] ; [ 2 14],[4.2 9.8] ; [ 4.8 11.2],0
r1,1,0.047852,3.915185,[11  4] ; [ 7 11],[8.18181818 6.81818182] ; [9.81818182 8.18181818],0
a3,1,0.074447,3.182143,[12  3] ; [9 9],[9.54545455 5.45454545] ; [11.45454545  6.54545455],0
a5,1,0.074447,3.182143,[12  3] ; [9 9],[9.54545455 5.45454545] ; [11.45454545  6.54545455],0
p11,1,0.138011,2.2,[8 7] ; [14  4],[10.  5.] ; [12.  6.],0
s3,1,0.154044,2.031746,[5 9] ; [11  7],[7. 7.] ; [9. 9.],0
n2,1,0.157299,2.0,[3 1] ; [1 3],[2. 2.] ; [2. 2.],0
b3,1,0.166337,1.915646,[ 3 11] ; [4 4],[4.45454545 9.54545455] ; [2.54545455 5.45454545],0
b2,1,0.166337,1.915646,[ 3 11] ; [4 4],[4.45454545 9.54545455] ; [2.54545455 5.45454545],0
p7,1,0.226942,1.459926,[9 6] ; [ 7 11],[7.27272727 7.72727273] ; [8.72727273 9.27272727],0
d3,1,0.24706,1.33985,[7 8] ; [12  6],[8.63636364 6.36363636] ; [10.36363636  7.63636364],0
v3,1,0.248652,1.330864,[ 4 11] ; [ 2 16],[ 2.72727273 12.27272727] ; [ 3.27272727 14.72727273],0
p6,1,0.261366,1.261508,[7 8] ; [ 5 13],[5.45454545 9.54545455] ; [ 6.54545455 11.45454545],0
b1,1,0.334746,0.930451,[10  5] ; [9 9],[8.63636364 6.36363636] ; [10.36363636  7.63636364],0
u3,1,0.371093,0.8,[1 2] ; [1 8],[0.5 2.5] ; [1.5 7.5],0
v2,1,0.373301,0.792647,[9 6] ; [ 8 10],[7.72727273 7.27272727] ; [9.27272727 8.72727273],0
p10,1,0.457459,0.552105,[11  3] ; [12  6],[10.0625  3.9375] ; [12.9375  5.0625],0
n4,1,0.458318,0.55,[11  4] ; [11  7],[10.  5.] ; [12.  6.],0
n5,1,0.458318,0.55,[11  4] ; [11  7],[10.  5.] ; [12.  6.],0
d1,1,0.458318,0.55,[ 4 11] ; [ 7 11],[ 5. 10.] ; [ 6. 12.],0
a4,1,0.458318,0.55,[6 9] ; [ 5 13],[ 5. 10.] ; [ 6. 12.],0
s4,1,0.478247,0.502857,[ 3 12] ; [ 2 16],[ 2.27272727 12.72727273] ; [ 2.72727273 15.27272727],0
a7,1,0.565659,0.33,[9 6] ; [9 9],[8.18181818 6.81818182] ; [9.81818182 8.18181818],0
r2,1,0.565659,0.33,[9 6] ; [9 9],[8.18181818 6.81818182] ; [9.81818182 8.18181818],0
p4,1,0.565659,0.33,[9 6] ; [9 9],[8.18181818 6.81818182] ; [9.81818182 8.18181818],0
r3,1,0.568261,0.3256,[12  2] ; [14  4],[11.375  2.625] ; [14.625  3.375],0
s5,1,0.613195,0.255549,[ 3 11] ; [ 5 12],[ 3.61290323 10.38709677] ; [ 4.38709677 12.61290323],0
p8,1,0.647434,0.20915,[ 5 10] ; [ 7 10],[5.625 9.375] ; [ 6.375 10.625],0
p3,1,0.652605,0.202632,[7 8] ; [ 7 11],[6.36363636 8.63636364] ; [ 7.63636364 10.36363636],0
d4,1,0.678187,0.172174,[11  4] ; [12  6],[10.45454545  4.54545455] ; [12.54545455  5.45454545],0
b4,1,0.691801,0.157143,[9 6] ; [12  6],[9.54545455 5.45454545] ; [11.45454545  6.54545455],0
u2,1,0.700311,0.148148,[1 2] ; [2 7],[0.75 2.25] ; [2.25 6.75],0
s8,1,0.729507,0.119565,[ 5 10] ; [ 5 13],[ 4.54545455 10.45454545] ; [ 5.45454545 12.54545455],0
d5,1,0.729507,0.119565,[10  5] ; [13  5],[10.45454545  4.54545455] ; [12.54545455  5.45454545],0
a8,1,0.743421,0.107143,[ 2 12] ; [ 3 13],[ 2.33333333 11.66666667] ; [ 2.66666667 13.33333333],0
b5,1,0.797004,0.066165,[9 6] ; [10  8],[8.63636364 6.36363636] ; [10.36363636  7.63636364],0
p5,1,0.845582,0.037931,[ 2 13] ; [ 2 16],[ 1.81818182 13.18181818] ; [ 2.18181818 15.81818182],0
a6,1,0.848698,0.036397,[8 7] ; [9 9],[7.72727273 7.27272727] ; [9.27272727 8.72727273],0
s2,1,0.854,0.033862,[5 9] ; [ 7 11],[5.25 8.75] ; [ 6.75 11.25],0
s6,1,0.87046,0.026593,[7 7] ; [9 8],[7.22580645 6.77419355] ; [8.77419355 8.22580645],0
u1,1,0.894036,0.017742,[ 1 14] ; [ 1 17],[ 0.90909091 14.09090909] ; [ 1.09090909 16.90909091],0
r4,1,0.89842,0.016296,[7 8] ; [ 8 10],[6.81818182 8.18181818] ; [8.18181818 9.81818182],0
p12,1,0.927122,0.008366,[ 1 14] ; [ 1 16],[ 0.9375 14.0625] ; [ 1.0625 15.9375],0
d2,1,0.948139,0.004231,[6 9] ; [ 7 11],[5.90909091 9.09090909] ; [ 7.09090909 10.90909091],0
p9,1,0.957035,0.002902,[11  3] ; [14  4],[10.9375  3.0625] ; [14.0625  3.9375],0
n6,1,0.960492,0.002454,[10  4] ; [13  5],[10.0625  3.9375] ; [12.9375  5.0625],0
n3,1,1.0,0.0,[3 1] ; [3 1],[3. 1.] ; [3. 1.],0
