Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,41.973524,[37 14] ; [ 7 52],[20.4 30.6] ; [23.6 35.4],1
d5,1,0.0,32.300337,[50  1] ; [29 30],[36.62727273 14.37272727] ; [42.37272727 16.62727273],1
d3,1,2e-06,22.549825,[44  7] ; [25 34],[31.99090909 19.00909091] ; [37.00909091 21.99090909],1
a4,1,0.000133,14.603784,[25 26] ; [ 9 50],[15.76363636 35.23636364] ; [18.23636364 40.76363636],1
a3,1,0.000244,13.459067,[40 11] ; [26 33],[30.6 20.4] ; [35.4 23.6],1
a5,1,0.000462,12.261237,[40 11] ; [27 32],[31.06363636 19.93636364] ; [35.93636364 23.06363636],1
v2,1,0.002019,9.532171,[31 17] ; [20 38],[23.09433962 24.90566038] ; [27.90566038 30.09433962],0
s8,1,0.009306,6.763093,[29 22] ; [19 40],[22.25454545 28.74545455] ; [25.74545455 33.25454545],0
p6,1,0.009593,6.708925,[25 25] ; [15 43],[18.51851852 31.48148148] ; [21.48148148 36.51851852],0
v3,1,0.022684,5.192564,[21 26] ; [14 45],[15.51886792 31.48113208] ; [19.48113208 39.51886792],0
v1,1,0.024741,5.041942,[30 18] ; [24 35],[24.22429907 23.77570093] ; [29.77570093 29.22429907],0
b4,1,0.047624,3.923203,[37 14] ; [32 27],[31.99090909 19.00909091] ; [37.00909091 21.99090909],0
r4,1,0.063324,3.448116,[38 13] ; [34 25],[33.38181818 17.61818182] ; [38.61818182 20.38181818],0
p4,1,0.064065,3.428888,[34 17] ; [29 30],[29.20909091 21.79090909] ; [33.79090909 25.20909091],0
a2,1,0.064565,3.416048,[ 8 43] ; [ 3 56],[ 5.1 45.9] ; [ 5.9 53.1],0
s2,1,0.122973,2.379047,[35 16] ; [32 27],[31.06363636 19.93636364] ; [35.93636364 23.06363636],0
p11,1,0.126118,2.339648,[44  7] ; [44 15],[40.8 10.2] ; [47.2 11.8],0
s5,1,0.134041,2.245066,[22 26] ; [18 39],[18.28571429 29.71428571] ; [21.71428571 35.28571429],0
r2,1,0.156068,2.011922,[43  7] ; [42 14],[40.09433962  9.90566038] ; [44.90566038 11.09433962],0
p1,1,0.169355,1.888643,[ 5 46] ; [ 2 57],[ 3.24545455 47.75454545] ; [ 3.75454545 55.24545455],0
r3,1,0.180769,1.791293,[48  3] ; [51  8],[45.9  5.1] ; [53.1  5.9],0
p10,1,0.199806,1.643788,[42  9] ; [41 16],[39.19444444 11.80555556] ; [43.80555556 13.19444444],0
b5,1,0.2341,1.415773,[35 16] ; [34 25],[31.99090909 19.00909091] ; [37.00909091 21.99090909],0
u3,1,0.255014,1.295627,[7 4] ; [14 18],[5.37209302 5.62790698] ; [15.62790698 16.37209302],0
s7,1,0.284884,1.143641,[27 22] ; [25 31],[24.26666667 24.73333333] ; [27.73333333 28.26666667],0
a8,1,0.333933,0.933586,[ 2 46] ; [ 5 51],[ 3.23076923 44.76923077] ; [ 3.76923077 52.23076923],0
p9,1,0.338933,0.914464,[44  7] ; [46 12],[42.11009174  8.88990826] ; [47.88990826 10.11009174],0
p12,1,0.413314,0.669246,[ 3 48] ; [ 6 53],[ 4.17272727 46.82727273] ; [ 4.82727273 54.17272727],0
p7,1,0.451158,0.567742,[28 22] ; [36 21],[29.90654206 20.09345794] ; [34.09345794 22.90654206],0
b2,1,0.508814,0.436506,[11 25] ; [ 8 26],[ 9.77142857 26.22857143] ; [ 9.22857143 24.77142857],0
b3,1,0.508814,0.436506,[11 25] ; [ 8 26],[ 9.77142857 26.22857143] ; [ 9.22857143 24.77142857],0
p3,1,0.566241,0.329013,[27 24] ; [28 31],[25.5 25.5] ; [29.5 29.5],0
s3,1,0.584794,0.298549,[32 19] ; [34 25],[30.6 20.4] ; [35.4 23.6],0
v4,1,0.586623,0.295648,[45  6] ; [53  5],[45.85321101  5.14678899] ; [52.14678899  5.85321101],0
p5,1,0.623121,0.241506,[ 6 44] ; [ 9 50],[ 6.88073394 43.11926606] ; [ 8.11926606 50.88073394],0
n2,1,0.633677,0.227107,[13  5] ; [15  4],[13.62162162  4.37837838] ; [14.37837838  4.62162162],0
a6,1,0.640268,0.218391,[28 23] ; [35 24],[29.20909091 21.79090909] ; [33.79090909 25.20909091],0
b1,1,0.658555,0.195283,[22 29] ; [23 36],[20.86363636 30.13636364] ; [24.13636364 34.86363636],0
p8,1,0.659263,0.19442,[22 27] ; [29 30],[23.13888889 25.86111111] ; [27.86111111 31.13888889],0
p2,1,0.686199,0.163231,[39 12] ; [47 12],[39.87272727 11.12727273] ; [46.12727273 12.87272727],0
n4,1,0.732244,0.117061,[33 18] ; [40 19],[33.84545455 17.15454545] ; [39.15454545 19.84545455],0
u2,1,0.779405,0.078453,[6 5] ; [19 13],[6.39534884 4.60465116] ; [18.60465116 13.39534884],0
s4,1,0.809832,0.057909,[14 37] ; [15 44],[13.44545455 37.55454545] ; [15.55454545 43.44545455],0
n1,1,0.84213,0.039669,[ 7 11] ; [ 8 11],[ 7.2972973 10.7027027] ; [ 7.7027027 11.2972973],0
s1,1,0.881895,0.022072,[ 2 49] ; [ 2 57],[ 1.85454545 49.14545455] ; [ 2.14545455 56.85454545],0
n3,1,0.897904,0.016463,[11  7] ; [12  7],[11.18918919  6.81081081] ; [11.81081081  7.18918919],0
n6,1,0.923839,0.009139,[41 10] ; [47 12],[40.8 10.2] ; [47.2 11.8],0
a1,1,0.949183,0.004062,[ 5 46] ; [ 6 53],[ 5.1 45.9] ; [ 5.9 53.1],0
n5,1,0.969676,0.001445,[35 16] ; [40 18],[35.09174312 15.90825688] ; [39.90825688 18.09174312],0
a7,1,0.980107,0.000622,[31 20] ; [36 23],[31.06363636 19.93636364] ; [35.93636364 23.06363636],0
