Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,72.074966,[ 53 153] ; [198 112],[100.20542636 105.79457364] ; [150.79457364 159.20542636],1
p6,1,0.0,58.362574,[ 32 174] ; [149 159],[ 72.54085603 133.45914397] ; [108.45914397 199.54085603],1
p4,1,0.0,25.716075,[ 87 120] ; [201 110],[115.08880309  91.91119691] ; [172.91119691 138.08880309],1
p3,1,1e-06,23.864863,[ 64 141] ; [165 146],[ 90.97868217 114.02131783] ; [138.02131783 172.97868217],1
p2,1,2e-06,22.623984,[149  58] ; [275  36],[169.43629344  37.56370656] ; [254.56370656  56.43629344],1
s6,1,0.000534,11.993865,[112  92] ; [214  92],[130.4  73.6] ; [195.6 110.4],1
p10,1,0.00172,9.826774,[141  64] ; [249  59],[155.84795322  49.15204678] ; [234.15204678  73.84795322],0
s5,1,0.001737,9.808644,[ 44 150] ; [109 194],[ 59.722334 134.277666] ; [ 93.277666 209.722334],0
s8,1,0.002298,9.294809,[ 61 146] ; [132 177],[ 77.4244186 129.5755814] ; [115.5755814 193.4244186],0
p11,1,0.003651,8.449832,[141  66] ; [247  64],[155.05019305  51.94980695] ; [232.94980695  78.05019305],0
r4,1,0.007013,7.269625,[172  35] ; [283  28],[181.82432432  25.17567568] ; [273.17567568  37.82432432],0
r3,1,0.007474,7.155365,[186  21] ; [297  13],[193.3868472  13.6131528] ; [289.6131528  20.3868472],0
s7,1,0.012516,6.23632,[ 70 129] ; [138 159],[ 83.4516129 115.5483871] ; [124.5483871 172.4516129],0
s2,1,0.013513,6.100682,[ 81 123] ; [158 153],[ 94.67184466 109.32815534] ; [144.32815534 166.67184466],0
r1,1,0.020527,5.366536,[144  62] ; [243  65],[155.10116732  50.89883268] ; [231.89883268  76.10116732],0
s3,1,0.03096,4.655163,[ 95 111] ; [173 137],[106.99224806  99.00775194] ; [161.00775194 148.99224806],0
n4,1,0.048279,3.900254,[136  71] ; [228  81],[146.02325581  60.97674419] ; [217.97674419  91.02325581],0
a3,1,0.048791,3.882524,[127  79] ; [217  93],[137.33333333  68.66666667] ; [206.66666667 103.33333333],0
b5,1,0.061656,3.492281,[138  69] ; [182 129],[127.87644788  79.12355212] ; [192.12355212 118.87644788],0
n3,1,0.090395,2.867332,[49 24] ; [55 14],[53.46478873 19.53521127] ; [50.53521127 18.46478873],0
a8,1,0.098552,2.728825,[ 19 175] ; [ 43 245],[ 24.95435685 169.04564315] ; [ 37.04564315 250.95435685],0
v1,1,0.099108,2.719833,[ 78 123] ; [141 164],[ 86.99407115 114.00592885] ; [132.00592885 172.99407115],0
p12,1,0.101798,2.67715,[  6 198] ; [ 19 292],[  9.90291262 194.09708738] ; [ 15.09708738 295.90291262],0
v2,1,0.103272,2.654278,[ 71 130] ; [129 174],[ 79.76190476 121.23809524] ; [120.23809524 182.76190476],0
s1,1,0.111126,2.538141,[ 10 197] ; [  7 301],[  6.83300971 200.16699029] ; [ 10.16699029 297.83300971],0
r2,1,0.113232,2.50852,[188  18] ; [292  16],[192.37354086  13.62645914] ; [287.62645914  20.37354086],0
a1,1,0.117837,2.445837,[  4 203] ; [ 14 297],[  7.19305019 199.80694981] ; [ 10.80694981 300.19305019],0
p5,1,0.120174,2.415046,[ 11 195] ; [ 28 282],[ 15.56976744 190.43023256] ; [ 23.43023256 286.56976744],0
p9,1,0.163475,1.941787,[158  45] ; [255  53],[164.06849315  38.93150685] ; [248.93150685  59.06849315],0
a2,1,0.173882,1.849153,[ 37 170] ; [ 71 240],[ 43.15830116 163.84169884] ; [ 64.84169884 246.15830116],0
u3,1,0.183976,1.765212,[51 29] ; [50 43],[46.70520231 33.29479769] ; [54.29479769 38.70520231],0
d5,1,0.198664,1.652167,[155  52] ; [247  63],[160.95551257  46.04448743] ; [241.04448743  68.95551257],0
b1,1,0.206193,1.597957,[ 77 130] ; [133 178],[ 83.91891892 123.08108108] ; [126.08108108 184.91891892],0
n5,1,0.243531,1.360035,[136  70] ; [219  90],[142.  64.] ; [213.  96.],0
d3,1,0.260306,1.267127,[128  79] ; [206 103],[133.98837209  73.01162791] ; [200.01162791 108.98837209],0
b4,1,0.318135,0.996598,[123  84] ; [171 140],[117.48648649  89.51351351] ; [176.51351351 134.48648649],0
p1,1,0.353795,0.859798,[ 17 189] ; [ 19 291],[ 14.37209302 191.62790698] ; [ 21.62790698 288.37209302],0
u4,1,0.357976,0.84498,[  3 204] ; [  2 309],[  1.9980695 205.0019305] ; [  3.0019305 307.9980695],0
d1,1,0.399029,0.71125,[104 103] ; [168 143],[108.69498069  98.30501931] ; [163.30501931 147.69498069],0
a4,1,0.426367,0.6327,[ 91 115] ; [126 184],[ 86.63178295 119.36821705] ; [130.36821705 179.63178295],0
n6,1,0.518323,0.417229,[167  40] ; [257  53],[169.76402321  37.23597679] ; [254.23597679  55.76402321],0
a6,1,0.560716,0.338466,[134  73] ; [209 102],[137.06756757  69.93243243] ; [205.93243243 105.06756757],0
a7,1,0.585999,0.296635,[145  62] ; [224  86],[147.74274662  59.25725338] ; [221.25725338  88.74274662],0
u1,1,0.586275,0.2962,[ 29 178] ; [ 49 262],[ 31.16988417 175.83011583] ; [ 46.83011583 264.16988417],0
n1,1,0.59666,0.280063,[30 44] ; [25 44],[28.46153846 45.53846154] ; [26.53846154 42.46153846],0
a5,1,0.605882,0.266216,[140  67] ; [217  94],[142.66216216  64.33783784] ; [214.33783784  96.66216216],0
n2,1,0.671042,0.180386,[53 20] ; [53 17],[54.11188811 18.88811189] ; [51.88811189 18.11188811],0
d4,1,0.786466,0.073388,[161  46] ; [245  66],[162.24324324  44.75675676] ; [243.75675676  67.24324324],0
u2,1,0.808517,0.058729,[42 38] ; [50 42],[42.79069767 37.20930233] ; [49.20930233 42.79069767],0
d2,1,0.821769,0.050747,[ 90 116] ; [139 172],[ 91.24564797 114.75435203] ; [137.75435203 173.24564797],0
b2,1,0.933948,0.006869,[39 73] ; [ 66 121],[39.33110368 72.66889632] ; [ 65.66889632 121.33110368],0
b3,1,0.933948,0.006869,[39 73] ; [ 66 121],[39.33110368 72.66889632] ; [ 65.66889632 121.33110368],0
s4,1,0.942439,0.005214,[ 41 164] ; [ 62 244],[ 41.32093933 163.67906067] ; [ 61.67906067 244.32093933],0
