Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,43.871881,[394  45] ; [62 36],[372.78212291  66.21787709] ; [83.21787709 14.78212291],1
p8,1,0.0,27.330144,[316 121] ; [44 54],[294.05607477 142.94392523] ; [65.94392523 32.05607477],1
p9,1,1e-06,23.741274,[395  44] ; [70 28],[380.1396648  58.8603352] ; [84.8603352 13.1396648],1
p4,1,0.000432,12.390485,[318 122] ; [53 45],[303.42007435 136.57992565] ; [67.57992565 30.42007435],1
n4,1,0.000486,12.168563,[362  80] ; [64 33],[349.33580705  92.66419295] ; [76.66419295 20.33580705],1
p2,1,0.000792,11.260841,[404  35] ; [80 19],[394.93680297  44.06319703] ; [89.06319703  9.93680297],1
n5,1,0.002664,9.024238,[353  88] ; [64 33],[341.81598513  99.18401487] ; [75.18401487 21.81598513],0
n6,1,0.003487,8.533573,[391  47] ; [76 21],[382.32897196  55.67102804] ; [84.67102804 12.32897196],0
r4,1,0.004946,7.899021,[424  18] ; [88 11],[418.30683919  23.69316081] ; [93.69316081  5.30683919],0
b1,1,0.008086,7.014419,[164 278] ; [51 48],[175.65619224 266.34380776] ; [39.34380776 59.65619224],0
r1,1,0.011664,6.361257,[377  63] ; [73 24],[368.7150838  71.2849162] ; [81.2849162 15.7150838],0
v3,1,0.014732,5.94827,[192 236] ; [30 66],[181.32824427 246.67175573] ; [40.67175573 55.32824427],0
s8,1,0.01847,5.551004,[223 215] ; [37 61],[212.46268657 225.53731343] ; [47.53731343 50.46268657],0
d1,1,0.020101,5.403107,[279 163] ; [50 49],[268.7948244 173.2051756] ; [60.2051756 38.7948244],0
b5,1,0.024112,5.086557,[249 193] ; [68 31],[258.99075786 183.00924214] ; [58.00924214 40.99075786],0
p5,1,0.029431,4.742236,[ 68 372] ; [ 7 92],[ 61.2244898 378.7755102] ; [13.7755102 85.2244898],0
d4,1,0.038238,4.294385,[370  70] ; [73 24],[362.97951583  77.02048417] ; [80.02048417 16.97951583],0
p3,1,0.039074,4.257637,[276 164] ; [51 48],[266.93877551 173.06122449] ; [60.06122449 38.93877551],0
v1,1,0.041252,4.165622,[256 176] ; [47 51],[246.97358491 185.02641509] ; [56.02641509 41.97358491],0
v2,1,0.044959,4.02016,[264 164] ; [48 47],[255.32695985 172.67304015] ; [56.67304015 38.32695985],0
b3,1,0.045808,3.988633,[118 171] ; [12 35],[111.81547619 177.18452381] ; [18.18452381 28.81547619],0
b2,1,0.045808,3.988633,[118 171] ; [12 35],[111.81547619 177.18452381] ; [18.18452381 28.81547619],0
p12,1,0.049871,3.845792,[ 39 400] ; [ 3 96],[ 34.27137546 404.72862454] ; [ 7.72862454 91.27137546],0
v4,1,0.055552,3.665451,[432   8] ; [93  5],[429.36802974  10.63197026] ; [95.63197026  2.36802974],0
d5,1,0.086046,2.946837,[368  72] ; [74 23],[362.16014898  77.83985102] ; [79.83985102 17.16014898],0
s4,1,0.088913,2.893941,[ 70 366] ; [23 76],[ 75.79065421 360.20934579] ; [17.20934579 81.79065421],0
s1,1,0.127265,2.32555,[ 10 427] ; [ 5 93],[ 12.25233645 424.74766355] ; [ 2.74766355 95.25233645],0
s7,1,0.143391,2.141189,[236 188] ; [44 49],[229.63249516 194.36750484] ; [50.36750484 42.63249516],0
d3,1,0.154985,2.022484,[317 124] ; [62 34],[311.24581006 129.75418994] ; [67.75418994 28.24581006],0
a3,1,0.169634,1.886174,[330 111] ; [66 31],[324.60223048 116.39776952] ; [71.39776952 25.60223048],0
p1,1,0.231845,1.429507,[ 44 396] ; [ 6 92],[ 40.89219331 399.10780669] ; [ 9.10780669 88.89219331],0
b4,1,0.26238,1.256153,[255 187] ; [51 48],[250.00369686 191.99630314] ; [55.99630314 43.00369686],0
u2,1,0.291183,1.114145,[62 49] ; [14 17],[59.4084507 51.5915493] ; [16.5915493 14.4084507],0
r3,1,0.387521,0.746706,[430  11] ; [94  4],[428.72727273  12.27272727] ; [95.27272727  2.72727273],0
