Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,30.880494,[12 18] ; [82 10],[23.1147541  6.8852459] ; [70.8852459 21.1147541],1
n6,1,5.1e-05,16.422599,[18 12] ; [85  8],[25.12195122  4.87804878] ; [77.87804878 15.12195122],1
v3,1,9.1e-05,15.308475,[ 2 28] ; [43 50],[10.97560976 19.02439024] ; [34.02439024 58.97560976],1
s4,1,0.001463,10.124344,[10 21] ; [ 8 83],[ 4.57377049 26.42622951] ; [13.42622951 77.57377049],0
r1,1,0.002513,9.131155,[16 15] ; [74 19],[22.5  8.5] ; [67.5 25.5],0
p9,1,0.005091,7.84675,[20 11] ; [81 12],[25.25  5.75] ; [75.75 17.25],0
a5,1,0.005108,7.840749,[ 9 22] ; [54 39],[15.75 15.25] ; [47.25 45.75],0
s7,1,0.007081,7.252416,[11 20] ; [54 31],[17.37068966 13.62931034] ; [47.62931034 37.37068966],0
v1,1,0.007495,7.150438,[ 9 21] ; [54 39],[15.36585366 14.63414634] ; [47.63414634 45.36585366],0
r4,1,0.008066,7.018868,[22  9] ; [84  9],[26.5  4.5] ; [79.5 13.5],0
s8,1,0.02222,5.228508,[ 8 22] ; [47 46],[13.41463415 16.58536585] ; [41.58536585 51.41463415],0
p10,1,0.025674,4.977849,[20 11] ; [76 15],[24.39344262  6.60655738] ; [71.60655738 19.39344262],0
s5,1,0.025936,4.960293,[ 6 23] ; [39 50],[11.05932203 17.94067797] ; [33.94067797 55.05932203],0
p4,1,0.031319,4.635394,[17 14] ; [70 23],[21.75  9.25] ; [65.25 27.75],0
b1,1,0.037189,4.341737,[19 12] ; [37 56],[14. 17.] ; [42. 51.],0
s6,1,0.040838,4.182726,[15 14] ; [65 25],[19.49579832  9.50420168] ; [60.50420168 29.49579832],0
p3,1,0.046448,3.965276,[13 18] ; [58 35],[17.75 13.25] ; [53.25 39.75],0
p1,1,0.050037,3.840205,[ 1 30] ; [16 77],[ 4.25 26.75] ; [12.75 80.25],0
v2,1,0.051556,3.790128,[13 18] ; [57 35],[17.64227642 13.35772358] ; [52.35772358 39.64227642],0
a1,1,0.065042,3.403922,[ 3 28] ; [ 2 91],[ 1.25 29.75] ; [ 3.75 89.25],0
b2,1,0.080741,3.04993,[ 5 12] ; [30 26],[8.15068493 8.84931507] ; [26.84931507 29.15068493],0
b3,1,0.080741,3.04993,[ 5 12] ; [30 26],[8.15068493 8.84931507] ; [26.84931507 29.15068493],0
p11,1,0.082904,3.007031,[22  9] ; [79 14],[25.25  5.75] ; [75.75 17.25],0
a3,1,0.095525,2.778711,[13 18] ; [55 38],[17. 14.] ; [51. 42.],0
p2,1,0.097285,2.749496,[24  7] ; [83 10],[26.75  4.25] ; [80.25 12.75],0
r2,1,0.104986,2.628125,[26  5] ; [86  6],[28.22764228  2.77235772] ; [83.77235772  8.22764228],0
s3,1,0.132043,2.268317,[12 19] ; [50 42],[15.62601626 15.37398374] ; [46.37398374 45.62601626],0
p5,1,0.167004,1.909635,[ 4 27] ; [23 70],[ 6.75 24.25] ; [20.25 72.75],0
b4,1,0.174873,1.840668,[14 17] ; [55 38],[17.25 13.75] ; [51.75 41.25],0
a6,1,0.24338,1.360907,[16 15] ; [59 34],[18.75 12.25] ; [56.25 36.75],0
a2,1,0.253254,1.305263,[ 1 30] ; [ 9 84],[ 2.5 28.5] ; [ 7.5 85.5],0
r3,1,0.261329,1.261701,[28  3] ; [89  4],[29.25  1.75] ; [87.75  5.25],0
b5,1,0.331823,0.941772,[22  9] ; [57 36],[19.75 11.25] ; [59.25 33.75],0
s2,1,0.377992,0.777221,[18 13] ; [45 47],[15.87804878 15.12195122] ; [47.12195122 44.87804878],0
v4,1,0.398568,0.712644,[28  3] ; [88  5],[29.  2.] ; [87.  6.],0
a7,1,0.4109,0.676197,[22  8] ; [60 32],[20.16393443  9.83606557] ; [61.83606557 30.16393443],0
u2,1,0.417882,0.656265,[12  6] ; [21 17],[10.60714286  7.39285714] ; [22.39285714 15.60714286],0
d3,1,0.48078,0.497093,[14 15] ; [38 55],[12.36065574 16.63934426] ; [39.63934426 53.36065574],0
n3,1,0.492072,0.471992,[9 3] ; [12  7],[8.12903226 3.87096774] ; [12.87096774  6.12903226],0
n2,1,0.492072,0.471992,[9 3] ; [12  7],[8.12903226 3.87096774] ; [12.87096774  6.12903226],0
a4,1,0.548447,0.360106,[ 8 23] ; [29 63],[ 9.32520325 21.67479675] ; [27.67479675 64.32520325],0
p7,1,0.560572,0.338715,[27  3] ; [79 13],[26.06557377  3.93442623] ; [79.93442623 12.06557377],0
u1,1,0.628925,0.233522,[ 1 30] ; [ 5 88],[ 1.5 29.5] ; [ 4.5 88.5],0
u3,1,0.636784,0.222973,[9 9] ; [21 16],[9.81818182 8.18181818] ; [20.18181818 16.81818182],0
d5,1,0.64398,0.213575,[15 15] ; [51 42],[16.09756098 13.90243902] ; [49.90243902 43.09756098],0
d2,1,0.651106,0.204508,[ 5 26] ; [12 81],[ 4.25 26.75] ; [12.75 80.25],0
p8,1,0.664688,0.187879,[19 12] ; [61 32],[20. 11.] ; [60. 33.],0
n1,1,0.756014,0.096547,[5 7] ; [ 9 10],[5.41935484 6.58064516] ; [ 8.58064516 10.41935484],0
p12,1,0.865604,0.028644,[ 3 28] ; [10 83],[ 3.25 27.75] ; [ 9.75 83.25],0
d4,1,0.916085,0.011102,[18 13] ; [55 38],[18.25 12.75] ; [54.75 38.25],0
a8,1,0.96148,0.002333,[ 5 24] ; [15 74],[ 4.91525424 24.08474576] ; [15.08474576 73.91525424],0
s1,1,0.992405,9.1e-05,[ 1 30] ; [ 3 89],[ 1.00813008 29.99186992] ; [ 2.99186992 89.00813008],0
