Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,54.551654,[ 4 25] ; [99 19],[20.31972789  8.68027211] ; [82.68027211 35.31972789],1
v4,1,0.0,35.280591,[14 15] ; [109   8],[24.43150685  4.56849315] ; [98.56849315 18.43150685],1
r1,1,3.3e-05,17.21941,[ 8 21] ; [82 36],[17.75510204 11.24489796] ; [72.24489796 45.75510204],1
r3,1,0.000693,11.507598,[16 12] ; [101  17],[22.43835616  5.56164384] ; [94.56164384 23.43835616],1
s3,1,0.003608,8.471345,[ 7 22] ; [62 52],[13.99300699 15.00699301] ; [55.00699301 58.99300699],0
a7,1,0.006231,7.482147,[ 8 21] ; [66 52],[14.59863946 14.40136054] ; [59.40136054 58.59863946],0
a6,1,0.010199,6.599809,[ 9 20] ; [68 50],[15.19047619 13.80952381] ; [61.80952381 56.19047619],0
v3,1,0.017857,5.610102,[ 3 26] ; [37 77],[ 8.11188811 20.88811189] ; [31.88811189 82.11188811],0
u3,1,0.019585,5.448471,[ 2 12] ; [30 32],[5.89473684 8.10526316] ; [26.10526316 35.89473684],0
p11,1,0.035629,4.41478,[15 14] ; [85 33],[19.72789116  9.27210884] ; [80.27210884 37.72789116],0
s6,1,0.041708,4.147005,[ 9 20] ; [60 55],[13.89583333 15.10416667] ; [55.10416667 59.89583333],0
v2,1,0.042751,4.105233,[ 5 23] ; [42 68],[ 9.53623188 18.46376812] ; [37.46376812 72.53623188],0
b1,1,0.045351,4.005555,[17 12] ; [45 73],[12.23129252 16.76870748] ; [49.76870748 68.23129252],0
p3,1,0.069964,3.283867,[ 4 25] ; [36 82],[ 7.89115646 21.10884354] ; [32.10884354 85.89115646],0
n3,1,0.071383,3.250918,[8 8] ; [25  8],[10.7755102  5.2244898] ; [22.2244898 10.7755102],0
n6,1,0.083461,2.996182,[16 12] ; [87 31],[19.75342466  8.24657534] ; [83.24657534 34.75342466],0
s1,1,0.104487,2.635688,[ 4 25] ; [  6 109],[ 2.01388889 26.98611111] ; [  7.98611111 107.01388889],0
s5,1,0.141112,2.165795,[ 3 26] ; [26 89],[ 5.84027778 23.15972222] ; [23.15972222 91.84027778],0
p9,1,0.166065,1.918112,[17 11] ; [85 30],[19.97202797  8.02797203] ; [82.02797203 32.97202797],0
n2,1,0.183314,1.770547,[10  6] ; [28  7],[11.92156863  4.07843137] ; [26.07843137  8.92156863],0
a1,1,0.19394,1.687427,[ 3 26] ; [  5 113],[ 1.57823129 27.42176871] ; [  6.42176871 111.57823129],0
v1,1,0.210347,1.569039,[ 9 20] ; [50 64],[11.96503497 17.03496503] ; [47.03496503 66.96503497],0
