Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,28.207345,[32 81] ; [37 14],[47.54268293 65.45731707] ; [21.45731707 29.54268293],1
v1,1,8.2e-05,15.520179,[33 77] ; [32 19],[44.40993789 65.59006211] ; [20.59006211 30.40993789],1
d4,1,0.000852,11.123954,[72 42] ; [46  6],[81.03614458 32.96385542] ; [36.96385542 15.03614458],1
p6,1,0.002754,8.963832,[28 84] ; [24 25],[36.17391304 75.82608696] ; [15.82608696 33.17391304],0
s6,1,0.006082,7.525833,[53 61] ; [33 14],[60.89440994 53.10559006] ; [25.10559006 21.89440994],0
n4,1,0.007011,7.270054,[73 41] ; [44  8],[80.34939759 33.65060241] ; [36.65060241 15.34939759],0
s7,1,0.007996,7.034358,[31 75] ; [26 25],[38.48407643 67.51592357] ; [18.51592357 32.48407643],0
a3,1,0.008506,6.923784,[58 55] ; [38 14],[65.74545455 47.25454545] ; [30.25454545 21.74545455],0
d1,1,0.008799,6.863199,[39 75] ; [29 23],[46.69879518 67.30120482] ; [21.30120482 30.69879518],0
d3,1,0.01809,5.587366,[56 57] ; [36 16],[63.00606061 49.99393939] ; [28.99393939 23.00606061],0
s8,1,0.020803,5.343224,[28 86] ; [22 30],[34.3373494 79.6626506] ; [15.6626506 36.3373494],0
p7,1,0.026615,4.915646,[52 61] ; [33 18],[58.56707317 54.43292683] ; [26.43292683 24.56707317],0
r4,1,0.030382,4.687573,[68 46] ; [40 12],[74.1686747 39.8313253] ; [33.8313253 18.1686747],0
b3,1,0.033133,4.538908,[19 46] ; [16 15],[23.69791667 41.30208333] ; [11.30208333 19.69791667],0
b2,1,0.033133,4.538908,[19 46] ; [16 15],[23.69791667 41.30208333] ; [11.30208333 19.69791667],0
r3,1,0.036304,4.382758,[96 17] ; [50  2],[99.98787879 13.01212121] ; [46.01212121  5.98787879],0
d5,1,0.045939,3.98383,[74 39] ; [42 10],[79.44242424 33.55757576] ; [36.55757576 15.44242424],0
r2,1,0.086335,2.941413,[84 25] ; [46  6],[88.01242236 20.98757764] ; [41.98757764 10.01242236],0
p8,1,0.105419,2.621585,[46 68] ; [27 23],[50.74390244 63.25609756] ; [22.25609756 27.74390244],0
p10,1,0.126483,2.335143,[77 34] ; [42 10],[81.03680982 29.96319018] ; [37.96319018 14.03680982],0
s3,1,0.18192,1.781869,[45 68] ; [26 25],[48.92073171 64.07926829] ; [22.07926829 28.92073171],0
p9,1,0.183013,1.772989,[85 25] ; [44  7],[88.13664596 21.86335404] ; [40.86335404 10.13664596],0
d2,1,0.205166,1.605211,[36 76] ; [22 30],[39.6097561 72.3902439] ; [18.3902439 33.6097561],0
p1,1,0.22987,1.441667,[  7 107] ; [ 6 46],[  8.92771084 105.07228916] ; [ 4.07228916 47.92771084],0
n1,1,0.231154,1.433749,[ 9 27] ; [ 7 10],[10.86792453 25.13207547] ; [ 5.13207547 11.86792453],0
p3,1,0.238444,1.389771,[48 66] ; [27 25],[51.5060241 62.4939759] ; [23.4939759 28.5060241],0
