Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.08364,2.992708,[1 1] ; [ 3 29],[0.23529412 1.76470588] ; [ 3.76470588 28.23529412],0
p1,1,0.128634,2.308918,[1 1] ; [ 4 30],[0.27777778 1.72222222] ; [ 4.72222222 29.27777778],0
u1,1,0.128634,2.308918,[1 1] ; [ 4 30],[0.27777778 1.72222222] ; [ 4.72222222 29.27777778],0
v3,1,0.261227,1.262243,[1 1] ; [ 6 28],[0.38888889 1.61111111] ; [ 6.61111111 27.38888889],0
s5,1,0.304188,1.055743,[1 1] ; [ 6 25],[0.42424242 1.57575758] ; [ 6.57575758 24.42424242],0
a4,1,0.48966,0.477273,[1 1] ; [ 9 24],[0.57142857 1.42857143] ; [ 9.42857143 23.57142857],0
s8,1,0.560133,0.339474,[1 1] ; [10 23],[0.62857143 1.37142857] ; [10.37142857 22.62857143],0
d4,1,0.606905,0.264706,[1 1] ; [23 11],[1.33333333 0.66666667] ; [22.66666667 11.33333333],0
a7,1,0.673911,0.177061,[1 1] ; [22 12],[1.27777778 0.72222222] ; [21.72222222 12.27777778],0
d1,1,0.673911,0.177061,[1 1] ; [12 22],[0.72222222 1.27777778] ; [12.27777778 21.72222222],0
v1,1,0.740135,0.110008,[1 1] ; [13 21],[0.77777778 1.22222222] ; [13.22222222 20.77777778],0
b5,1,0.740135,0.110008,[1 1] ; [21 13],[1.22222222 0.77777778] ; [20.77777778 13.22222222],0
b2,1,0.802839,0.062338,[1 1] ; [ 9 13],[0.83333333 1.16666667] ; [ 9.16666667 12.83333333],0
b3,1,0.802839,0.062338,[1 1] ; [ 9 13],[0.83333333 1.16666667] ; [ 9.16666667 12.83333333],0
d5,1,0.805701,0.060504,[1 1] ; [20 14],[1.16666667 0.83333333] ; [19.83333333 14.16666667],0
d2,1,0.805701,0.060504,[1 1] ; [14 20],[0.83333333 1.16666667] ; [14.16666667 19.83333333],0
p3,1,0.805701,0.060504,[1 1] ; [14 20],[0.83333333 1.16666667] ; [14.16666667 19.83333333],0
v2,1,0.870756,0.026471,[1 1] ; [15 19],[0.88888889 1.11111111] ; [15.11111111 18.88888889],0
a3,1,0.870756,0.026471,[1 1] ; [15 19],[0.88888889 1.11111111] ; [15.11111111 18.88888889],0
