Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,68.720555,[259  61] ; [44 68],[224.44444444  95.55555556] ; [78.55555556 33.44444444],1
d3,1,0.0,63.852023,[258  63] ; [45 67],[224.62586605  96.37413395] ; [78.37413395 33.62586605],1
a2,1,0.0,26.434334,[102 220] ; [  8 104],[ 81.61290323 240.38709677] ; [28.38709677 83.61290323],1
u1,1,1e-06,24.092712,[ 80 242] ; [  4 108],[ 62.32258065 259.67741935] ; [21.67741935 90.32258065],1
r1,1,0.000842,11.147143,[278  42] ; [82 30],[266.66666667  53.33333333] ; [93.33333333 18.66666667],1
r4,1,0.003768,8.392347,[296  26] ; [92 20],[287.87096774  34.12903226] ; [100.12903226  11.87096774],0
d1,1,0.005314,7.769341,[217 105] ; [59 53],[204.77419355 117.22580645] ; [71.22580645 40.77419355],0
b5,1,0.008513,6.922148,[201 121] ; [54 58],[189.19354839 132.80645161] ; [65.80645161 46.19354839],0
u3,1,0.023598,5.123968,[50 31] ; [ 9 16],[45.08490566 35.91509434] ; [13.91509434 11.08490566],0
b1,1,0.05276,3.751492,[108 214] ; [49 63],[116.48387097 205.51612903] ; [40.51612903 71.48387097],0
p10,1,0.064929,3.406775,[268  51] ; [83 26],[261.60981308  57.39018692] ; [89.39018692 19.60981308],0
v4,1,0.069034,3.305841,[304  14] ; [101  10],[300.20979021  17.79020979] ; [104.79020979   6.20979021],0
p12,1,0.070189,3.278586,[ 37 284] ; [  6 103],[ 32.1 288.9] ; [10.9 98.1],0
p1,1,0.086551,2.937382,[ 31 290] ; [  5 107],[ 26.68822171 294.31177829] ; [  9.31177829 102.68822171],0
r3,1,0.09105,2.855716,[313   7] ; [106   6],[310.37037037   9.62962963] ; [108.62962963   3.37037037],0
p9,1,0.105485,2.620594,[274  43] ; [88 22],[268.74473068  48.25526932] ; [93.25526932 16.74473068],0
a5,1,0.108693,2.573123,[259  63] ; [82 30],[253.  69.] ; [88. 24.],0
p2,1,0.113725,2.501675,[277  44] ; [88 22],[271.84454756  49.15545244] ; [93.15545244 16.84454756],0
p4,1,0.120647,2.408898,[204 115] ; [60 48],[197.22716628 121.77283372] ; [66.77283372 41.22716628],0
b2,1,0.127574,2.321782,[ 75 126] ; [36 40],[ 80.54512635 120.45487365] ; [30.45487365 45.54512635],0
b3,1,0.127574,2.321782,[ 75 126] ; [36 40],[ 80.54512635 120.45487365] ; [30.45487365 45.54512635],0
u4,1,0.131428,2.275561,[  6 316] ; [  5 107],[  8.16129032 313.83870968] ; [  2.83870968 109.16129032],0
a4,1,0.141056,2.166398,[149 172] ; [43 69],[142.33718245 178.66281755] ; [49.66281755 62.33718245],0
s6,1,0.157933,1.993909,[211 106] ; [65 45],[204.89929742 112.10070258] ; [71.10070258 38.89929742],0
d4,1,0.198279,1.655005,[277  44] ; [91 21],[272.81293303  48.18706697] ; [95.18706697 16.81293303],0
n6,1,0.216235,1.529181,[273  45] ; [89 21],[268.96261682  49.03738318] ; [93.03738318 16.96261682],0
r2,1,0.225634,1.468176,[303  14] ; [100   8],[300.59058824  16.40941176] ; [102.40941176   5.59058824],0
b4,1,0.234779,1.411671,[196 126] ; [61 51],[190.67741935 131.32258065] ; [66.32258065 45.67741935],0
d5,1,0.265452,1.2401,[275  46] ; [91 21],[271.33025404  49.66974596] ; [94.66974596 17.33025404],0
a8,1,0.270683,1.213281,[ 47 235] ; [13 94],[ 43.49614396 238.50385604] ; [16.50385604 90.49614396],0
p11,1,0.304358,1.055,[267  55] ; [88 24],[263.38709677  58.61290323] ; [91.61290323 20.38709677],0
s5,1,0.327685,0.958023,[ 98 215] ; [39 68],[102.09761905 210.90238095] ; [34.90238095 72.09761905],0
p6,1,0.39074,0.736639,[124 192] ; [37 70],[120.27423168 195.72576832] ; [40.72576832 66.27423168],0
s2,1,0.405936,0.690672,[153 165] ; [59 53],[156.78139535 161.21860465] ; [55.21860465 56.78139535],0
p3,1,0.409899,0.679094,[174 145] ; [55 55],[170.28205128 148.71794872] ; [58.71794872 51.28205128],0
u2,1,0.410271,0.678015,[47 32] ; [12 12],[45.25242718 33.74757282] ; [13.74757282 10.25242718],0
s3,1,0.473405,0.514018,[168 146] ; [55 56],[164.75764706 149.24235294] ; [58.24235294 52.75764706],0
v1,1,0.478712,0.501797,[205 110] ; [75 34],[208.01886792 106.98113208] ; [71.98113208 37.01886792],0
p8,1,0.542518,0.370893,[178 139] ; [57 51],[175.28235294 141.71764706] ; [59.71764706 48.28235294],0
s7,1,0.543666,0.368788,[159 144] ; [53 55],[156.2919708 146.7080292] ; [55.7080292 52.2919708],0
a3,1,0.580318,0.305721,[241  80] ; [87 25],[243.15935335  77.84064665] ; [84.84064665 27.15935335],0
n1,1,0.615307,0.252519,[22 44] ; [ 9 14],[22.98876404 43.01123596] ; [ 8.01123596 14.98876404],0
s8,1,0.632911,0.228134,[145 173] ; [54 58],[147.16744186 170.83255814] ; [51.83255814 60.16744186],0
v3,1,0.654244,0.200591,[179 135] ; [60 50],[176.99528302 137.00471698] ; [62.00471698 47.99528302],0
n3,1,0.655798,0.198669,[50 17] ; [19  5],[50.8021978 16.1978022] ; [18.1978022  5.8021978],0
s1,1,0.664806,0.187738,[  8 309] ; [  2 109],[  7.40654206 309.59345794] ; [  2.59345794 108.40654206],0
n4,1,0.720496,0.128018,[256  66] ; [90 21],[257.30254042  64.69745958] ; [88.69745958 22.30254042],0
p5,1,0.759835,0.093451,[ 37 284] ; [14 97],[ 37.89583333 283.10416667] ; [13.10416667 97.89583333],0
a1,1,0.796254,0.066666,[ 18 304] ; [  7 105],[ 18.5483871 303.4516129] ; [  6.4516129 105.5483871],0
p7,1,0.799399,0.064579,[209 105] ; [74 35],[210.07565012 103.92434988] ; [72.92434988 36.07565012],0
n2,1,0.821645,0.050819,[51 15] ; [18  6],[50.6 15.4] ; [18.4  5.6],0
n5,1,0.9028,0.014914,[241  77] ; [84 26],[241.47196262  76.52803738] ; [83.52803738 26.47196262],0
d2,1,0.902872,0.014892,[165 155] ; [57 55],[164.44444444 155.55555556] ; [57.55555556 54.44444444],0
