Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,84.204098,[99 53] ; [ 29 152],[58.42642643 93.57357357] ; [ 69.57357357 111.42642643],1
s2,1,0.0,55.44504,[108  43] ; [ 54 124],[74.35258359 76.64741641] ; [87.64741641 90.35258359],1
s6,1,0.0,40.000056,[126  25] ; [91 90],[98.69578313 52.30421687] ; [118.30421687  62.69578313],1
s3,1,0.0,38.018945,[110  40] ; [ 70 108],[82.31707317 67.68292683] ; [97.68292683 80.31707317],1
d2,1,2e-06,22.817684,[96 55] ; [ 67 113],[74.35951662 76.64048338] ; [88.64048338 91.35951662],1
u1,1,8e-06,19.900518,[ 50 102] ; [ 23 159],[ 33.22155689 118.77844311] ; [ 39.77844311 142.22155689],1
p9,1,8.1e-05,15.524681,[130  22] ; [121  60],[114.57057057  37.42942943] ; [136.42942943  44.57057057],1
p10,1,0.000165,14.197204,[126  26] ; [116  64],[110.79518072  41.20481928] ; [131.20481928  48.79518072],1
s5,1,0.000205,13.783287,[58 89] ; [ 36 139],[ 42.91304348 104.08695652] ; [ 51.08695652 123.91304348],1
n4,1,0.000241,13.481997,[127  24] ; [121  61],[112.45645646  38.54354354] ; [135.54354354  46.45645646],1
p4,1,0.000371,12.671904,[81 71] ; [ 61 119],[65.01204819 86.98795181] ; [ 76.98795181 103.01204819],1
a3,1,0.000376,12.649787,[122  30] ; [113  68],[107.26726727  44.73273273] ; [127.73273273  53.26726727],1
p6,1,0.000453,12.301459,[ 47 104] ; [ 27 153],[ 33.75830816 117.24169184] ; [ 40.24169184 139.75830816],1
a2,1,0.000509,12.081262,[56 96] ; [ 36 146],[ 41.86826347 110.13173653] ; [ 50.13173653 131.86826347],1
a5,1,0.001268,10.38854,[122  30] ; [117  65],[108.76646707  43.23353293] ; [130.23353293  51.76646707],0
d1,1,0.001929,9.616286,[100  52] ; [89 93],[86.01197605 65.98802395] ; [102.98802395  79.01197605],0
n5,1,0.002523,9.124034,[115  34] ; [111  69],[102.35258359  46.64741641] ; [123.64741641  56.35258359],0
p3,1,0.002774,8.950346,[63 89] ; [ 47 134],[ 50.21021021 101.78978979] ; [ 59.78978979 121.21021021],0
d5,1,0.002977,8.82125,[133  18] ; [137  45],[122.43243243  28.56756757] ; [147.56756757  34.43243243],0
n6,1,0.004326,8.141618,[130  19] ; [136  46],[119.74018127  29.25981873] ; [146.25981873  35.74018127],0
a4,1,0.006212,7.487671,[85 67] ; [ 74 107],[72.57657658 79.42342342] ; [86.42342342 94.57657658],0
p7,1,0.008552,6.914012,[76 72] ; [ 66 113],[64.26911315 83.73088685] ; [ 77.73088685 101.26911315],0
r3,1,0.027734,4.844536,[148   3] ; [168  13],[143.72289157   7.27710843] ; [172.27710843   8.72289157],0
v2,1,0.029156,4.758356,[91 56] ; [85 86],[81.35849057 65.64150943] ; [94.64150943 76.35849057],0
s1,1,0.034626,4.463543,[ 12 138] ; [  5 173],[  7.77439024 142.22560976] ; [  9.22560976 168.77439024],0
v3,1,0.036949,4.352781,[59 83] ; [ 53 122],[50.170347 91.829653] ; [ 61.829653 113.170347],0
d3,1,0.04462,4.032945,[111  40] ; [115  67],[102.48048048  48.51951952] ; [123.51951952  58.48048048],0
b3,1,0.063665,3.43924,[49 64] ; [30 67],[42.50952381 70.49047619] ; [36.49047619 60.50952381],0
b2,1,0.063665,3.43924,[49 64] ; [30 67],[42.50952381 70.49047619] ; [36.49047619 60.50952381],0
d4,1,0.083349,2.99836,[131  20] ; [144  37],[125.0753012  25.9246988] ; [149.9246988  31.0753012],0
a8,1,0.087819,2.913914,[ 22 111] ; [ 17 154],[ 17.0625 115.9375] ; [ 21.9375 149.0625],0
p12,1,0.111666,2.530483,[ 12 140] ; [  7 175],[  8.64670659 143.35329341] ; [ 10.35329341 171.64670659],0
v4,1,0.124239,2.363055,[145   5] ; [168  13],[141.8429003   8.1570997] ; [171.1570997   9.8429003],0
r4,1,0.137852,2.201771,[143   9] ; [163  19],[139.25748503  12.74251497] ; [166.74251497  15.25748503],0
n1,1,0.151207,2.060034,[17 22] ; [19 45],[13.63106796 25.36893204] ; [22.36893204 41.63106796],0
b5,1,0.173391,1.853382,[102  50] ; [109  73],[96.0239521 55.9760479] ; [114.9760479  67.0239521],0
b4,1,0.188268,1.73112,[87 65] ; [117  65],[92.83832335 59.16167665] ; [111.16167665  70.83832335],0
v1,1,0.209654,1.573814,[76 72] ; [79 99],[70.36809816 77.63190184] ; [84.63190184 93.36809816],0
u3,1,0.214391,1.541525,[22  8] ; [41 27],[19.28571429 10.71428571] ; [43.71428571 24.28571429],0
u4,1,0.293629,1.102905,[  4 148] ; [  2 180],[  2.73053892 149.26946108] ; [  3.26946108 178.73053892],0
p5,1,0.353809,0.859748,[ 10 138] ; [  8 173],[  8.09726444 139.90273556] ; [  9.90273556 171.09726444],0
r2,1,0.453298,0.562392,[146   5] ; [172   9],[144.63253012   6.36746988] ; [173.36746988   7.63253012],0
s4,1,0.49382,0.468193,[ 27 124] ; [ 27 152],[ 24.70909091 126.29090909] ; [ 29.29090909 149.70909091],0
u2,1,0.494123,0.467536,[18 10] ; [38 29],[16.50526316 11.49473684] ; [39.49473684 27.50526316],0
n2,1,0.512389,0.429185,[25 14] ; [45 19],[26.50485437 12.49514563] ; [43.49514563 20.50485437],0
b1,1,0.559067,0.341323,[59 93] ; [ 65 117],[56.43113772 95.56886228] ; [ 67.56886228 114.43113772],0
n3,1,0.662188,0.190877,[27 11] ; [48 16],[27.94117647 10.05882353] ; [47.05882353 16.94117647],0
a1,1,0.711604,0.136681,[  8 144] ; [  8 174],[  7.28143713 144.71856287] ; [  8.71856287 173.28143713],0
p11,1,0.73526,0.114337,[106  46] ; [130  52],[107.4011976  44.5988024] ; [128.5988024  53.4011976],0
p2,1,0.739757,0.11034,[110  42] ; [128  53],[108.63663664  43.36336336] ; [129.36336336  51.63663664],0
p1,1,0.884868,0.020967,[  7 145] ; [  9 173],[  7.28143713 144.71856287] ; [  8.71856287 173.28143713],0
a6,1,0.91566,0.011215,[107  44] ; [128  54],[106.56156156  44.43843844] ; [128.43843844  53.56156156],0
a7,1,0.946664,0.004475,[108  44] ; [128  53],[107.72372372  44.27627628] ; [128.27627628  52.72372372],0
