Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,80.068217,[261   9] ; [61 38],[235.6097561  34.3902439] ; [86.3902439 12.6097561],1
r2,1,0.0,47.790314,[262   5] ; [74 23],[246.46153846  20.53846154] ; [89.53846154  7.46153846],1
v2,1,1.1e-05,19.374676,[151 102] ; [32 64],[132.66189112 120.33810888] ; [50.33810888 45.66189112],1
a6,1,1.5e-05,18.764236,[205  65] ; [52 47],[188.04878049  81.95121951] ; [68.95121951 30.04878049],1
a5,1,2.5e-05,17.765207,[199  71] ; [50 49],[182.19512195  87.80487805] ; [66.80487805 32.19512195],1
v4,1,4.1e-05,16.812422,[260   9] ; [83 15],[251.40871935  17.59128065] ; [91.59128065  6.40871935],1
d1,1,7.2e-05,15.757011,[161 109] ; [36 63],[144.14634146 125.85365854] ; [52.85365854 46.14634146],1
r3,1,0.000166,14.182765,[262   8] ; [85 13],[254.5923913  15.4076087] ; [92.4076087  5.5923913],1
d4,1,0.000365,12.703324,[228  42] ; [67 32],[215.85365854  54.14634146] ; [79.14634146 19.85365854],1
d5,1,0.000826,11.182014,[223  47] ; [65 33],[211.30434783  58.69565217] ; [76.69565217 21.30434783],1
a7,1,0.001207,10.478959,[210  59] ; [60 38],[197.90190736  71.09809264] ; [72.09809264 25.90190736],0
d3,1,0.003139,8.72499,[192  78] ; [53 44],[180.24523161  89.75476839] ; [64.75476839 32.24523161],0
p7,1,0.004045,8.263574,[163 101] ; [43 53],[151.06666667 112.93333333] ; [54.93333333 41.06666667],0
b1,1,0.006113,7.516667,[ 79 191] ; [44 55],[ 90. 180.] ; [33. 66.],0
p2,1,0.006451,7.419693,[233  35] ; [72 24],[224.56043956  43.43956044] ; [80.43956044 15.56043956],0
v1,1,0.006677,7.35783,[147 114] ; [39 58],[135.60335196 125.39664804] ; [50.39664804 46.60335196],0
p11,1,0.00881,6.861014,[235  35] ; [75 24],[226.82926829  43.17073171] ; [83.17073171 15.82926829],0
p8,1,0.009709,6.687469,[145 121] ; [38 59],[134.09917355 131.90082645] ; [48.90082645 48.09917355],0
p4,1,0.012351,6.259814,[148 121] ; [39 58],[137.43989071 131.56010929] ; [49.56010929 47.43989071],0
s8,1,0.014782,5.942211,[ 64 206] ; [12 87],[ 55.6097561 214.3902439] ; [20.3902439 78.6097561],0
a2,1,0.015062,5.909166,[ 57 213] ; [10 89],[ 49.02439024 220.97560976] ; [17.97560976 81.02439024],0
p10,1,0.018611,5.537724,[246  24] ; [79 17],[239.75409836  30.24590164] ; [85.24590164 10.75409836],0
u1,1,0.020398,5.377515,[ 37 233] ; [ 5 94],[ 30.73170732 239.26829268] ; [11.26829268 87.73170732],0
s6,1,0.02373,5.11424,[147 117] ; [41 56],[137.48476454 126.51523546] ; [50.51523546 46.48476454],0
n4,1,0.026875,4.898849,[196  74] ; [60 39],[187.31707317  82.68292683] ; [68.68292683 30.31707317],0
u3,1,0.027392,4.865948,[55 42] ; [17 29],[48.83916084 48.16083916] ; [23.16083916 22.83916084],0
a1,1,0.032459,4.574092,[  8 262] ; [ 8 91],[ 11.70731707 258.29268293] ; [ 4.29268293 94.70731707],0
p3,1,0.046016,3.981027,[119 150] ; [32 66],[110.67847411 158.32152589] ; [40.32152589 57.67847411],0
v3,1,0.047459,3.929052,[ 90 167] ; [23 73],[ 82.26912181 174.73087819] ; [30.73087819 65.26912181],0
a3,1,0.068174,3.326442,[171  98] ; [52 46],[163.45231608 105.54768392] ; [59.54768392 38.45231608],0
n6,1,0.083924,2.987231,[225  44] ; [75 24],[219.29347826  49.70652174] ; [80.70652174 18.29347826],0
b5,1,0.089451,2.884227,[165 105] ; [70 29],[171.95121951  98.04878049] ; [63.04878049 35.95121951],0
a4,1,0.113516,2.504579,[117 152] ; [34 65],[110.37771739 158.62228261] ; [40.62228261 58.37771739],0
u2,1,0.157118,2.001749,[54 44] ; [20 27],[50.0137931 47.9862069] ; [23.9862069 23.0137931],0
d2,1,0.175434,1.835886,[112 158] ; [33 65],[106.38586957 163.61413043] ; [38.61413043 59.38586957],0
p6,1,0.235807,1.405486,[ 81 186] ; [23 73],[ 76.49586777 190.50413223] ; [27.50413223 68.49586777],0
s5,1,0.254757,1.297029,[ 64 195] ; [18 77],[ 59.99435028 199.00564972] ; [22.00564972 72.99435028],0
n2,1,0.32366,0.974098,[40 16] ; [22  5],[41.8313253 14.1686747] ; [20.1686747  6.8313253],0
p1,1,0.344109,0.895064,[ 17 252] ; [ 9 89],[ 19.05722071 249.94277929] ; [ 6.94277929 91.05722071],0
s2,1,0.376806,0.781096,[ 76 190] ; [33 66],[ 79.43561644 186.56438356] ; [29.56438356 69.43561644],0
n5,1,0.39979,0.708956,[190  78] ; [65 33],[186.72131148  81.27868852] ; [68.27868852 29.72131148],0
p5,1,0.498418,0.458304,[ 19 250] ; [ 9 89],[ 20.52316076 248.47683924] ; [ 7.47683924 90.52316076],0
b4,1,0.516331,0.421216,[159 111] ; [62 37],[161.70731707 108.29268293] ; [59.29268293 39.70731707],0
p12,1,0.578351,0.308908,[ 18 251] ; [ 5 93],[ 16.85831063 252.14168937] ; [ 6.14168937 91.85831063],0
a8,1,0.579352,0.307283,[ 27 221] ; [12 80],[ 28.44705882 219.55294118] ; [10.55294118 81.44705882],0
n3,1,0.678646,0.171654,[43 12] ; [20  7],[42.25609756 12.74390244] ; [20.74390244  6.25609756],0
b3,1,0.729593,0.119485,[49 95] ; [16 35],[48. 96.] ; [17. 34.],0
b2,1,0.729593,0.119485,[49 95] ; [16 35],[48. 96.] ; [17. 34.],0
s1,1,0.736778,0.112979,[  4 260] ; [ 2 97],[  4.36363636 259.63636364] ; [ 1.63636364 97.36363636],0
s4,1,0.757848,0.095054,[ 38 226] ; [13 86],[ 37.09090909 226.90909091] ; [13.90909091 85.09090909],0
n1,1,0.824548,0.049151,[17 38] ; [ 9 18],[17.43902439 37.56097561] ; [ 8.56097561 18.43902439],0
s3,1,0.905693,0.014036,[102 163] ; [38 59],[102.48618785 162.51381215] ; [37.51381215 59.48618785],0
u4,1,0.933833,0.006893,[  3 267] ; [ 1 98],[  2.92682927 267.07317073] ; [ 1.07317073 97.92682927],0
