Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8.3e-05,15.492792,[22 21] ; [41  5],[30.43820225 12.56179775] ; [32.56179775 13.43820225],1
p11,1,0.001823,9.720211,[25 18] ; [41  6],[31.53333333 11.46666667] ; [34.46666667 12.53333333],0
b1,1,0.006596,7.379856,[26 17] ; [15 32],[19.58888889 23.41111111] ; [21.41111111 25.58888889],0
n6,1,0.013591,6.090559,[32 11] ; [43  3],[36.23595506  6.76404494] ; [38.76404494  7.23595506],0
p6,1,0.016517,5.746988,[13 30] ; [25 20],[18.56818182 24.43181818] ; [19.43181818 25.56818182],0
p5,1,0.035427,4.424494,[ 3 39] ; [11 36],[ 6.60674157 35.39325843] ; [ 7.39325843 39.60674157],0
p4,1,0.056036,3.650972,[27 16] ; [38  9],[31.05555556 11.94444444] ; [33.94444444 13.05555556],0
v4,1,0.094101,2.802784,[34  9] ; [43  4],[36.78888889  6.21111111] ; [40.21111111  6.78888889],0
n2,1,0.097788,2.741259,[10  1] ; [8 5],[8.25 2.75] ; [9.75 3.25],0
a4,1,0.100713,2.694211,[18 25] ; [12 35],[14.33333333 28.66666667] ; [15.66666667 31.33333333],0
p10,1,0.109465,2.561929,[29 14] ; [37  8],[32.25 10.75] ; [33.75 11.25],0
b5,1,0.157899,1.994229,[30 13] ; [26 21],[26.75555556 16.24444444] ; [29.24444444 17.75555556],0
v3,1,0.162332,1.952366,[10 31] ; [18 29],[13.04545455 27.95454545] ; [14.95454545 32.04545455],0
n5,1,0.17272,1.859173,[27 16] ; [35 11],[29.95505618 13.04494382] ; [32.04494382 13.95505618],0
d2,1,0.199593,1.645347,[18 24] ; [14 33],[15.1011236 26.8988764] ; [16.8988764 30.1011236],0
n1,1,0.239113,1.385814,[6 5] ; [4 9],[4.58333333 6.41666667] ; [5.41666667 7.58333333],0
u1,1,0.264839,1.243283,[ 3 40] ; [ 1 46],[ 1.91111111 41.08888889] ; [ 2.08888889 44.91111111],0
n3,1,0.276116,1.186108,[9 2] ; [8 5],[7.79166667 3.20833333] ; [9.20833333 3.79166667],0
a1,1,0.289445,1.122201,[ 2 41] ; [ 5 42],[ 3.34444444 39.65555556] ; [ 3.65555556 43.34444444],0
d5,1,0.310341,1.029224,[35  8] ; [34 13],[32.96666667 10.03333333] ; [36.03333333 10.96666667],0
p2,1,0.311362,1.024891,[33 10] ; [40  7],[34.87777778  8.12222222] ; [38.12222222  8.87777778],0
s6,1,0.32125,0.983851,[24 18] ; [31 15],[26.25 15.75] ; [28.75 17.25],0
s3,1,0.321295,0.983668,[26 17] ; [23 23],[23.6741573 19.3258427] ; [25.3258427 20.6741573],0
u2,1,0.332216,0.940241,[5 9] ; [11 10],[6.4 7.6] ; [ 9.6 11.4],0
a3,1,0.3433,0.89807,[28 15] ; [26 21],[25.8 17.2] ; [28.2 18.8],0
