Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,248.559652,[ 77 246] ; [250  35],[173.71875 149.28125] ; [153.28125 131.71875],1
s7,1,0.0,124.139147,[ 87 220] ; [207  71],[154.28717949 152.71282051] ; [139.71282051 138.28717949],1
s6,1,0.0,115.651186,[142 182] ; [244  40],[205.69736842 118.30263158] ; [180.30263158 103.69736842],1
s8,1,0.0,88.874792,[ 86 240] ; [185 103],[143.88599349 182.11400651] ; [127.11400651 160.88599349],1
s5,1,0.0,53.316663,[ 55 265] ; [124 154],[ 95.78595318 224.21404682] ; [ 83.21404682 194.78595318],1
d4,1,5e-06,20.983253,[246  81] ; [256  30],[267.78792822  59.21207178] ; [234.21207178  51.78792822],1
p10,1,8e-06,19.868094,[235  85] ; [253  35],[256.84210526  63.15789474] ; [231.15789474  56.84210526],1
p4,1,7.8e-05,15.605676,[170 154] ; [195  91],[193.86885246 130.13114754] ; [171.13114754 114.86885246],1
p9,1,0.000157,14.281878,[249  72] ; [254  31],[266.44059406  54.55940594] ; [236.55940594  48.44059406],1
n6,1,0.000431,12.391744,[269  58] ; [262  23],[283.72058824  43.27941176] ; [247.27941176  37.72058824],1
v1,1,0.000454,12.296099,[155 165] ; [175 104],[176.29382304 143.70617696] ; [153.70617696 125.29382304],1
d1,1,0.00049,12.151476,[173 155] ; [193  97],[194.25242718 133.74757282] ; [171.74757282 118.25242718],1
r4,1,0.000533,11.996945,[276  52] ; [270  20],[289.78640777  38.21359223] ; [256.21359223  33.78640777],1
v4,1,0.00064,11.656485,[293  35] ; [277  10],[304.  24.] ; [266.  21.],1
p6,1,0.000657,11.607837,[ 99 221] ; [126 158],[119.20529801 200.79470199] ; [105.79470199 178.20529801],1
v3,1,0.000828,11.177089,[121 199] ; [142 134],[141.20805369 178.79194631] ; [121.79194631 154.20805369],1
p12,1,0.000971,10.882307,[ 17 305] ; [ 37 250],[ 28.55172414 293.44827586] ; [ 25.44827586 261.55172414],1
r1,1,0.001052,10.734393,[244  82] ; [247  42],[260.2699187  65.7300813] ; [230.7300813  58.2699187],0
n5,1,0.001686,9.863341,[265  61] ; [259  28],[278.66884176  47.33115824] ; [245.33115824  41.66884176],0
u4,1,0.001794,9.748713,[  2 326] ; [ 13 277],[  7.96116505 320.03883495] ; [  7.03883495 282.96116505],0
a6,1,0.002071,9.485137,[239  89] ; [175 111],[221.15960912 106.84039088] ; [192.84039088  93.15960912],0
v2,1,0.002208,9.368029,[164 150] ; [181  99],[182.37373737 131.62626263] ; [162.62626263 117.37373737],0
u1,1,0.00244,9.184771,[ 44 284] ; [ 66 224],[ 58.38187702 269.61812298] ; [ 51.61812298 238.38187702],0
r3,1,0.002687,9.008682,[295  31] ; [279  10],[304.26666667  21.73333333] ; [269.73333333  19.26666667],0
