Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3e-06,22.152273,[14 31] ; [66 24],[26.66666667 18.33333333] ; [53.33333333 36.66666667],1
a6,1,8e-06,20.007571,[16 29] ; [67 22],[27.87313433 17.12686567] ; [55.12686567 33.87313433],1
b5,1,0.025347,5.0,[21 24] ; [60 30],[27. 18.] ; [54. 36.],0
s1,1,0.026151,4.94599,[ 4 41] ; [ 1 87],[ 1.69172932 43.30827068] ; [ 3.30827068 84.69172932],0
b1,1,0.03662,4.368003,[25 20] ; [33 57],[19.33333333 25.66666667] ; [38.66666667 51.33333333],0
a8,1,0.037456,4.329546,[ 3 39] ; [18 64],[ 7.11290323 34.88709677] ; [13.88709677 68.11290323],0
p3,1,0.037763,4.315684,[20 25] ; [24 66],[14.66666667 30.33333333] ; [29.33333333 60.66666667],0
n4,1,0.051804,3.782103,[38  6] ; [64 26],[33.49253731 10.50746269] ; [68.50746269 21.49253731],0
s2,1,0.056514,3.636853,[34 11] ; [53 37],[29. 16.] ; [58. 32.],0
p6,1,0.061904,3.485625,[15 29] ; [17 71],[10.66666667 33.33333333] ; [21.33333333 66.66666667],0
a2,1,0.067889,3.333333,[ 5 40] ; [22 68],[ 9. 36.] ; [18. 72.],0
d5,1,0.069899,3.285398,[34 11] ; [79 11],[37.66666667  7.33333333] ; [75.33333333 14.66666667],0
a5,1,0.076112,3.146029,[37  8] ; [61 29],[32.66666667 12.33333333] ; [65.33333333 24.66666667],0
v1,1,0.096397,2.764157,[28 16] ; [41 44],[23.53488372 20.46511628] ; [45.46511628 39.53488372],0
u1,1,0.099396,2.715205,[ 4 41] ; [18 72],[ 7.33333333 37.66666667] ; [14.66666667 75.33333333],0
p2,1,0.1334,2.252482,[29 16] ; [69 21],[32.66666667 12.33333333] ; [65.33333333 24.66666667],0
d1,1,0.176267,1.828818,[22 23] ; [55 35],[25.66666667 19.33333333] ; [51.33333333 38.66666667],0
s4,1,0.187526,1.736946,[11 33] ; [14 76],[ 8.20895522 35.79104478] ; [16.79104478 73.20895522],0
p9,1,0.237351,1.39626,[35  8] ; [80 10],[37.18045113  5.81954887] ; [77.81954887 12.18045113],0
p11,1,0.252272,1.31068,[37  8] ; [66 24],[34.33333333 10.66666667] ; [68.66666667 21.33333333],0
v2,1,0.287909,1.129376,[24 19] ; [55 29],[26.7480315 16.2519685] ; [52.2519685 31.7480315],0
b2,1,0.302463,1.063304,[17 19] ; [20 35],[14.63736264 21.36263736] ; [22.36263736 32.63736264],0
b3,1,0.302463,1.063304,[17 19] ; [20 35],[14.63736264 21.36263736] ; [22.36263736 32.63736264],0
n1,1,0.304976,1.052308,[8 5] ; [11 14],[6.5 6.5] ; [12.5 12.5],0
a3,1,0.309448,1.033031,[36  9] ; [64 25],[33.58208955 11.41791045] ; [66.41791045 22.58208955],0
p1,1,0.37356,0.791789,[ 5 40] ; [ 6 84],[ 3.66666667 41.33333333] ; [ 7.33333333 82.66666667],0
s5,1,0.375285,0.786091,[20 24] ; [31 52],[17.66929134 26.33070866] ; [33.33070866 49.66929134],0
a1,1,0.375652,0.784884,[ 3 42] ; [ 3 87],[ 2. 43.] ; [ 4. 86.],0
p5,1,0.388185,0.744621,[ 1 43] ; [ 5 85],[ 1.97014925 42.02985075] ; [ 4.02985075 85.97014925],0
p12,1,0.399521,0.709769,[ 4 38] ; [ 5 85],[ 2.86363636 39.13636364] ; [ 6.13636364 83.86363636],0
v3,1,0.420589,0.648668,[22 21] ; [38 49],[19.84615385 23.15384615] ; [40.15384615 46.84615385],0
n5,1,0.44126,0.593004,[33 11] ; [61 28],[31.09774436 12.90225564] ; [62.90225564 26.09774436],0
p8,1,0.461036,0.543378,[15 28] ; [37 52],[16.93939394 26.06060606] ; [35.06060606 53.93939394],0
s7,1,0.485713,0.486009,[34 10] ; [63 25],[32.33333333 11.66666667] ; [64.66666667 23.33333333],0
s3,1,0.498648,0.457813,[34 11] ; [63 27],[32.33333333 12.66666667] ; [64.66666667 25.33333333],0
p7,1,0.512214,0.429542,[26 18] ; [44 39],[24.2519685 19.7480315] ; [45.7480315 37.2519685],0
u3,1,0.543999,0.368179,[6 3] ; [20  6],[6.68571429 2.31428571] ; [19.31428571  6.68571429],0
v4,1,0.583044,0.301339,[42  3] ; [86  4],[42.66666667  2.33333333] ; [85.33333333  4.66666667],0
s6,1,0.607428,0.263938,[36  7] ; [72 18],[34.91729323  8.08270677] ; [73.08270677 16.91729323],0
d4,1,0.632981,0.228041,[36  9] ; [75 15],[37.  8.] ; [74. 16.],0
b4,1,0.713303,0.135,[24 21] ; [51 39],[25. 20.] ; [50. 40.],0
a4,1,0.713303,0.135,[21 24] ; [39 51],[20. 25.] ; [40. 50.],0
d2,1,0.714933,0.133399,[24 21] ; [45 45],[23. 22.] ; [46. 44.],0
u2,1,0.724159,0.124542,[6 3] ; [15 10],[5.55882353 3.44117647] ; [15.44117647  9.55882353],0
n2,1,0.779164,0.078629,[10  3] ; [21  5],[10.33333333  2.66666667] ; [20.66666667  5.33333333],0
r4,1,0.823959,0.049487,[41  4] ; [83  7],[41.33333333  3.66666667] ; [82.66666667  7.33333333],0
n6,1,0.827087,0.047716,[36  8] ; [75 15],[36.44776119  7.55223881] ; [74.55223881 15.44776119],0
n3,1,0.874408,0.024984,[8 4] ; [18  8],[8.21052632 3.78947368] ; [17.78947368  8.21052632],0
r1,1,0.893446,0.017941,[37  8] ; [74 15],[37.2761194  7.7238806] ; [73.7238806 15.2761194],0
p10,1,0.935617,0.006525,[36  7] ; [75 14],[36.15909091  6.84090909] ; [74.84090909 14.15909091],0
r2,1,0.978814,0.000705,[43  2] ; [84  4],[42.96992481  2.03007519] ; [84.03007519  3.96992481],0
r3,1,1.0,0.0,[43  2] ; [86  4],[43.  2.] ; [86.  4.],0
