Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,26.417652,[40 30] ; [ 38 129],[23.03797468 46.96202532] ; [ 54.96202532 112.03797468],1
d5,1,0.001037,10.760683,[50 20] ; [81 87],[38.52941176 31.47058824] ; [92.47058824 75.52941176],0
p7,1,0.002096,9.463174,[39 31] ; [ 56 108],[28.41880342 41.58119658] ; [66.58119658 97.41880342],0
b1,1,0.003617,8.466875,[40 30] ; [ 62 107],[29.87447699 40.12552301] ; [72.12552301 96.87447699],0
v3,1,0.004099,8.239384,[28 39] ; [ 38 127],[19.06034483 47.93965517] ; [ 46.93965517 118.06034483],0
r4,1,0.008091,7.013236,[61  9] ; [120  49],[53.0125523 16.9874477] ; [127.9874477  41.0125523],0
s7,1,0.020842,5.339932,[30 39] ; [ 44 114],[22.49339207 46.50660793] ; [ 51.50660793 106.49339207],0
p5,1,0.030087,4.704327,[ 6 64] ; [  4 164],[ 2.94117647 67.05882353] ; [  7.05882353 160.94117647],0
p2,1,0.03102,4.651833,[54 16] ; [106  63],[46.86192469 23.13807531] ; [113.13807531  55.86192469],0
n4,1,0.037654,4.320573,[53 17] ; [103  64],[46.07594937 23.92405063] ; [109.92405063  57.07594937],0
r3,1,0.039059,4.258318,[65  5] ; [137  29],[59.91525424 10.08474576] ; [142.08474576  23.91525424],0
a5,1,0.051379,3.795882,[42 28] ; [78 91],[35.14644351 34.85355649] ; [84.85355649 84.14644351],0
v1,1,0.056172,3.646945,[36 31] ; [66 99],[29.45689655 37.54310345] ; [72.54310345 92.45689655],0
v2,1,0.058436,3.581219,[33 34] ; [ 58 104],[26.62445415 40.37554585] ; [64.37554585 97.62445415],0
v4,1,0.059454,3.552541,[65  5] ; [138  27],[60.46808511  9.53191489] ; [142.53191489  22.46808511],0
n6,1,0.063419,3.445647,[56 14] ; [113  53],[50.12711864 19.87288136] ; [118.87288136  47.12711864],0
s8,1,0.075762,3.153556,[25 45] ; [ 41 127],[19.41176471 50.58823529] ; [ 46.58823529 121.41176471],0
r2,1,0.097371,2.748082,[64  6] ; [138  28],[59.91525424 10.08474576] ; [142.08474576  23.91525424],0
p6,1,0.123372,2.373988,[17 52] ; [ 27 141],[12.81012658 56.18987342] ; [ 31.18987342 136.81012658],0
a3,1,0.190968,1.710134,[45 25] ; [92 75],[40.46413502 29.53586498] ; [96.53586498 70.46413502],0
s2,1,0.206215,1.597803,[30 39] ; [ 58 109],[25.72881356 43.27118644] ; [ 62.27118644 104.72881356],0
s6,1,0.209327,1.576075,[40 30] ; [81 87],[35.58823529 34.41176471] ; [85.41176471 82.58823529],0
