Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.002492,9.146107,[15 62] ; [13 13],[20.93203883 56.06796117] ; [ 7.06796117 18.93203883],0
n4,1,0.008568,6.910686,[43 34] ; [22  4],[48.59223301 28.40776699] ; [16.40776699  9.59223301],0
p7,1,0.010129,6.611993,[25 51] ; [16 10],[30.54901961 45.45098039] ; [10.45098039 15.54901961],0
s2,1,0.02179,5.262493,[ 7 70] ; [ 7 19],[10.46601942 66.53398058] ; [ 3.53398058 22.46601942],0
p2,1,0.041389,4.16,[36 42] ; [18  8],[40.5 37.5] ; [13.5 12.5],0
s7,1,0.05778,3.6,[ 9 63] ; [ 7 17],[12. 60.] ; [ 4. 20.],0
a3,1,0.05964,3.54737,[46 31] ; [10 16],[41.86407767 35.13592233] ; [14.13592233 11.86407767],0
b1,1,0.070041,3.282051,[35 43] ; [17  9],[39. 39.] ; [13. 13.],0
p8,1,0.081912,3.026545,[14 63] ; [ 9 17],[17.19417476 59.80582524] ; [ 5.80582524 20.19417476],0
d3,1,0.08937,2.885683,[36 42] ; [17  9],[39.75 38.25] ; [13.25 12.75],0
d4,1,0.10491,2.629264,[45 31] ; [20  6],[48.43137255 27.56862745] ; [16.56862745  9.43137255],0
r4,1,0.106237,2.609319,[43 35] ; [19  7],[46.5 31.5] ; [15.5 10.5],0
v1,1,0.125616,2.345865,[18 60] ; [10 16],[21. 57.] ; [ 7. 19.],0
n6,1,0.12982,2.29465,[39 38] ; [17  8],[42.2745098 34.7254902] ; [13.7254902 11.2745098],0
s8,1,0.158682,1.986745,[ 5 73] ; [ 4 22],[ 6.75 71.25] ; [ 2.25 23.75],0
v4,1,0.160966,1.965124,[53 22] ; [22  4],[55.69306931 19.30693069] ; [19.30693069  6.69306931],0
u2,1,0.183335,1.770379,[16 15] ; [ 5 11],[13.85106383 17.14893617] ; [7.14893617 8.85106383],0
r3,1,0.186866,1.742156,[51 25] ; [21  5],[53.64705882 22.35294118] ; [18.35294118  7.64705882],0
p6,1,0.188321,1.730704,[10 67] ; [ 6 19],[12.07843137 64.92156863] ; [ 3.92156863 21.07843137],0
a7,1,0.213333,1.548663,[39 37] ; [17  9],[41.7254902 34.2745098] ; [14.2745098 11.7254902],0
p10,1,0.21956,1.507246,[15 63] ; [ 8 18],[17.25 60.75] ; [ 5.75 20.25],0
n3,1,0.251054,1.317427,[19 17] ; [6 2],[20.45454545 15.54545455] ; [4.54545455 3.45454545],0
p1,1,0.266467,1.234842,[ 4 73] ; [ 3 23],[ 5.23300971 71.76699029] ; [ 1.76699029 24.23300971],0
v3,1,0.279485,1.169591,[16 59] ; [ 8 17],[18. 57.] ; [ 6. 19.],0
b2,1,0.384061,0.757663,[17 29] ; [ 4 12],[15.58064516 30.41935484] ; [ 5.41935484 10.58064516],0
b3,1,0.384061,0.757663,[17 29] ; [ 4 12],[15.58064516 30.41935484] ; [ 5.41935484 10.58064516],0
r2,1,0.402518,0.70079,[61 14] ; [23  3],[62.37623762 12.62376238] ; [21.62376238  4.37623762],0
v2,1,0.410321,0.677871,[25 50] ; [11 15],[26.73267327 48.26732673] ; [ 9.26732673 16.73267327],0
