Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-05,17.402134,[43 14] ; [74 96],[29.37885463 27.62114537] ; [87.62114537 82.37885463],1
v1,1,5.3e-05,16.336695,[45 12] ; [82 88],[31.88986784 25.11013216] ; [95.11013216 74.88986784],1
p4,1,0.00054,11.971478,[35 24] ; [ 58 114],[23.75324675 35.24675325] ; [ 69.24675325 102.75324675],1
s8,1,0.003646,8.452366,[33 26] ; [ 60 114],[23.54935622 35.45064378] ; [ 69.45064378 104.54935622],0
n5,1,0.005107,7.841247,[48 11] ; [105  66],[39.24782609 19.75217391] ; [113.75217391  57.24782609],0
b5,1,0.025487,4.990479,[44 15] ; [102  73],[36.81196581 22.18803419] ; [109.18803419  65.81196581],0
p8,1,0.04935,3.863399,[29 30] ; [ 59 111],[22.67248908 36.32751092] ; [ 65.32751092 104.67248908],0
p2,1,0.053732,3.720993,[51  8] ; [130  45],[45.63675214 13.36324786] ; [135.36324786  39.63675214],0
p5,1,0.065056,3.403563,[ 5 54] ; [  5 170],[ 2.52136752 56.47863248] ; [  7.47863248 167.52136752],0
u2,1,0.069187,3.302211,[14  6] ; [23 27],[10.57142857  9.42857143] ; [26.42857143 23.57142857],0
r4,1,0.074061,3.190632,[54  5] ; [143  32],[49.67094017  9.32905983] ; [147.32905983  27.67094017],0
b4,1,0.080012,3.064655,[41 18] ; [99 76],[35.2991453 23.7008547] ; [104.7008547  70.2991453],0
n2,1,0.099982,2.705838,[8 7] ; [37 12],[10.546875  4.453125] ; [34.453125 14.546875],0
s2,1,0.11137,2.534671,[34 24] ; [81 93],[28.75 29.25] ; [86.25 87.75],0
p9,1,0.124208,2.36344,[51  8] ; [131  39],[46.89082969 12.10917031] ; [135.10917031  34.89082969],0
n4,1,0.140024,2.177696,[46 13] ; [118  56],[41.527897 17.472103] ; [122.472103  51.527897],0
s6,1,0.168479,1.896421,[41 17] ; [103  67],[36.63157895 21.36842105] ; [107.36842105  62.63157895],0
a1,1,0.17781,1.815831,[ 5 54] ; [  7 168],[ 3.02564103 55.97435897] ; [  8.97435897 166.02564103],0
s7,1,0.217586,1.520219,[29 26] ; [73 96],[25.04464286 29.95535714] ; [76.95535714 92.04464286],0
u1,1,0.222598,1.487546,[12 47] ; [ 24 151],[ 9.07692308 49.92307692] ; [ 26.92307692 148.07692308],0
s1,1,0.252332,1.310345,[ 2 56] ; [  2 169],[ 1.01310044 56.98689956] ; [  2.98689956 168.01310044],0
a8,1,0.294172,1.100428,[10 43] ; [ 20 134],[ 7.68115942 45.31884058] ; [ 22.31884058 131.68115942],0
d1,1,0.311012,1.026371,[32 27] ; [108  67],[35.2991453 23.7008547] ; [104.7008547  70.2991453],0
n1,1,0.314591,1.011303,[5 9] ; [11 38],[ 3.55555556 10.44444444] ; [12.44444444 36.55555556],0
p10,1,0.32757,0.958482,[47 12] ; [126  46],[44.18614719 14.81385281] ; [128.81385281  43.18614719],0
a5,1,0.353224,0.86184,[38 21] ; [124  51],[40.84615385 18.15384615] ; [121.15384615  53.84615385],0
v4,1,0.363223,0.826718,[56  3] ; [156  15],[54.3826087  4.6173913] ; [157.6173913  13.3826087],0
s3,1,0.364083,0.823761,[33 25] ; [85 85],[30.01754386 27.98245614] ; [87.98245614 82.01754386],0
s4,1,0.432209,0.61688,[ 7 52] ; [ 28 146],[ 8.86266094 50.13733906] ; [ 26.13733906 147.86266094],0
a4,1,0.437145,0.603764,[27 32] ; [ 70 105],[24.45726496 34.54273504] ; [ 72.54273504 102.45726496],0
d3,1,0.470518,0.520759,[45 14] ; [125  50],[42.86324786 16.13675214] ; [127.13675214  47.86324786],0
a7,1,0.47541,0.509373,[42 17] ; [132  42],[44.06008584 14.93991416] ; [129.93991416  44.06008584],0
n6,1,0.48372,0.490465,[49  9] ; [139  34],[47.2034632 10.7965368] ; [140.7965368  32.2034632],0
a3,1,0.547057,0.362615,[39 20] ; [123  52],[40.84615385 18.15384615] ; [121.15384615  53.84615385],0
r3,1,0.578709,0.308326,[56  3] ; [167   6],[56.7112069  2.2887931] ; [166.2887931   6.7112069],0
d4,1,0.63153,0.229992,[49 10] ; [149  25],[50.13733906  8.86266094] ; [147.86266094  26.13733906],0
r1,1,0.665971,0.186351,[47 12] ; [143  31],[48.11158798 10.88841202] ; [141.88841202  32.11158798],0
b1,1,0.704137,0.144204,[16 43] ; [ 52 123],[17.14529915 41.85470085] ; [ 50.85470085 124.14529915],0
a6,1,0.708645,0.139635,[41 18] ; [117  58],[39.83760684 19.16239316] ; [118.16239316  56.83760684],0
d5,1,0.793078,0.068809,[48 11] ; [145  30],[48.66239316 10.33760684] ; [144.33760684  30.66239316],0
a2,1,0.802775,0.062378,[12 47] ; [ 33 142],[11.34615385 47.65384615] ; [ 33.65384615 141.34615385],0
n3,1,0.8034,0.061976,[11  4] ; [35 15],[10.61538462  4.38461538] ; [35.38461538 14.61538462],0
u3,1,0.814796,0.05487,[11  9] ; [27 25],[10.55555556  9.44444444] ; [27.44444444 24.55555556],0
d2,1,0.843761,0.038843,[28 31] ; [80 94],[27.34763948 31.65236052] ; [80.65236052 93.34763948],0
s5,1,0.844356,0.038543,[16 40] ; [ 46 123],[15.43111111 40.56888889] ; [ 46.56888889 122.43111111],0
p12,1,0.885726,0.020654,[ 3 56] ; [  8 165],[ 2.79741379 56.20258621] ; [  8.20258621 164.79741379],0
b2,1,0.914088,0.011639,[10 24] ; [31 71],[10.25 23.75] ; [30.75 71.25],0
b3,1,0.914088,0.011639,[10 24] ; [31 71],[10.25 23.75] ; [30.75 71.25],0
v3,1,0.939491,0.005762,[28 29] ; [84 85],[28.24778761 28.75221239] ; [83.75221239 85.24778761],0
p11,1,0.966323,0.001783,[45 14] ; [133  42],[44.88034188 14.11965812] ; [133.11965812  41.88034188],0
r2,1,0.973115,0.001136,[54  5] ; [154  14],[54.06167401  4.93832599] ; [153.93832599  14.06167401],0
p1,1,0.988701,0.000201,[ 2 57] ; [  6 169],[ 2.01709402 56.98290598] ; [  5.98290598 169.01709402],0
u4,1,0.99208,9.9e-05,[ 1 58] ; [  3 172],[ 1.00854701 57.99145299] ; [  2.99145299 172.00854701],0
