Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,73.169127,[ 31 100] ; [231 112],[72.4092827 58.5907173] ; [189.5907173 153.4092827],1
s3,1,0.0,72.763433,[35 95] ; [239 101],[75.78723404 54.21276596] ; [198.21276596 141.78723404],1
s8,1,0.0,47.219212,[35 97] ; [211 131],[68.50632911 63.49367089] ; [177.49367089 164.50632911],1
s5,1,0.0,41.638725,[ 22 110] ; [166 172],[52.8 79.2] ; [135.2 202.8],1
s7,1,0.0,39.195426,[41 82] ; [218 112],[70.32450331 52.67549669] ; [188.67549669 141.32450331],1
s4,1,0.000422,12.430443,[ 11 121] ; [ 76 264],[ 24.33050847 107.66949153] ; [ 62.66949153 277.33050847],1
r3,1,0.002019,9.532461,[123   9] ; [337   5],[128.10126582   3.89873418] ; [331.89873418  10.10126582],0
p6,1,0.003393,8.582943,[50 81] ; [182 160],[64.25369979 66.74630021] ; [167.74630021 174.25369979],0
p12,1,0.010905,6.480668,[  5 127] ; [ 39 305],[ 12.20168067 119.79831933] ; [ 31.79831933 312.20168067],0
u1,1,0.019166,5.486295,[ 16 116] ; [ 74 270],[ 24.95798319 107.04201681] ; [ 65.04201681 278.95798319],0
r4,1,0.037825,4.312896,[117  15] ; [324  20],[122.29411765   9.70588235] ; [318.70588235  25.29411765],0
p5,1,0.039507,4.238944,[ 12 119] ; [ 57 286],[ 19.06962025 111.93037975] ; [ 49.93037975 293.06962025],0
u3,1,0.068319,3.322965,[15 18] ; [50 28],[19.32432432 13.67567568] ; [45.67567568 32.32432432],0
u2,1,0.101074,2.68852,[17 16] ; [53 25],[20.81081081 12.18918919] ; [49.18918919 28.81081081],0
a1,1,0.101388,2.68358,[  4 128] ; [ 24 320],[  7.76470588 124.23529412] ; [ 20.23529412 323.76470588],0
n6,1,0.111323,2.535332,[111  21] ; [304  36],[116.05932203  15.94067797] ; [298.94067797  41.05932203],0
p9,1,0.119999,2.417336,[121  11] ; [328  16],[124.51260504   7.48739496] ; [324.48739496  19.51260504],0
p4,1,0.123787,2.36874,[88 44] ; [253  90],[94.76210526 37.23789474] ; [246.23789474  96.76210526],0
n3,1,0.139168,2.187135,[22  3] ; [44 16],[19.41176471  5.58823529] ; [46.58823529 13.41176471],0
d4,1,0.151049,2.061624,[106  26] ; [293  49],[111.11392405  20.88607595] ; [287.88607595  54.11392405],0
a5,1,0.15951,1.978862,[96 36] ; [271  73],[101.77310924  30.22689076] ; [265.22689076  78.77310924],0
r2,1,0.16081,1.966591,[120  10] ; [323  15],[123.05555556   6.94444444] ; [319.94444444  18.05555556],0
n5,1,0.179396,1.802621,[100  32] ; [278  64],[105.26582278  26.73417722] ; [272.73417722  69.26582278],0
p2,1,0.180079,1.796968,[116  15] ; [317  26],[119.66877637  11.33122363] ; [313.33122363  29.66877637],0
d3,1,0.188968,1.725643,[88 42] ; [253  90],[93.72093023 36.27906977] ; [247.27906977  95.72093023],0
b2,1,0.236379,1.402062,[38 46] ; [ 82 135],[33.48837209 50.51162791] ; [ 86.51162791 130.48837209],0
b3,1,0.236379,1.402062,[38 46] ; [ 82 135],[33.48837209 50.51162791] ; [ 86.51162791 130.48837209],0
a2,1,0.257155,1.284006,[ 29 103] ; [ 93 251],[33.83193277 98.16806723] ; [ 88.16806723 255.83193277],0
r1,1,0.278348,1.17514,[107  25] ; [292  51],[110.88  21.12] ; [288.12  54.88],0
s1,1,0.314494,1.011706,[  2 129] ; [ 11 331],[  3.60042283 127.39957717] ; [  9.39957717 332.60042283],0
d2,1,0.341758,0.903824,[59 73] ; [170 173],[63.63789474 68.36210526] ; [165.36210526 177.63789474],0
v2,1,0.353933,0.859306,[83 44] ; [202 131],[78.68478261 48.31521739] ; [206.31521739 126.68478261],0
p8,1,0.368043,0.810263,[87 45] ; [240 102],[91.06329114 40.93670886] ; [235.93670886 106.06329114],0
n4,1,0.407142,0.687131,[103  29] ; [280  64],[106.21008403  25.78991597] ; [276.78991597  67.21008403],0
a4,1,0.42782,0.628733,[57 75] ; [162 181],[60.85894737 71.14105263] ; [158.14105263 184.85894737],0
v3,1,0.450595,0.569155,[59 68] ; [143 193],[55.40820734 71.59179266] ; [146.59179266 189.40820734],0
p11,1,0.455397,0.557184,[117  15] ; [296  48],[114.52941176  17.47058824] ; [298.47058824  45.52941176],0
a7,1,0.460101,0.545649,[93 38] ; [255  88],[96.17721519 34.82278481] ; [251.82278481  91.17721519],0
v1,1,0.490907,0.474538,[74 56] ; [203 133],[77.27467811 52.72532189] ; [199.72532189 136.27467811],0
b5,1,0.49324,0.469451,[71 61] ; [197 147],[74.31932773 57.68067227] ; [193.68067227 150.31932773],0
b4,1,0.508428,0.437302,[70 62] ; [194 150],[73.21008403 58.78991597] ; [190.78991597 153.21008403],0
p1,1,0.540792,0.374074,[ 10 122] ; [ 32 310],[ 11.69620253 120.30379747] ; [ 30.30379747 311.69620253],0
