Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,51.255963,[36 41] ; [438  91],[60.22772277 16.77227723] ; [413.77227723 115.22772277],1
n4,1,0.0,36.952733,[43 36] ; [444  86],[63.17405583 15.82594417] ; [423.82594417 106.17405583],1
p10,1,0.000184,13.990397,[64 15] ; [495  35],[72.51395731  6.48604269] ; [486.48604269  43.51395731],1
d2,1,0.001949,9.596795,[27 51] ; [283 247],[39.76973684 38.23026316] ; [270.23026316 259.76973684],0
s5,1,0.002902,8.867773,[16 58] ; [202 309],[27.57606838 46.42393162] ; [190.42393162 320.57606838],0
p6,1,0.003491,8.531023,[19 58] ; [222 305],[30.72350993 46.27649007] ; [210.27649007 316.72350993],0
p4,1,0.004908,7.912897,[39 39] ; [351 178],[50.11532125 27.88467875] ; [339.88467875 189.11532125],0
u2,1,0.005585,7.679566,[21  4] ; [66 56],[14.79591837 10.20408163] ; [72.20408163 49.79591837],0
p2,1,0.005788,7.615051,[61 18] ; [466  61],[68.70132013 10.29867987] ; [458.29867987  68.70132013],0
u1,1,0.009939,6.64574,[ 8 71] ; [121 409],[16.73399015 62.26600985] ; [112.26600985 417.73399015],0
a5,1,0.012949,6.176051,[54 25] ; [427 103],[62.39573071 16.60426929] ; [418.60426929 111.39573071],0
s7,1,0.01335,6.122168,[30 44] ; [285 225],[39.91438356 34.08561644] ; [275.08561644 234.91438356],0
p3,1,0.013383,6.117756,[32 47] ; [293 236],[42.22861842 36.77138158] ; [282.77138158 246.22861842],0
r2,1,0.018273,5.56974,[74  5] ; [516  10],[77.04132231  1.95867769] ; [512.95867769  13.04132231],0
p11,1,0.019304,5.473722,[59 20] ; [451  79],[66.15763547 12.84236453] ; [443.84236453  86.15763547],0
s6,1,0.028731,4.783632,[49 30] ; [384 136],[57.10684474 21.89315526] ; [375.89315526 144.10684474],0
s2,1,0.032633,4.564937,[33 45] ; [290 235],[41.78109453 36.21890547] ; [281.21890547 243.78109453],0
a2,1,0.041306,4.163411,[14 65] ; [152 378],[21.53366174 57.46633826] ; [144.46633826 385.53366174],0
a3,1,0.049353,3.86332,[53 26] ; [407 120],[59.9669967 19.0330033] ; [400.0330033 126.9669967],0
p12,1,0.05674,3.63021,[ 3 76] ; [ 56 472],[ 7.67874794 71.32125206] ; [ 51.32125206 476.67874794],0
p5,1,0.061215,3.504149,[ 5 73] ; [ 74 452],[10.20198675 67.79801325] ; [ 68.79801325 457.20198675],0
a4,1,0.064737,3.411677,[31 48] ; [266 262],[38.65403624 40.34596376] ; [258.34596376 269.65403624],0
r4,1,0.078622,3.093167,[74  5] ; [516  14],[76.53530378  2.46469622] ; [513.46469622  16.53530378],0
v1,1,0.083575,2.993966,[38 39] ; [309 208],[44.98148148 32.01851852] ; [302.01851852 214.98148148],0
b5,1,0.083728,2.991013,[54 25] ; [308 222],[46.9589491 32.0410509] ; [315.0410509 214.9589491],0
p7,1,0.096245,2.766686,[45 30] ; [361 158],[51.26262626 23.73737374] ; [354.73737374 164.26262626],0
d1,1,0.104751,2.631671,[44 35] ; [345 185],[50.46141215 28.53858785] ; [338.53858785 191.46141215],0
s8,1,0.109625,2.559613,[33 46] ; [271 256],[39.63036304 39.36963696] ; [264.36963696 262.63036304],0
p8,1,0.117838,2.445827,[39 40] ; [307 216],[45.40531561 33.59468439] ; [300.59468439 222.40531561],0
v2,1,0.152339,2.04867,[38 33] ; [318 192],[43.50430293 27.49569707] ; [312.49569707 197.50430293],0
b1,1,0.153683,2.035309,[33 46] ; [178 352],[27.37110016 51.62889984] ; [183.62889984 346.37110016],0
v3,1,0.170225,1.880958,[25 47] ; [221 290],[30.38078902 41.61921098] ; [215.61921098 295.38078902],0
a8,1,0.217098,1.523453,[ 7 64] ; [ 74 406],[10.43738657 60.56261343] ; [ 70.56261343 409.43738657],0
s1,1,0.226563,1.462309,[ 4 73] ; [ 14 509],[ 2.31 74.69] ; [ 15.69 507.31],0
b3,1,0.228028,1.453122,[13 29] ; [132 193],[16.59400545 25.40599455] ; [128.40599455 196.59400545],0
b2,1,0.228028,1.453122,[13 29] ; [132 193],[16.59400545 25.40599455] ; [128.40599455 196.59400545],0
s4,1,0.276016,1.186604,[10 69] ; [ 92 431],[13.38538206 65.61461794] ; [ 88.61461794 434.38538206],0
v4,1,0.343829,0.896101,[76  3] ; [517  11],[77.17792422  1.82207578] ; [515.82207578  12.17792422],0
n3,1,0.38733,0.747306,[14  7] ; [75 24],[15.575  5.425] ; [73.425 25.575],0
s3,1,0.412846,0.670589,[42 35] ; [311 212],[45.30166667 31.69833333] ; [307.69833333 215.30166667],0
p1,1,0.417363,0.657729,[ 5 74] ; [ 48 480],[ 6.89785832 72.10214168] ; [ 46.10214168 481.89785832],0
u4,1,0.417376,0.657692,[ 1 78] ; [ 15 515],[ 2.07553366 76.92446634] ; [ 13.92446634 516.07553366],0
d5,1,0.45447,0.559479,[63 15] ; [445  84],[65.27841845 12.72158155] ; [442.72158155  86.27841845],0
a1,1,0.49014,0.476219,[ 2 77] ; [ 22 508],[ 3.11330049 75.88669951] ; [ 20.88669951 509.11330049],0
u3,1,0.4909,0.474552,[17  8] ; [74 48],[15.47619048  9.52380952] ; [75.52380952 46.47619048],0
d4,1,0.559987,0.339726,[65 13] ; [454  75],[66.69192751 11.30807249] ; [452.30807249  76.69192751],0
r3,1,0.640172,0.218517,[76  3] ; [513  15],[76.65733114  2.34266886] ; [512.34266886  15.65733114],0
n1,1,0.727099,0.121792,[ 7 14] ; [37 62],[ 7.7 13.3] ; [36.3 62.7],0
b4,1,0.810028,0.057787,[46 33] ; [301 229],[45.01313629 33.98686371] ; [301.98686371 228.01313629],0
n2,1,0.834413,0.0437,[16  5] ; [74 26],[15.61983471  5.38016529] ; [74.38016529 25.61983471],0
a7,1,0.886561,0.020351,[59 20] ; [399 130],[59.50986842 19.49013158] ; [398.49013158 130.50986842],0
d3,1,0.896207,0.017018,[57 21] ; [391 139],[57.47368421 20.52631579] ; [390.52631579 139.47368421],0
a6,1,0.994329,5.1e-05,[56 22] ; [380 149],[56.02635914 21.97364086] ; [379.97364086 149.02635914],0
