Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2.5e-05,17.763268,[91 32] ; [10 20],[81.19607843 41.80392157] ; [19.80392157 10.19607843],1
a5,1,6.5e-05,15.938448,[92 31] ; [11 19],[82.80392157 40.19607843] ; [20.19607843  9.80392157],1
r4,1,0.001375,10.23914,[108  15] ; [19 11],[102.09803922  20.90196078] ; [24.90196078  5.09803922],0
p10,1,0.002885,8.878586,[102  21] ; [16 12],[96.1192053 26.8807947] ; [21.8807947  6.1192053],0
p9,1,0.003033,8.787758,[104  18] ; [17 11],[98.41333333 23.58666667] ; [22.58666667  5.41333333],0
r2,1,0.009874,6.657452,[115   7] ; [23  6],[111.49668874  10.50331126] ; [26.50331126  2.49668874],0
u2,1,0.013373,6.119025,[15 25] ; [10  3],[18.86792453 21.13207547] ; [6.13207547 6.86792453],0
p11,1,0.014192,6.014046,[90 33] ; [15 15],[84.41176471 38.58823529] ; [20.58823529  9.41176471],0
a2,1,0.01805,5.59127,[27 96] ; [ 1 29],[ 22.50980392 100.49019608] ; [ 5.49019608 24.50980392],0
n4,1,0.018182,5.57853,[82 41] ; [13 17],[76.37254902 46.62745098] ; [18.62745098 11.37254902],0
r1,1,0.020704,5.351545,[92 31] ; [16 14],[86.82352941 36.17647059] ; [21.17647059  8.82352941],0
v4,1,0.020803,5.343254,[117   6] ; [24  5],[114.09868421   8.90131579] ; [26.90131579  2.09868421],0
s6,1,0.022819,5.182236,[101  19] ; [19 10],[96.6442953 23.3557047] ; [23.3557047  5.6442953],0
p4,1,0.031096,4.647678,[72 51] ; [11 19],[66.7254902 56.2745098] ; [16.2745098 13.7254902],0
a7,1,0.033205,4.535169,[86 36] ; [15 15],[81.06578947 40.93421053] ; [19.93421053 10.06578947],0
b1,1,0.052115,3.772072,[42 81] ; [16 14],[46.62745098 76.37254902] ; [11.37254902 18.62745098],0
p6,1,0.08412,2.983453,[42 80] ; [15 14],[46.05298013 75.94701987] ; [10.94701987 18.05298013],0
u1,1,0.093023,2.82127,[24 99] ; [ 2 28],[ 20.90196078 102.09803922] ; [ 5.09803922 24.90196078],0
p8,1,0.095283,2.782779,[60 61] ; [ 9 19],[56.03355705 64.96644295] ; [12.96644295 15.03355705],0
r3,1,0.143283,2.142343,[112  10] ; [24  5],[109.8807947  12.1192053] ; [26.1192053  2.8807947],0
b5,1,0.177229,1.820712,[78 45] ; [15 15],[74.76470588 48.23529412] ; [18.23529412 11.76470588],0
b4,1,0.179986,1.797743,[74 49] ; [14 16],[70.74509804 52.25490196] ; [17.25490196 12.74509804],0
v3,1,0.20127,1.633138,[35 86] ; [ 5 24],[32.26666667 88.73333333] ; [ 7.73333333 21.26666667],0
d1,1,0.208772,1.579918,[69 54] ; [13 17],[65.92156863 57.07843137] ; [16.07843137 13.92156863],0
v2,1,0.221816,1.492583,[56 63] ; [10 19],[53.06756757 65.93243243] ; [12.93243243 16.06756757],0
v1,1,0.22657,1.462268,[56 67] ; [10 20],[53.05882353 69.94117647] ; [12.94117647 17.05882353],0
a3,1,0.264419,1.245475,[83 40] ; [17 13],[80.39215686 42.60784314] ; [19.60784314 10.39215686],0
n1,1,0.265583,1.239419,[ 9 25] ; [6 8],[10.625 23.375] ; [4.375 9.625],0
u3,1,0.269005,1.221815,[24 16] ; [10  3],[25.66037736 14.33962264] ; [8.33962264 4.66037736],0
n3,1,0.271315,1.210084,[27  7] ; [9 5],[25.5  8.5] ; [10.5  3.5],0
a4,1,0.292692,1.107195,[54 69] ; [10 20],[51.45098039 71.54901961] ; [12.54901961 17.45098039],0
s3,1,0.343179,0.898521,[82 39] ; [23  7],[84.13907285 36.86092715] ; [20.86092715  9.13907285],0
d3,1,0.381006,0.767453,[91 31] ; [20 10],[89.09210526 32.90789474] ; [21.90789474  8.09210526],0
s5,1,0.385837,0.75202,[58 58] ; [11 16],[55.97202797 60.02797203] ; [13.02797203 13.97202797],0
p7,1,0.430821,0.620609,[74 46] ; [15 13],[72.16216216 47.83783784] ; [16.83783784 11.16216216],0
d5,1,0.462368,0.540155,[97 25] ; [22  8],[95.51315789 26.48684211] ; [23.48684211  6.51315789],0
b3,1,0.499035,0.456989,[13 51] ; [ 5 13],[14.04878049 49.95121951] ; [ 3.95121951 14.04878049],0
b2,1,0.499035,0.456989,[13 51] ; [ 5 13],[14.04878049 49.95121951] ; [ 3.95121951 14.04878049],0
p1,1,0.506285,0.441737,[  8 115] ; [ 3 27],[  8.84313725 114.15686275] ; [ 2.15686275 27.84313725],0
s8,1,0.584801,0.298537,[56 67] ; [12 18],[54.66666667 68.33333333] ; [13.33333333 16.66666667],0
s7,1,0.602695,0.270951,[69 51] ; [17 10],[70.20408163 49.79591837] ; [15.79591837 11.20408163],0
