Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,62.260381,[195  69] ; [35 79],[160.63492063 103.36507937] ; [69.36507937 44.63492063],1
p6,1,0.0,50.703654,[155 110] ; [21 92],[123.38624339 141.61375661] ; [52.61375661 60.38624339],1
p10,1,0.0,27.03792,[241  22] ; [81 33],[224.63129973  38.36870027] ; [97.36870027 16.63129973],1
p4,1,1e-06,23.40255,[206  59] ; [61 54],[186.19736842  78.80263158] ; [80.80263158 34.19736842],1
p3,1,2e-06,22.968505,[178  87] ; [47 68],[156.90789474 108.09210526] ; [68.09210526 46.90789474],1
n5,1,0.00013,14.640764,[248  18] ; [92 23],[237.37532808  28.62467192] ; [102.62467192  12.37532808],1
s8,1,0.000145,14.432597,[155 110] ; [42 71],[138.10846561 126.89153439] ; [58.89153439 54.10846561],1
p9,1,0.000253,13.390698,[244  21] ; [89 24],[233.45238095  31.54761905] ; [99.54761905 13.45238095],1
p2,1,0.000689,11.517822,[245  21] ; [92 23],[235.2808399  30.7191601] ; [101.7191601  13.2808399],1
s5,1,0.000976,10.872283,[117 143] ; [28 78],[103.00546448 156.99453552] ; [41.99453552 64.00546448],1
r3,1,0.001636,9.918582,[263   4] ; [105   9],[257.88976378   9.11023622] ; [110.11023622   3.88976378],0
p11,1,0.00365,8.45018,[232  35] ; [86 29],[222.26701571  44.73298429] ; [95.73298429 19.26701571],0
n6,1,0.004758,7.969143,[246  19] ; [95 19],[238.43007916  26.56992084] ; [102.56992084  11.43007916],0
d5,1,0.006774,7.331911,[232  33] ; [88 27],[223.15789474  41.84210526] ; [96.84210526 18.15789474],0
r4,1,0.010606,6.530113,[254  13] ; [101  14],[248.12827225  18.87172775] ; [106.87172775   8.12827225],0
v2,1,0.012943,6.176873,[190  72] ; [66 45],[179.81769437  82.18230563] ; [76.18230563 34.81769437],0
s7,1,0.018551,5.543327,[150 105] ; [48 58],[139.86149584 115.13850416] ; [58.13850416 47.86149584],0
d1,1,0.018565,5.542079,[180  87] ; [63 52],[169.84554974  97.15445026] ; [73.15445026 41.84554974],0
