Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000341,12.829454,[88 55] ; [63 11],[99.50691244 43.49308756] ; [51.49308756 22.50691244],1
r1,1,0.000491,12.15015,[82 61] ; [60 14],[93.57603687 49.42396313] ; [48.42396313 25.57603687],1
p4,1,0.00054,11.971612,[ 32 111] ; [33 40],[43.03240741 99.96759259] ; [21.96759259 51.03240741],1
n6,1,0.00058,11.840029,[92 51] ; [64 10],[102.80184332  40.19815668] ; [53.19815668 20.80184332],1
s8,1,0.000928,10.965076,[ 14 129] ; [20 54],[ 22.40552995 120.59447005] ; [11.59447005 62.40552995],1
s5,1,0.00098,10.865706,[ 10 127] ; [17 56],[ 17.61428571 119.38571429] ; [ 9.38571429 63.61428571],1
s7,1,0.001664,9.887752,[ 18 117] ; [23 50],[ 26.61057692 108.38942308] ; [14.38942308 58.61057692],0
p9,1,0.002159,9.409057,[79 59] ; [58 16],[89.17924528 48.82075472] ; [47.82075472 26.17924528],0
p12,1,0.003682,8.434529,[  1 140] ; [ 6 68],[  4.59069767 136.40930233] ; [ 2.40930233 71.59069767],0
p5,1,0.005544,7.692968,[  3 140] ; [ 8 66],[  7.24884793 135.75115207] ; [ 3.75115207 70.24884793],0
a6,1,0.008716,6.880088,[89 54] ; [59 15],[97.52995392 45.47004608] ; [50.47004608 23.52995392],0
s3,1,0.009455,6.734781,[ 20 122] ; [21 52],[ 27.07906977 114.92093023] ; [13.92093023 59.07906977],0
v1,1,0.010013,6.63264,[ 39 102] ; [33 40],[47.43925234 93.56074766] ; [24.56074766 48.43925234],0
p11,1,0.01028,6.585759,[83 60] ; [56 18],[91.59907834 51.40092166] ; [47.40092166 26.59907834],0
p3,1,0.016532,5.745418,[ 24 118] ; [23 51],[ 30.89814815 111.10185185] ; [16.10185185 57.89814815],0
v3,1,0.02334,5.143008,[ 29 108] ; [26 47],[ 35.88095238 101.11904762] ; [19.11904762 53.88095238],0
v4,1,0.023436,5.135903,[111  31] ; [67  7],[117.01851852  24.98148148] ; [60.98148148 13.01851852],0
p10,1,0.024489,5.059668,[74 67] ; [50 23],[81.70093458 59.29906542] ; [42.29906542 30.70093458],0
v2,1,0.037709,4.318089,[49 88] ; [36 35],[55.98557692 81.01442308] ; [29.01442308 41.98557692],0
b1,1,0.039731,4.229347,[61 82] ; [21 53],[54.03686636 88.96313364] ; [27.96313364 46.03686636],0
r3,1,0.043358,4.081384,[110  31] ; [66  8],[115.42325581  25.57674419] ; [60.57674419 13.42325581],0
d3,1,0.06397,3.431336,[80 63] ; [51 23],[86.32718894 56.67281106] ; [44.67281106 29.32718894],0
n3,1,0.071763,3.242233,[24 25] ; [19  8],[27.72368421 21.27631579] ; [15.27631579 11.72368421],0
p2,1,0.098085,2.736401,[78 65] ; [49 25],[83.69124424 59.30875576] ; [43.30875576 30.69124424],0
r2,1,0.105482,2.620645,[116  25] ; [67  7],[120.01395349  20.98604651] ; [62.98604651 11.01395349],0
n5,1,0.158673,1.986828,[86 56] ; [52 22],[90.72222222 51.27777778] ; [47.27777778 26.72222222],0
u2,1,0.160804,1.966648,[22 32] ; [17 13],[25.07142857 28.92857143] ; [13.92857143 16.07142857],0
s4,1,0.179385,1.802712,[ 10 133] ; [ 9 63],[ 12.6372093 130.3627907] ; [ 6.3627907 65.6372093],0
p6,1,0.18012,1.796632,[ 11 130] ; [10 64],[ 13.77209302 127.22790698] ; [ 7.22790698 66.77209302],0
u1,1,0.236019,1.404214,[ 12 131] ; [10 64],[ 14.49769585 128.50230415] ; [ 7.50230415 66.49769585],0
p1,1,0.261038,1.263245,[ 14 128] ; [ 4 70],[ 11.83333333 130.16666667] ; [ 6.16666667 67.83333333],0
n4,1,0.279892,1.167617,[92 51] ; [53 21],[95.55299539 47.44700461] ; [49.44700461 24.55299539],0
a8,1,0.287488,1.13135,[ 10 127] ; [ 8 60],[ 12.02926829 124.97073171] ; [ 5.97073171 62.02926829],0
d5,1,0.319128,0.992516,[99 44] ; [56 18],[102.14285714  40.85714286] ; [52.85714286 21.14285714],0
b5,1,0.328331,0.955468,[79 64] ; [46 28],[82.37327189 60.62672811] ; [42.62672811 31.37327189],0
a7,1,0.361874,0.83138,[89 53] ; [51 23],[92.03703704 49.96296296] ; [47.96296296 26.03703704],0
a5,1,0.381008,0.767448,[84 59] ; [48 26],[86.98617512 56.01382488] ; [45.01382488 28.98617512],0
u3,1,0.412744,0.670884,[22 32] ; [15 15],[23.78571429 30.21428571] ; [13.21428571 16.78571429],0
n2,1,0.438448,0.600341,[30 22] ; [18  9],[31.59493671 20.40506329] ; [16.40506329 10.59493671],0
d1,1,0.514157,0.425597,[61 82] ; [35 39],[63.26267281 79.73732719] ; [32.73732719 41.26267281],0
s1,1,0.573875,0.316243,[  6 136] ; [ 2 72],[  5.25925926 136.74074074] ; [ 2.74074074 71.25925926],0
a2,1,0.598598,0.277115,[ 23 120] ; [14 60],[ 24.38248848 118.61751152] ; [12.61751152 61.38248848],0
u4,1,0.63372,0.22705,[  1 142] ; [ 1 73],[  1.31797235 141.68202765] ; [ 0.68202765 73.31797235],0
d4,1,0.696319,0.15233,[102  40] ; [55 19],[103.21296296  38.78703704] ; [53.78703704 20.21296296],0
b4,1,0.700775,0.147666,[87 56] ; [47 27],[88.30414747 54.69585253] ; [45.69585253 28.30414747],0
a4,1,0.721604,0.126961,[60 82] ; [29 44],[58.78139535 83.21860465] ; [30.21860465 42.78139535],0
a3,1,0.731309,0.117913,[89 53] ; [44 29],[87.84186047 54.15813953] ; [45.15813953 27.84186047],0
d2,1,0.758021,0.094913,[56 84] ; [28 46],[54.95327103 85.04672897] ; [29.04672897 44.95327103],0
a1,1,0.793793,0.068324,[  9 134] ; [ 4 70],[  8.56682028 134.43317972] ; [ 4.43317972 69.56682028],0
b2,1,0.924972,0.008869,[35 47] ; [17 22],[35.23966942 46.76033058] ; [16.76033058 22.23966942],0
b3,1,0.924972,0.008869,[35 47] ; [17 22],[35.23966942 46.76033058] ; [16.76033058 22.23966942],0
p8,1,0.932812,0.007108,[ 30 112] ; [16 58],[ 30.24074074 111.75925926] ; [15.75925926 58.24074074],0
n1,1,1.0,0.0,[20 32] ; [10 16],[20. 32.] ; [10. 16.],0
