Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,43.399327,[ 6 44] ; [48 17],[23.47826087 26.52173913] ; [30.52173913 34.47826087],1
p11,1,2e-06,22.873431,[14 36] ; [48 18],[26.72413793 23.27586207] ; [35.27586207 30.72413793],1
s8,1,0.001714,9.832583,[ 2 48] ; [17 49],[ 8.18965517 41.81034483] ; [10.81034483 55.18965517],0
v4,1,0.003104,8.745501,[29 19] ; [56 10],[35.78947368 12.21052632] ; [49.21052632 16.78947368],0
p8,1,0.004352,8.130765,[10 39] ; [30 35],[17.19298246 31.80701754] ; [22.80701754 42.19298246],0
p7,1,0.004684,7.997697,[16 34] ; [37 26],[23.45132743 26.54867257] ; [29.54867257 33.45132743],0
s6,1,0.005189,7.812415,[ 9 41] ; [28 38],[15.94827586 34.05172414] ; [21.05172414 44.94827586],0
b5,1,0.009023,6.818345,[22 28] ; [45 21],[28.87931034 21.12068966] ; [38.12068966 27.87931034],0
p4,1,0.009652,6.697933,[11 39] ; [29 35],[17.54385965 32.45614035] ; [22.45614035 41.54385965],0
p2,1,0.010046,6.626674,[25 25] ; [47 17],[31.57894737 18.42105263] ; [40.42105263 23.57894737],0
r3,1,0.016909,5.705831,[31 19] ; [54 12],[36.63793103 13.36206897] ; [48.36206897 17.63793103],0
v2,1,0.018243,5.572704,[13 35] ; [31 32],[19.02702703 28.97297297] ; [24.97297297 38.02702703],0
n2,1,0.019522,5.454179,[11 15] ; [14  4],[14.77272727 11.22727273] ; [10.22727273  7.77272727],0
p3,1,0.020253,5.389971,[ 9 40] ; [25 40],[14.61403509 34.38596491] ; [19.38596491 45.61403509],0
r4,1,0.03387,4.50123,[26 24] ; [47 19],[31.46551724 18.53448276] ; [41.53448276 24.46551724],0
d2,1,0.039143,4.254654,[27 23] ; [23 43],[21.55172414 28.44827586] ; [28.44827586 37.55172414],0
v1,1,0.039849,4.224284,[13 37] ; [29 36],[18.26086957 31.73913043] ; [23.73913043 41.26086957],0
s7,1,0.045769,3.990094,[ 4 40] ; [15 47],[ 7.88679245 36.11320755] ; [11.11320755 50.88679245],0
v3,1,0.062296,3.47519,[ 7 40] ; [19 44],[11.10909091 35.89090909] ; [14.89090909 48.10909091],0
a7,1,0.083019,3.004777,[27 23] ; [46 20],[31.46551724 18.53448276] ; [41.53448276 24.46551724],0
n1,1,0.140917,2.167917,[ 7 18] ; [9 9],[ 9.30232558 15.69767442] ; [ 6.69767442 11.30232558],0
r2,1,0.198027,1.656863,[36 13] ; [55 11],[38.77391304 10.22608696] ; [52.22608696 13.77391304],0
n3,1,0.233095,1.421875,[13 11] ; [13  5],[14.85714286  9.14285714] ; [11.14285714  6.85714286],0
a8,1,0.259845,1.26958,[ 2 46] ; [ 6 55],[ 3.52293578 44.47706422] ; [ 4.47706422 56.52293578],0
u1,1,0.283909,1.148283,[ 2 48] ; [ 6 60],[ 3.44827586 46.55172414] ; [ 4.55172414 61.44827586],0
a4,1,0.295123,1.096103,[23 27] ; [24 42],[20.25862069 29.74137931] ; [26.74137931 39.25862069],0
