Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.014812,5.938741,[ 8 26] ; [15 13],[12.61290323 21.38709677] ; [10.38709677 17.61290323],0
p8,1,0.017175,5.678424,[11 23] ; [17 10],[15.60655738 18.39344262] ; [12.39344262 14.60655738],0
p11,1,0.025617,4.981685,[16 18] ; [21  7],[20.29032258 13.70967742] ; [16.70967742 11.29032258],0
b5,1,0.030167,4.699733,[26  8] ; [14 14],[21.93548387 12.06451613] ; [18.06451613  9.93548387],0
a8,1,0.04157,4.152609,[ 9 24] ; [ 2 26],[ 5.95081967 27.04918033] ; [ 5.04918033 22.95081967],0
a6,1,0.06209,3.480652,[22 11] ; [12 16],[18.39344262 14.60655738] ; [15.60655738 12.39344262],0
r2,1,0.076414,3.139559,[31  2] ; [22  6],[28.67213115  4.32786885] ; [24.32786885  3.67213115],0
a5,1,0.086945,2.930039,[17 17] ; [20  8],[20.29032258 13.70967742] ; [16.70967742 11.29032258],0
a7,1,0.097663,2.743292,[24 10] ; [14 14],[20.83870968 13.16129032] ; [17.16129032 10.83870968],0
n4,1,0.10215,2.671648,[25  9] ; [15 13],[21.93548387 12.06451613] ; [18.06451613  9.93548387],0
s5,1,0.14205,2.155612,[ 7 25] ; [11 17],[ 9.6 22.4] ; [ 8.4 19.6],0
r4,1,0.174596,1.843032,[30  4] ; [21  7],[27.96774194  6.03225806] ; [23.03225806  4.96774194],0
r1,1,0.17486,1.840775,[25  9] ; [16 12],[22.48387097 11.51612903] ; [18.51612903  9.48387097],0
s8,1,0.195331,1.676946,[10 23] ; [13 15],[12.44262295 20.55737705] ; [10.55737705 17.44262295],0
v1,1,0.227213,1.458222,[13 21] ; [15 13],[15.35483871 18.64516129] ; [12.64516129 15.35483871],0
v2,1,0.24388,1.358025,[22 11] ; [14 13],[19.8 13.2] ; [16.2 10.8],0
r3,1,0.265375,1.240496,[32  2] ; [24  4],[30.70967742  3.29032258] ; [25.29032258  2.70967742],0
d2,1,0.296811,1.088468,[11 22] ; [13 15],[12.98360656 20.01639344] ; [11.01639344 16.98360656],0
u3,1,0.301941,1.065601,[6 8] ; [7 4],[7.28 6.72] ; [5.72 5.28],0
b4,1,0.307353,1.042017,[19 15] ; [12 16],[17. 17.] ; [14. 14.],0
p3,1,0.307353,1.042017,[15 19] ; [16 12],[17. 17.] ; [14. 14.],0
d5,1,0.339563,0.912081,[21 12] ; [21  7],[22.72131148 10.27868852] ; [19.27868852  8.72131148],0
s3,1,0.352486,0.864488,[21 13] ; [14 14],[19.19354839 14.80645161] ; [15.80645161 12.19354839],0
p6,1,0.373771,0.791088,[12 22] ; [13 15],[13.70967742 20.29032258] ; [11.29032258 16.70967742],0
n1,1,0.398025,0.714286,[2 5] ; [4 4],[2.8 4.2] ; [3.2 4.8],0
a2,1,0.402183,0.701789,[ 3 31] ; [ 1 27],[ 2.19354839 31.80645161] ; [ 1.80645161 26.19354839],0
s6,1,0.440817,0.594156,[18 15] ; [18 10],[19.47540984 13.52459016] ; [16.52459016 11.47540984],0
p12,1,0.442918,0.58871,[ 1 33] ; [ 2 26],[ 1.64516129 32.35483871] ; [ 1.35483871 26.64516129],0
a1,1,0.442918,0.58871,[ 1 33] ; [ 2 26],[ 1.64516129 32.35483871] ; [ 1.35483871 26.64516129],0
u2,1,0.484018,0.489796,[5 9] ; [5 5],[5.83333333 8.16666667] ; [4.16666667 5.83333333],0
v4,1,0.497953,0.459296,[30  4] ; [23  5],[29.06451613  4.93548387] ; [23.93548387  4.06451613],0
v3,1,0.533349,0.388007,[11 22] ; [ 7 20],[ 9.9 23.1] ; [ 8.1 18.9],0
b1,1,0.574826,0.314674,[17 17] ; [16 12],[18.09677419 15.90322581] ; [14.90322581 13.09677419],0
p10,1,0.617809,0.248959,[21 13] ; [19  9],[21.93548387 12.06451613] ; [18.06451613  9.93548387],0
p9,1,0.617809,0.248959,[21 13] ; [19  9],[21.93548387 12.06451613] ; [18.06451613  9.93548387],0
d1,1,0.644106,0.213412,[15 19] ; [14 14],[15.90322581 18.09677419] ; [13.09677419 14.90322581],0
d4,1,0.677706,0.17272,[24  9] ; [19  9],[23.26229508  9.73770492] ; [19.73770492  8.26229508],0
s4,1,0.707614,0.140672,[ 6 28] ; [ 6 22],[ 6.58064516 27.41935484] ; [ 5.41935484 22.58064516],0
n5,1,0.747894,0.103309,[23 11] ; [20  8],[23.58064516 10.41935484] ; [19.41935484  8.58064516],0
n6,1,0.762951,0.090967,[24 10] ; [20  7],[24.52459016  9.47540984] ; [19.47540984  7.52459016],0
n3,1,0.771084,0.084656,[5 2] ; [7 2],[5.25 1.75] ; [6.75 2.25],0
u1,1,0.840656,0.040423,[ 2 32] ; [ 2 26],[ 2.19354839 31.80645161] ; [ 1.80645161 26.19354839],0
p1,1,0.840656,0.040423,[ 2 32] ; [ 2 26],[ 2.19354839 31.80645161] ; [ 1.80645161 26.19354839],0
s7,1,0.852727,0.034462,[14 19] ; [10 15],[13.65517241 19.34482759] ; [10.34482759 14.65517241],0
b3,1,0.867126,0.027993,[ 5 15] ; [ 6 16],[ 5.23809524 14.76190476] ; [ 5.76190476 16.23809524],0
b2,1,0.867126,0.027993,[ 5 15] ; [ 6 16],[ 5.23809524 14.76190476] ; [ 5.76190476 16.23809524],0
a3,1,0.879948,0.022812,[20 14] ; [17 11],[20.29032258 13.70967742] ; [16.70967742 11.29032258],0
s1,1,0.896518,0.016916,[ 4 30] ; [ 3 25],[ 3.83870968 30.16129032] ; [ 3.16129032 24.83870968],0
d3,1,0.93936,0.005787,[15 18] ; [13 15],[15.14754098 17.85245902] ; [12.85245902 15.14754098],0
s2,1,0.960524,0.00245,[18 16] ; [15 13],[18.09677419 15.90322581] ; [14.90322581 13.09677419],0
