Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,5.4e-05,16.315697,[36 20] ; [14 40],[25.45454545 30.54545455] ; [24.54545455 29.45454545],1
s8,1,0.000318,12.961205,[30 26] ; [11 43],[20.87272727 35.12727273] ; [20.12727273 33.87272727],1
s7,1,0.000517,12.051534,[32 23] ; [12 37],[23.26923077 31.73076923] ; [20.73076923 28.26923077],1
s6,1,0.017173,5.678571,[38 15] ; [26 27],[32. 21.] ; [32. 21.],0
p3,1,0.046416,3.966421,[37 19] ; [25 28],[31.85321101 24.14678899] ; [30.14678899 22.85321101],0
a5,1,0.057644,3.60391,[35 21] ; [24 30],[30.03636364 25.96363636] ; [28.96363636 25.03636364],0
s5,1,0.082568,3.013612,[17 34] ; [10 44],[13.11428571 37.88571429] ; [13.88571429 40.11428571],0
a8,1,0.104144,2.640904,[ 7 48] ; [ 2 49],[ 4.66981132 50.33018868] ; [ 4.33018868 46.66981132],0
n1,1,0.112411,2.52,[9 7] ; [ 6 14],[6.66666667 9.33333333] ; [ 8.33333333 11.66666667],0
n4,1,0.124349,2.361672,[40 16] ; [31 23],[36.14545455 19.85454545] ; [34.85454545 19.14545455],0
r3,1,0.142867,2.146802,[51  5] ; [44 10],[48.36363636  7.63636364] ; [46.63636364  7.36363636],0
p4,1,0.225428,1.469477,[38 18] ; [30 23],[34.93577982 21.06422018] ; [33.06422018 19.93577982],0
p8,1,0.228661,1.449174,[29 26] ; [34 19],[32.08333333 22.91666667] ; [30.91666667 22.08333333],0
n3,1,0.236219,1.403017,[14  3] ; [13  7],[12.40540541  4.59459459] ; [14.59459459  5.40540541],0
n2,1,0.236219,1.403017,[14  3] ; [13  7],[12.40540541  4.59459459] ; [14.59459459  5.40540541],0
v3,1,0.239574,1.383099,[20 35] ; [14 40],[17.1559633 37.8440367] ; [16.8440367 37.1559633],0
v1,1,0.245278,1.35,[27 27] ; [21 33],[24. 30.] ; [24. 30.],0
a6,1,0.259119,1.273459,[36 20] ; [29 25],[33.09090909 22.90909091] ; [31.90909091 22.09090909],0
p12,1,0.272512,1.204058,[ 5 51] ; [ 2 51],[ 3.59633028 52.40366972] ; [ 3.40366972 49.59633028],0
p9,1,0.3154,1.007926,[45 11] ; [39 15],[42.76363636 13.23636364] ; [41.23636364 12.76363636],0
a1,1,0.32372,0.973859,[ 6 50] ; [ 3 51],[ 4.58181818 51.41818182] ; [ 4.41818182 49.58181818],0
p5,1,0.382984,0.761103,[ 6 49] ; [ 9 45],[ 7.56880734 47.43119266] ; [ 7.43119266 46.56880734],0
v2,1,0.384285,0.756948,[28 27] ; [23 31],[25.73394495 29.26605505] ; [25.26605505 28.73394495],0
s1,1,0.427168,0.630511,[ 4 52] ; [ 2 52],[ 3.05454545 52.94545455] ; [ 2.94545455 51.05454545],0
b4,1,0.452644,0.564022,[32 24] ; [27 27],[30.03636364 25.96363636] ; [28.96363636 25.03636364],0
n6,1,0.460254,0.545277,[41 15] ; [42 11],[42.64220183 13.35779817] ; [40.35779817 12.64220183],0
p6,1,0.463771,0.536777,[22 33] ; [24 27],[23.86792453 31.13207547] ; [22.13207547 28.86792453],0
p1,1,0.495858,0.46379,[ 5 51] ; [ 3 51],[ 4.07272727 51.92727273] ; [ 3.92727273 50.07272727],0
a3,1,0.506706,0.440863,[34 21] ; [30 24],[32.29357798 22.70642202] ; [31.70642202 22.29357798],0
b1,1,0.553876,0.350419,[27 29] ; [23 31],[25.45454545 30.54545455] ; [24.54545455 29.45454545],0
b2,1,0.571609,0.319998,[11 33] ; [ 9 20],[12.05479452 31.94520548] ; [ 7.94520548 21.05479452],0
b3,1,0.571609,0.319998,[11 33] ; [ 9 20],[12.05479452 31.94520548] ; [ 7.94520548 21.05479452],0
u1,1,0.579887,0.306417,[ 2 54] ; [ 1 53],[ 1.52727273 54.47272727] ; [ 1.47272727 52.52727273],0
b5,1,0.585726,0.297068,[35 21] ; [31 23],[33.6 22.4] ; [32.4 21.6],0
r4,1,0.588748,0.292304,[37 19] ; [33 21],[35.63636364 20.36363636] ; [34.36363636 19.63636364],0
n5,1,0.589542,0.29106,[39 17] ; [35 19],[37.67272727 18.32727273] ; [36.32727273 17.67272727],0
v4,1,0.592091,0.28709,[47  8] ; [48  6],[47.93577982  7.06422018] ; [47.06422018  6.93577982],0
a7,1,0.595822,0.281343,[31 25] ; [32 21],[32.36697248 23.63302752] ; [30.63302752 22.36697248],0
u2,1,0.661126,0.192158,[11 11] ; [13 10],[11.73333333 10.26666667] ; [12.26666667 10.73333333],0
p2,1,0.665355,0.187084,[46 10] ; [41 11],[45.11111111 10.88888889] ; [41.88888889 10.11111111],0
s4,1,0.718073,0.130346,[13 43] ; [11 43],[12.21818182 43.78181818] ; [11.78181818 42.21818182],0
r2,1,0.733628,0.115807,[41 11] ; [44 10],[41.69811321 10.30188679] ; [43.30188679 10.69811321],0
d2,1,0.737603,0.112245,[17 39] ; [18 36],[17.81818182 38.18181818] ; [17.18181818 36.81818182],0
a4,1,0.740981,0.109266,[14 42] ; [15 39],[14.76363636 41.23636364] ; [14.23636364 39.76363636],0
d3,1,0.806786,0.059817,[31 25] ; [30 22],[31.62962963 24.37037037] ; [29.37037037 22.62962963],0
u3,1,0.812923,0.056006,[ 9 13] ; [ 9 15],[ 8.60869565 13.39130435] ; [ 9.39130435 14.60869565],0
d5,1,0.846532,0.03746,[39 17] ; [36 17],[38.53211009 17.46788991] ; [36.46788991 16.53211009],0
d4,1,0.894172,0.017696,[38 18] ; [36 18],[37.67272727 18.32727273] ; [36.32727273 17.67272727],0
p11,1,0.907023,0.013641,[41 15] ; [39 15],[40.72727273 15.27272727] ; [39.27272727 14.72727273],0
p10,1,0.919919,0.010107,[40 15] ; [39 14],[40.23148148 14.76851852] ; [38.76851852 14.23148148],0
a2,1,0.946789,0.004454,[ 6 50] ; [ 6 48],[ 6.10909091 49.89090909] ; [ 5.89090909 48.10909091],0
