Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.9e-05,16.487693,[31  7] ; [56 71],[20.03636364 17.96363636] ; [66.96363636 60.03636364],1
u2,1,0.265493,1.239888,[11  5] ; [27 24],[9.07462687 6.92537313] ; [28.92537313 22.07462687],0
n1,1,0.270826,1.212557,[5 9] ; [10 37],[ 3.44262295 10.55737705] ; [11.55737705 35.44262295],0
v2,1,0.286709,1.135012,[23 16] ; [60 62],[20.10559006 18.89440994] ; [62.89440994 59.10559006],0
p1,1,0.321193,0.984084,[ 3 36] ; [  5 125],[ 1.84615385 37.15384615] ; [  6.15384615 123.84615385],0
d1,1,0.329865,0.949429,[18 22] ; [71 61],[20.69767442 19.30232558] ; [68.30232558 63.69767442],0
n3,1,0.360499,0.836155,[8 6] ; [33 14],[9.40983607 4.59016393] ; [31.59016393 15.40983607],0
s1,1,0.368425,0.808971,[ 2 38] ; [  3 129],[ 1.1627907 38.8372093] ; [  3.8372093 128.1627907],0
n2,1,0.390898,0.736145,[10  4] ; [27 19],[8.63333333 5.36666667] ; [28.36666667 17.63333333],0
r1,1,0.416995,0.65877,[27 13] ; [97 34],[29.00584795 10.99415205] ; [94.99415205 36.00584795],0
s5,1,0.436221,0.606204,[13 26] ; [35 95],[11.07692308 27.92307692] ; [36.92307692 93.07692308],0
a5,1,0.460007,0.545877,[21 19] ; [78 54],[23.02325581 16.97674419] ; [75.97674419 56.02325581],0
a2,1,0.466823,0.529485,[ 8 32] ; [ 20 112],[ 6.51162791 33.48837209] ; [ 21.48837209 110.51162791],0
v4,1,0.471279,0.518976,[38  2] ; [119  11],[36.94117647  3.05882353] ; [120.05882353   9.94117647],0
b4,1,0.471922,0.517472,[22 18] ; [81 51],[23.95348837 16.04651163] ; [79.04651163 52.95348837],0
p10,1,0.499081,0.45689,[31  9] ; [93 36],[29.34911243 10.65088757] ; [94.65088757 34.34911243],0
d3,1,0.564163,0.332548,[31  8] ; [99 33],[29.64912281  9.35087719] ; [100.35087719  31.64912281],0
p2,1,0.757095,0.095665,[32  8] ; [101  29],[31.29411765  8.70588235] ; [101.70588235  28.29411765],0
d4,1,0.757223,0.095561,[33  7] ; [106  26],[32.3255814  7.6744186] ; [106.6744186  25.3255814],0
d2,1,0.78401,0.075129,[13 27] ; [46 86],[13.72093023 26.27906977] ; [45.27906977 86.72093023],0
p9,1,0.81797,0.052972,[32  8] ; [101  28],[31.47928994  8.52071006] ; [101.52071006  27.47928994],0
s6,1,0.84973,0.035896,[24 15] ; [79 53],[23.49122807 15.50877193] ; [79.50877193 52.49122807],0
s3,1,0.864836,0.028975,[20 20] ; [63 67],[19.52941176 20.47058824] ; [63.47058824 66.52941176],0
r2,1,0.901376,0.015357,[36  4] ; [117  14],[35.78947368  4.21052632] ; [117.21052632  13.78947368],0
u3,1,0.902211,0.015097,[10  6] ; [31 20],[9.79104478 6.20895522] ; [31.20895522 19.79104478],0
r4,1,0.966372,0.001777,[32  8] ; [106  26],[32.09302326  7.90697674] ; [105.90697674  26.09302326],0
a6,1,0.970838,0.001336,[28 12] ; [92 40],[27.90697674 12.09302326] ; [92.09302326 39.90697674],0
a3,1,0.986335,0.000293,[24 16] ; [79 53],[23.95348837 16.04651163] ; [79.04651163 52.95348837],0
r3,1,0.987331,0.000252,[37  3] ; [122  10],[36.97674419  3.02325581] ; [122.02325581   9.97674419],0
n6,1,0.989065,0.000188,[25 13] ; [87 45],[25.03529412 12.96470588] ; [86.96470588 45.03529412],0
