Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,8e-06,19.822954,[24 39] ; [62 21],[37.10958904 25.89041096] ; [48.89041096 34.10958904],1
n2,1,0.161989,1.955556,[16  8] ; [17  3],[18.  6.] ; [15.  5.],0
b1,1,0.162803,1.947991,[30 33] ; [30 53],[25.89041096 37.10958904] ; [34.10958904 48.89041096],0
b4,1,0.162803,1.947991,[33 30] ; [53 30],[37.10958904 25.89041096] ; [48.89041096 34.10958904],0
v1,1,0.219477,1.507789,[23 39] ; [37 41],[26.57142857 35.42857143] ; [33.42857143 44.57142857],0
b2,1,0.257246,1.283518,[14 32] ; [20 28],[16.63829787 29.36170213] ; [17.36170213 30.63829787],0
b3,1,0.257246,1.283518,[14 32] ; [20 28],[16.63829787 29.36170213] ; [17.36170213 30.63829787],0
s5,1,0.258574,1.276376,[10 49] ; [19 57],[12.67407407 46.32592593] ; [16.32592593 59.67407407],0
p9,1,0.268862,1.222546,[46 15] ; [68 14],[48.62937063 12.37062937] ; [65.37062937 16.62937063],0
v2,1,0.340441,0.908771,[24 35] ; [40 42],[26.78014184 32.21985816] ; [37.21985816 44.78014184],0
a1,1,0.344986,0.891815,[ 4 59] ; [ 9 74],[ 5.60958904 57.39041096] ; [ 7.39041096 75.60958904],0
s7,1,0.364624,0.821903,[26 35] ; [27 50],[23.42753623 37.57246377] ; [29.57246377 47.42753623],0
a2,1,0.369109,0.806661,[ 6 57] ; [12 71],[ 7.76712329 55.23287671] ; [10.23287671 72.76712329],0
n1,1,0.388236,0.74446,[12 12] ; [ 7 12],[10.60465116 13.39534884] ; [ 8.39534884 10.60465116],0
p1,1,0.400571,0.706613,[ 8 55] ; [ 7 76],[ 6.47260274 56.52739726] ; [ 8.52739726 74.47260274],0
p7,1,0.413247,0.66944,[29 33] ; [44 38],[31.43055556 30.56944444] ; [41.56944444 40.43055556],0
p2,1,0.43895,0.599025,[42 19] ; [62 21],[44.05555556 16.94444444] ; [59.94444444 23.05555556],0
a3,1,0.45918,0.547894,[38 25] ; [55 28],[40.13013699 22.86986301] ; [52.86986301 30.13013699],0
p5,1,0.47036,0.521131,[ 6 57] ; [11 71],[ 7.3862069 55.6137931] ; [ 9.6137931 72.3862069],0
n3,1,0.484423,0.488889,[17  7] ; [16  4],[18.  6.] ; [15.  5.],0
s4,1,0.485533,0.48641,[ 8 55] ; [14 69],[ 9.49315068 53.50684932] ; [12.50684932 70.49315068],0
p8,1,0.507229,0.439779,[22 38] ; [35 48],[23.91608392 36.08391608] ; [33.08391608 49.91608392],0
p6,1,0.513597,0.426732,[17 41] ; [28 53],[18.77697842 39.22302158] ; [26.22302158 54.77697842],0
u1,1,0.539302,0.376834,[ 3 60] ; [ 6 77],[ 3.88356164 59.11643836] ; [ 5.11643836 77.88356164],0
p12,1,0.542949,0.370102,[ 3 59] ; [ 6 76],[ 3.875 58.125] ; [ 5.125 76.875],0
s2,1,0.584635,0.2988,[23 40] ; [34 49],[24.59589041 38.40410959] ; [32.40410959 50.59589041],0
d1,1,0.586197,0.296322,[26 37] ; [38 45],[27.61643836 35.38356164] ; [36.38356164 46.61643836],0
s1,1,0.609692,0.260623,[ 2 61] ; [ 4 78],[ 2.60689655 60.39310345] ; [ 3.39310345 78.60689655],0
v3,1,0.696728,0.151898,[20 42] ; [29 53],[21.09722222 40.90277778] ; [27.90277778 54.09722222],0
s3,1,0.705744,0.142565,[27 33] ; [40 43],[28.11188811 31.88811189] ; [38.88811189 44.11188811],0
p4,1,0.866075,0.028442,[30 31] ; [42 41],[30.5 30.5] ; [41.5 41.5],0
s8,1,0.879824,0.022859,[19 44] ; [26 57],[19.41780822 43.58219178] ; [25.58219178 57.41780822],0
