Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,8e-06,19.822954,[24 39] ; [62 21],[37.10958904 25.89041096] ; [48.89041096 34.10958904],1
d3,1,1e-05,19.595617,[20 43] ; [57 26],[33.2260274 29.7739726] ; [43.7739726 39.2260274],1
d5,1,0.000538,11.978432,[36 27] ; [69 14],[45.30821918 17.69178082] ; [59.69178082 23.30821918],1
r4,1,0.003281,8.644476,[28 35] ; [57 26],[36.67808219 26.32191781] ; [48.32191781 34.67808219],0
d4,1,0.003643,8.453708,[37 26] ; [67 16],[44.87671233 18.12328767] ; [59.12328767 23.87671233],0
u3,1,0.026389,4.93037,[ 4 21] ; [12 15],[ 7.69230769 17.30769231] ; [ 8.30769231 18.69230769],0
b5,1,0.030683,4.670596,[33 30] ; [58 25],[39.26712329 23.73287671] ; [51.73287671 31.26712329],0
p10,1,0.04387,4.061544,[38 23] ; [63 18],[43.38732394 17.61267606] ; [57.61267606 23.38732394],0
u2,1,0.04883,3.881199,[ 8 17] ; [16 11],[11.53846154 13.46153846] ; [12.46153846 14.53846154],0
v4,1,0.053557,3.726438,[45 17] ; [71 12],[49.6 12.4] ; [66.4 16.6],0
d2,1,0.061856,3.486917,[30 31] ; [28 55],[24.56944444 36.43055556] ; [33.43055556 49.56944444],0
a4,1,0.062798,3.461915,[28 34] ; [25 58],[22.66206897 39.33793103] ; [30.33793103 52.66206897],0
r3,1,0.065345,3.396245,[46 17] ; [70 12],[50.4 12.6] ; [65.6 16.4],0
a8,1,0.087074,2.927647,[ 4 55] ; [13 66],[ 7.26811594 51.73188406] ; [ 9.73188406 69.26811594],0
p3,1,0.094487,2.796211,[22 40] ; [41 42],[26.93793103 35.06206897] ; [36.06206897 46.93793103],0
p11,1,0.109181,2.566034,[41 22] ; [64 19],[45.30821918 17.69178082] ; [59.69178082 23.30821918],0
a5,1,0.112979,2.512042,[32 31] ; [53 30],[36.67808219 26.32191781] ; [48.32191781 34.67808219],0
n5,1,0.122315,2.387425,[56  7] ; [65 17],[52.57241379 10.42758621] ; [68.42758621 13.57241379],0
r2,1,0.122522,2.384777,[45 16] ; [65 12],[48.62318841 12.37681159] ; [61.37681159 15.62318841],0
s6,1,0.139256,2.186164,[27 34] ; [46 35],[31.35915493 29.64084507] ; [41.64084507 39.35915493],0
n6,1,0.159458,1.979359,[48 15] ; [70 12],[51.26896552 11.73103448] ; [66.73103448 15.26896552],0
