Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-05,17.428881,[34 58] ; [329 217],[52.34482759 39.65517241] ; [310.65517241 235.34482759],1
r3,1,0.001415,10.185847,[82  9] ; [535  16],[87.45638629  3.54361371] ; [529.54361371  21.45638629],0
p3,1,0.004669,8.003303,[37 54] ; [313 240],[49.45652174 41.54347826] ; [300.54347826 252.45652174],0
p2,1,0.006462,7.416766,[71 20] ; [488  64],[79.11197512 11.88802488] ; [479.88802488  72.11197512],0
b1,1,0.010686,6.516799,[43 49] ; [183 371],[32.18575851 59.81424149] ; [193.81424149 360.18575851],0
p4,1,0.014555,5.969517,[48 43] ; [365 188],[58.35869565 32.64130435] ; [354.64130435 198.35869565],0
p12,1,0.052369,3.763934,[ 4 88] ; [ 60 491],[ 9.15707621 82.84292379] ; [ 54.84292379 496.15707621],0
s4,1,0.053583,3.725654,[23 69] ; [ 91 455],[16.43887147 75.56112853] ; [ 97.56112853 448.43887147],0
v1,1,0.056718,3.630845,[44 48] ; [314 223],[52.36248013 39.63751987] ; [305.63751987 231.36248013],0
u2,1,0.070609,3.2688,[10 16] ; [83 61],[14.22352941 11.77647059] ; [78.77647059 65.22352941],0
p9,1,0.086886,2.931143,[83  8] ; [528  25],[86.33695652  4.66304348] ; [524.66304348  28.33695652],0
n5,1,0.101354,2.684109,[71 21] ; [465  88],[76.45271318 15.54728682] ; [459.54728682  93.45271318],0
r2,1,0.101959,2.674634,[89  1] ; [522  27],[86.05633803  3.94366197] ; [524.94366197  24.05633803],0
b2,1,0.103421,2.651981,[12 30] ; [144 202],[16.88659794 25.11340206] ; [139.11340206 206.88659794],0
b3,1,0.103421,2.651981,[12 30] ; [144 202],[16.88659794 25.11340206] ; [139.11340206 206.88659794],0
n4,1,0.121261,2.400956,[71 21] ; [464  90],[76.19195046 15.80804954] ; [458.80804954  95.19195046],0
p7,1,0.124999,2.353535,[54 35] ; [374 169],[60.2721519 28.7278481] ; [367.7278481 175.2721519],0
p5,1,0.129285,2.301072,[ 8 83] ; [ 81 469],[12.6349454 78.3650546] ; [ 76.3650546 473.6349454],0
d2,1,0.166509,1.914097,[52 40] ; [269 283],[45.85714286 46.14285714] ; [275.14285714 276.85714286],0
s5,1,0.180549,1.793102,[39 49] ; [196 336],[33.35483871 54.64516129] ; [201.64516129 330.35483871],0
r4,1,0.198835,1.650913,[82 10] ; [515  39],[85.02167183  6.97832817] ; [511.97832817  42.02167183],0
b5,1,0.225286,1.47038,[59 33] ; [318 236],[53.69040248 38.30959752] ; [323.30959752 230.69040248],0
d4,1,0.278259,1.175575,[73 19] ; [464  89],[76.59534884 15.40465116] ; [460.40465116  92.59534884],0
a6,1,0.292478,1.108178,[59 33] ; [385 168],[63.33023256 28.66976744] ; [380.66976744 172.33023256],0
s6,1,0.31507,1.009304,[67 22] ; [379 162],[63.00634921 25.99365079] ; [382.99365079 158.00634921],0
s2,1,0.319278,0.991902,[54 38] ; [291 257],[49.59375 42.40625] ; [295.40625 252.59375],0
s1,1,0.324015,0.972669,[ 4 87] ; [ 14 535],[ 2.559375 88.440625] ; [ 15.440625 533.559375],0
a5,1,0.332072,0.940801,[67 25] ; [429 125],[70.6377709 21.3622291] ; [425.3622291 128.6377709],0
n2,1,0.347404,0.882916,[25  6] ; [70 27],[23.0078125  7.9921875] ; [71.9921875 25.0078125],0
v3,1,0.367348,0.812617,[35 57] ; [230 304],[38.9456869 53.0543131] ; [226.0543131 307.9456869],0
v4,1,0.407063,0.687362,[87  5] ; [531  20],[88.42301711  3.57698289] ; [529.57698289  21.42301711],0
s7,1,0.459493,0.547131,[48 37] ; [278 255],[44.8381877 40.1618123] ; [281.1618123 251.8381877],0
v2,1,0.489352,0.477951,[50 40] ; [315 215],[52.98387097 37.01612903] ; [312.01612903 217.98387097],0
a1,1,0.496029,0.463422,[ 3 89] ; [ 27 527],[ 4.27244582 87.72755418] ; [ 25.72755418 528.27244582],0
b4,1,0.496369,0.462691,[51 41] ; [328 226],[53.9752322 38.0247678] ; [325.0247678 228.9752322],0
s8,1,0.529621,0.395118,[47 45] ; [262 289],[44.21150855 47.78849145] ; [264.78849145 286.21150855],0
a3,1,0.585749,0.297033,[65 26] ; [410 143],[67.11956522 23.88043478] ; [407.88043478 145.11956522],0
d1,1,0.602654,0.271011,[54 38] ; [341 213],[56.25386997 35.74613003] ; [338.74613003 215.25386997],0
n1,1,0.630635,0.231201,[13 18] ; [36 61],[11.8671875 19.1328125] ; [37.1328125 59.8671875],0
a8,1,0.702055,0.146343,[10 70] ; [ 72 439],[11.0998308 68.9001692] ; [ 70.9001692 440.0998308],0
a4,1,0.711498,0.136785,[44 48] ; [253 300],[42.3627907 49.6372093] ; [254.6372093 298.3627907],0
