Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,5.2e-05,16.379274,[30 17] ; [17 49],[19.54867257 27.45132743] ; [27.45132743 38.54867257],1
v3,1,0.001332,10.298134,[21 26] ; [11 54],[13.42857143 33.57142857] ; [18.57142857 46.42857143],0
p3,1,0.008519,6.920996,[30 17] ; [26 41],[23.0877193 23.9122807] ; [32.9122807 34.0877193],0
s6,1,0.021576,5.279689,[32 14] ; [32 35],[26.05309735 19.94690265] ; [37.94690265 29.05309735],0
p2,1,0.030187,4.698625,[37 11] ; [38 28],[31.57894737 16.42105263] ; [43.42105263 22.57894737],0
s2,1,0.0342,4.484692,[28 21] ; [25 42],[22.38793103 26.61206897] ; [30.61206897 36.38793103],0
p11,1,0.034379,4.475778,[39 10] ; [41 26],[33.79310345 15.20689655] ; [46.20689655 20.79310345],0
s5,1,0.046072,3.978947,[18 27] ; [14 49],[13.33333333 31.66666667] ; [18.66666667 44.33333333],0
a6,1,0.051478,3.792663,[29 20] ; [51 16],[33.79310345 15.20689655] ; [46.20689655 20.79310345],0
s3,1,0.059302,3.556788,[28 21] ; [26 40],[23.00869565 25.99130435] ; [30.99130435 35.00869565],0
p8,1,0.067574,3.341,[24 23] ; [22 43],[19.30357143 27.69642857] ; [26.69642857 38.30357143],0
p10,1,0.084032,2.985134,[39  9] ; [44 22],[34.94736842 13.05263158] ; [48.05263158 17.94736842],0
n3,1,0.118497,2.437079,[6 7] ; [22  9],[8.27272727 4.72727273] ; [19.72727273 11.27272727],0
p6,1,0.133961,2.245987,[19 27] ; [18 47],[15.33333333 30.66666667] ; [21.66666667 43.33333333],0
p4,1,0.13798,2.200344,[30 18] ; [32 34],[26.10526316 21.89473684] ; [35.89473684 30.10526316],0
b5,1,0.140089,2.176984,[33 16] ; [36 31],[29.14655172 19.85344828] ; [39.85344828 27.14655172],0
s8,1,0.160635,1.968242,[20 29] ; [19 48],[16.47413793 32.52586207] ; [22.52586207 44.47413793],0
p9,1,0.173661,1.851049,[42  7] ; [49 16],[39.11403509  9.88596491] ; [51.88596491 13.11403509],0
r4,1,0.211203,1.563163,[32 17] ; [36 31],[28.72413793 20.27586207] ; [39.27586207 27.72413793],0
v4,1,0.271545,1.208926,[42  7] ; [52 15],[39.70689655  9.29310345] ; [54.29310345 12.70689655],0
a7,1,0.274584,1.193703,[32 17] ; [37 30],[29.14655172 19.85344828] ; [39.85344828 27.14655172],0
d4,1,0.32116,0.984218,[41  8] ; [51 16],[38.86206897 10.13793103] ; [53.13793103 13.86206897],0
n2,1,0.340156,0.909843,[11  2] ; [22  9],[9.75 3.25] ; [23.25  7.75],0
n6,1,0.348808,0.877789,[40  9] ; [49 17],[37.92173913 11.07826087] ; [51.07826087 14.92173913],0
b2,1,0.379845,0.771203,[10 19] ; [18 22],[11.76811594 17.23188406] ; [16.23188406 23.76811594],0
b3,1,0.379845,0.771203,[10 19] ; [18 22],[11.76811594 17.23188406] ; [16.23188406 23.76811594],0
b1,1,0.409285,0.680878,[25 24] ; [29 38],[22.81034483 26.18965517] ; [31.18965517 35.81034483],0
d1,1,0.420846,0.647953,[30 19] ; [36 31],[27.87931034 21.12068966] ; [38.12068966 28.87931034],0
r3,1,0.44941,0.572139,[40  8] ; [52 15],[38.4  9.6] ; [53.6 13.4],0
b4,1,0.495104,0.465415,[28 21] ; [34 33],[26.18965517 22.81034483] ; [35.81034483 31.18965517],0
d2,1,0.497746,0.459738,[24 25] ; [36 29],[25.78947368 23.21052632] ; [34.21052632 30.78947368],0
a1,1,0.509386,0.435327,[ 4 45] ; [ 8 59],[ 5.06896552 43.93103448] ; [ 6.93103448 60.06896552],0
a3,1,0.531948,0.390669,[39 10] ; [50 17],[37.59482759 11.40517241] ; [51.40517241 15.59482759],0
s7,1,0.563775,0.333211,[20 27] ; [23 39],[18.5412844 28.4587156] ; [24.4587156 37.5412844],0
n5,1,0.607492,0.263844,[37 12] ; [47 19],[35.79130435 13.20869565] ; [48.20869565 17.79130435],0
s1,1,0.636983,0.22271,[ 2 47] ; [ 4 62],[ 2.55652174 46.44347826] ; [ 3.44347826 62.55652174],0
p5,1,0.659614,0.193993,[ 4 45] ; [ 7 59],[ 4.68695652 44.31304348] ; [ 6.31304348 59.68695652],0
p7,1,0.66025,0.19322,[26 22] ; [33 33],[24.84210526 23.15789474] ; [34.15789474 31.84210526],0
n1,1,0.699933,0.148541,[5 8] ; [13 16],[5.57142857 7.42857143] ; [12.42857143 16.57142857],0
u2,1,0.721501,0.127059,[4 6] ; [8 9],[4.44444444 5.55555556] ; [7.55555556 9.44444444],0
p12,1,0.733087,0.116296,[ 2 46] ; [ 2 65],[ 1.66956522 46.33043478] ; [ 2.33043478 64.66956522],0
a2,1,0.735862,0.113797,[ 9 40] ; [14 53],[ 9.71551724 39.28448276] ; [13.28448276 53.71551724],0
d3,1,0.743834,0.106785,[30 19] ; [39 28],[29.14655172 19.85344828] ; [39.85344828 27.14655172],0
d5,1,0.754063,0.098149,[42  7] ; [56 11],[41.39655172  7.60344828] ; [56.60344828 10.39655172],0
