Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,121.851296,[124  18] ; [ 42 128],[75.55128205 66.44871795] ; [90.44871795 79.55128205],1
s6,1,0.0,69.712608,[124  16] ; [71 96],[88.92508143 51.07491857] ; [106.07491857  60.92508143],1
s7,1,0.0,52.078938,[90 44] ; [ 41 121],[59.30405405 74.69594595] ; [71.69594595 90.30405405],1
s8,1,0.0,39.509866,[83 59] ; [ 40 130],[55.98076923 86.01923077] ; [ 67.01923077 102.98076923],1
s5,1,0.0,34.649345,[67 70] ; [ 29 138],[43.26315789 93.73684211] ; [ 52.73684211 114.26315789],1
s4,1,5e-06,21.016874,[45 93] ; [ 19 150],[ 28.76872964 109.23127036] ; [ 35.23127036 133.76872964],1
p4,1,0.000218,13.66598,[96 46] ; [80 91],[79.84664537 62.15335463] ; [96.15335463 74.84664537],1
r4,1,0.000492,12.146731,[132  10] ; [135  36],[121.13099042  20.86900958] ; [145.86900958  25.13099042],1
r3,1,0.000959,10.904143,[136   5] ; [146  25],[127.44230769  13.55769231] ; [154.55769231  16.44230769],1
r2,1,0.000991,10.844167,[138   2] ; [150  18],[130.90909091   9.09090909] ; [157.09090909  10.90909091],1
v4,1,0.001225,10.451918,[138   3] ; [150  20],[130.57234727  10.42765273] ; [157.42765273  12.57234727],0
p6,1,0.002199,9.375844,[61 81] ; [ 45 125],[48.24358974 93.75641026] ; [ 57.75641026 112.24358974],0
p10,1,0.003346,8.608508,[115  25] ; [114  55],[103.75404531  36.24595469] ; [125.24595469  43.75404531],0
p3,1,0.003681,8.435032,[78 63] ; [ 66 104],[65.28617363 75.71382637] ; [78.71382637 91.28617363],0
n6,1,0.008516,6.921667,[125  17] ; [130  40],[116.05769231  25.94230769] ; [138.94230769  31.05769231],0
r1,1,0.010208,6.598282,[115  26] ; [117  53],[105.18327974  35.81672026] ; [126.81672026  43.18327974],0
p9,1,0.011753,6.347798,[117  23] ; [120  48],[107.72727273  32.27272727] ; [129.27272727  38.72727273],0
u1,1,0.015642,5.842674,[ 31 111] ; [ 20 151],[ 23.13738019 118.86261981] ; [ 27.86261981 143.13738019],0
p11,1,0.018273,5.56978,[111  31] ; [113  58],[101.62300319  40.37699681] ; [122.37699681  48.62300319],0
u3,1,0.024741,5.041889,[28  9] ; [30 27],[22.82978723 14.17021277] ; [35.17021277 21.82978723],0
n5,1,0.026557,4.919389,[112  30] ; [115  55],[103.31410256  38.68589744] ; [123.68589744  46.31410256],0
p12,1,0.027412,4.864686,[ 11 131] ; [  4 165],[  6.8488746 135.1511254] ; [  8.1511254 160.8488746],0
v1,1,0.036055,4.39448,[62 75] ; [ 57 113],[53.10423453 83.89576547] ; [ 65.89576547 104.10423453],0
p5,1,0.037075,4.346981,[ 21 118] ; [ 13 157],[ 15.29449838 123.70550162] ; [ 18.70550162 151.29449838],0
p2,1,0.040067,4.215032,[120  21] ; [128  41],[112.8  28.2] ; [135.2  33.8],0
d1,1,0.050729,3.817195,[99 43] ; [101  70],[90.73482428 51.26517572] ; [109.26517572  61.73482428],0
a4,1,0.065195,3.40003,[75 67] ; [72 98],[66.90384615 75.09615385] ; [80.09615385 89.90384615],0
n2,1,0.08762,2.917565,[27  9] ; [31 23],[23.2 12.8] ; [34.8 19.2],0
v3,1,0.112555,2.517978,[ 31 107] ; [ 26 143],[ 25.62214984 112.37785016] ; [ 31.37785016 137.62214984],0
