Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,88.595876,[372  19] ; [3 9],[363.8337469  27.1662531] ; [11.1662531  0.8337469],1
v4,1,0.0,43.388222,[382   7] ; [8 4],[378.32917706  10.67082294] ; [11.67082294  0.32917706],1
r1,1,0.0,26.704879,[324  64] ; [3 9],[317.19  70.81] ; [9.81 2.19],1
d5,1,6.2e-05,16.036457,[329  58] ; [5 7],[323.95488722  63.04511278] ; [10.04511278  1.95488722],1
s3,1,0.001059,10.721125,[347  42] ; [7 5],[343.40648379  45.59351621] ; [10.59351621  1.40648379],0
a7,1,0.001081,10.684049,[293  96] ; [4 8],[288.11221945 100.88778055] ; [8.88778055 3.11221945],0
a1,1,0.006136,7.510053,[ 22 369] ; [3 9],[ 24.25558313 366.74441687] ; [ 0.74441687 11.25558313],0
d1,1,0.01626,5.774498,[261 130] ; [4 8],[257.10918114 133.89081886] ; [7.89081886 4.10918114],0
s7,1,0.017197,5.676203,[276 102] ; [5 7],[272.35384615 105.64615385] ; [8.64615385 3.35384615],0
a3,1,0.029039,4.765324,[301  89] ; [6 6],[297.8358209  92.1641791] ; [9.1641791 2.8358209],0
d2,1,0.045509,3.999663,[211 178] ; [3 9],[207.59600998 181.40399002] ; [6.40399002 5.59600998],0
n2,1,0.04746,3.928997,[67 16] ; [1 2],[65.62790698 17.37209302] ; [2.37209302 0.62790698],0
u3,1,0.06967,3.29078,[61 27] ; [2 4],[58.9787234 29.0212766] ; [4.0212766 1.9787234],0
s5,1,0.070927,3.261427,[191 180] ; [3 9],[187.92167102 183.07832898] ; [6.07832898 5.92167102],0
a4,1,0.086359,2.940976,[196 195] ; [3 9],[193.07444169 197.92555831] ; [5.92555831 6.07444169],0
d3,1,0.093894,2.806309,[280 108] ; [6 6],[277.42 110.58] ; [8.58 3.42],0
n3,1,0.096879,2.756184,[63 20] ; [1 2],[61.76744186 21.23255814] ; [2.23255814 0.76744186],0
s6,1,0.166549,1.913731,[338  45] ; [9 3],[336.45822785  46.54177215] ; [10.54177215  1.45822785],0
v1,1,0.187913,1.733907,[229 149] ; [5 7],[226.8 151.2] ; [7.2 4.8],0
v2,1,0.201587,1.630836,[224 149] ; [5 7],[221.86233766 151.13766234] ; [7.13766234 4.86233766],0
a6,1,0.218856,1.511858,[260 128] ; [6 6],[258.02 129.98] ; [7.98 4.02],0
p4,1,0.22386,1.479452,[259 130] ; [10  2],[260.95012469 128.04987531] ; [8.04987531 3.95012469],0
p5,1,0.256399,1.288098,[ 52 333] ; [3 9],[ 53.33753149 331.66246851] ; [ 1.66246851 10.33753149],0
b4,1,0.257841,1.280311,[227 164] ; [5 7],[225.09181141 165.90818859] ; [6.90818859 5.09181141],0
r3,1,0.269022,1.221726,[379  11] ; [11  1],[378.35820896  11.64179104] ; [11.64179104  0.35820896],0
s8,1,0.292397,1.108552,[252 137] ; [6 6],[250.27930175 138.72069825] ; [7.72069825 4.27930175],0
a5,1,0.340235,0.909547,[306  85] ; [8 4],[304.65012407  86.34987593] ; [9.34987593 2.65012407],0
b1,1,0.372793,0.794333,[146 245] ; [6 6],[147.47394541 243.52605459] ; [4.52605459 7.47394541],0
p8,1,0.378772,0.774684,[211 176] ; [5 7],[209.5037594 177.4962406] ; [6.4962406 5.5037594],0
p6,1,0.390145,0.73849,[178 210] ; [4 8],[176.54 211.46] ; [5.46 6.54],0
s1,1,0.479817,0.49928,[ 16 370] ; [ 1 11],[ 16.48743719 369.51256281] ; [ 0.51256281 11.48743719],0
v3,1,0.482025,0.494279,[162 210] ; [4 8],[160.8125 211.1875] ; [5.1875 6.8125],0
n6,1,0.509002,0.436118,[341  45] ; [9 2],[340.302267  45.697733] ; [9.697733 1.302267],0
a8,1,0.532704,0.38923,[ 58 303] ; [ 1 10],[ 57.25537634 303.74462366] ; [1.74462366 9.25537634],0
s4,1,0.542925,0.370146,[ 94 293] ; [ 2 10],[ 93.11278195 293.88721805] ; [2.88721805 9.11278195],0
d4,1,0.625502,0.23821,[337  51] ; [11  1],[337.56  50.44] ; [10.44  1.56],0
n5,1,0.64277,0.215137,[312  76] ; [9 3],[311.37  76.63] ; [9.63 2.37],0
p12,1,0.652223,0.203108,[ 48 342] ; [ 2 10],[ 48.50746269 341.49253731] ; [ 1.49253731 10.50746269],0
u2,1,0.661897,0.191227,[52 36] ; [3 3],[51.4893617 36.5106383] ; [3.5106383 2.4893617],0
n4,1,0.691463,0.157506,[310  79] ; [9 3],[309.45386534  79.54613466] ; [9.54613466 2.45386534],0
b5,1,0.697881,0.150686,[239 152] ; [8 4],[239.64516129 151.35483871] ; [7.35483871 4.64516129],0
p3,1,0.725067,0.123689,[215 175] ; [6 6],[214.40298507 175.59701493] ; [6.59701493 5.40298507],0
n1,1,0.730052,0.119064,[36 47] ; [1 2],[35.70930233 47.29069767] ; [1.29069767 1.70930233],0
p11,1,0.763232,0.090745,[312  79] ; [10  2],[312.41191067  78.58808933] ; [9.58808933 2.41191067],0
p2,1,0.804919,0.061002,[334  55] ; [10  2],[333.70573566  55.29426434] ; [10.29426434  1.70573566],0
b3,1,0.879633,0.022933,[ 96 143] ; [3 5],[ 95.79352227 143.20647773] ; [3.20647773 4.79352227],0
b2,1,0.879633,0.022933,[ 96 143] ; [3 5],[ 95.79352227 143.20647773] ; [3.20647773 4.79352227],0
p7,1,0.938488,0.005955,[256 122] ; [8 4],[255.87692308 122.12307692] ; [8.12307692 3.87692308],0
