Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,9.7e-05,15.195391,[31 25] ; [ 5 30],[22.15384615 33.84615385] ; [13.84615385 21.15384615],1
p3,1,0.000946,10.930037,[39 17] ; [12 23],[31.38461538 24.61538462] ; [19.61538462 15.38461538],1
p8,1,0.003447,8.554428,[39 17] ; [13 21],[32.35555556 23.64444444] ; [19.64444444 14.35555556],0
b3,1,0.017931,5.602845,[19 17] ; [ 5 18],[14.6440678 21.3559322] ; [ 9.3559322 13.6440678],0
b2,1,0.017931,5.602845,[19 17] ; [ 5 18],[14.6440678 21.3559322] ; [ 9.3559322 13.6440678],0
p7,1,0.018861,5.514366,[41 15] ; [16 17],[35.86516854 20.13483146] ; [21.13483146 11.86516854],0
p2,1,0.064704,3.4125,[51  5] ; [27  8],[48.  8.] ; [30.  5.],0
n5,1,0.090821,2.859769,[41 15] ; [19 15],[37.33333333 18.66666667] ; [22.66666667 11.33333333],0
s4,1,0.107791,2.586316,[12 44] ; [ 3 32],[ 9.23076923 46.76923077] ; [ 5.76923077 29.23076923],0
d1,1,0.112595,2.517418,[41 15] ; [20 15],[37.53846154 18.46153846] ; [23.46153846 11.53846154],0
b4,1,0.138213,2.19774,[39 17] ; [19 16],[35.69230769 20.30769231] ; [22.30769231 12.69230769],0
v1,1,0.235215,1.409044,[33 22] ; [15 17],[30.34482759 24.65517241] ; [17.65517241 14.34482759],0
n2,1,0.2524,1.309972,[5 4] ; [8 2],[6.15789474 2.84210526] ; [6.84210526 3.15789474],0
a4,1,0.297462,1.085539,[21 35] ; [17 18],[23.38461538 32.61538462] ; [14.61538462 20.38461538],0
d3,1,0.301002,1.069749,[38 18] ; [20 15],[35.69230769 20.30769231] ; [22.30769231 12.69230769],0
u1,1,0.303602,1.058307,[ 9 47] ; [ 3 32],[ 7.38461538 48.61538462] ; [ 4.61538462 30.38461538],0
a1,1,0.307192,1.042708,[ 1 55] ; [ 2 33],[ 1.84615385 54.15384615] ; [ 1.15384615 33.84615385],0
r3,1,0.307192,1.042708,[55  1] ; [33  2],[54.15384615  1.84615385] ; [33.84615385  1.15384615],0
n1,1,0.317311,1.0,[2 7] ; [4 5],[3. 6.] ; [3. 6.],0
b5,1,0.327794,0.957595,[31 25] ; [23 12],[33.23076923 22.76923077] ; [20.76923077 14.23076923],0
p9,1,0.334686,0.930682,[49  7] ; [28  7],[47.38461538  8.61538462] ; [29.61538462  5.38461538],0
u2,1,0.349615,0.874854,[11 11] ; [8 4],[12.29411765  9.70588235] ; [6.70588235 5.29411765],0
n6,1,0.378545,0.775423,[42 14] ; [29  6],[43.69230769 12.30769231] ; [27.30769231  7.69230769],0
p1,1,0.382747,0.76186,[ 4 52] ; [ 1 34],[ 3.07692308 52.92307692] ; [ 1.92307692 33.07692308],0
r4,1,0.382747,0.76186,[52  4] ; [34  1],[52.92307692  3.07692308] ; [33.07692308  1.92307692],0
b1,1,0.383851,0.758333,[26 30] ; [13 22],[24. 32.] ; [15. 20.],0
v3,1,0.429828,0.623287,[18 35] ; [14 19],[19.72093023 33.27906977] ; [12.27906977 20.72093023],0
d2,1,0.437687,0.60234,[35 21] ; [19 16],[33.23076923 22.76923077] ; [20.76923077 14.23076923],0
n4,1,0.438779,0.599473,[44 12] ; [25 10],[42.46153846 13.53846154] ; [26.53846154  8.46153846],0
r1,1,0.552555,0.35276,[45 11] ; [29  5],[46.04444444  9.95555556] ; [27.95555556  6.04444444],0
r2,1,0.559837,0.339987,[50  5] ; [33  2],[50.72222222  4.27777778] ; [32.27777778  2.72222222],0
d4,1,0.560207,0.339346,[46 10] ; [27  8],[44.92307692 11.07692308] ; [28.07692308  6.92307692],0
p5,1,0.571409,0.32033,[ 3 53] ; [ 1 34],[ 2.46153846 53.53846154] ; [ 1.53846154 33.46153846],0
p12,1,0.600869,0.273688,[ 5 51] ; [ 2 32],[ 4.35555556 51.64444444] ; [ 2.64444444 31.35555556],0
a2,1,0.617558,0.249315,[12 44] ; [ 6 29],[11.07692308 44.92307692] ; [ 6.92307692 28.07692308],0
s2,1,0.624728,0.239278,[26 28] ; [15 20],[24.87640449 29.12359551] ; [16.12359551 18.87640449],0
n3,1,0.628745,0.233766,[6 3] ; [5 4],[5.5 3.5] ; [5.5 3.5],0
a3,1,0.631463,0.230083,[34 22] ; [23 12],[35.07692308 20.92307692] ; [21.92307692 13.07692308],0
p10,1,0.631972,0.229396,[47  9] ; [28  7],[46.15384615  9.84615385] ; [28.84615385  6.15384615],0
s5,1,0.662574,0.190412,[15 39] ; [10 21],[15.88235294 38.11764706] ; [ 9.11764706 21.88235294],0
u3,1,0.664001,0.1887,[13  9] ; [8 4],[13.58823529  8.41176471] ; [7.41176471 4.58823529],0
s6,1,0.70428,0.144058,[40 16] ; [23 11],[39.2 16.8] ; [23.8 10.2],0
a7,1,0.744446,0.106257,[41 14] ; [25 10],[40.33333333 14.66666667] ; [25.66666667  9.33333333],0
v4,1,0.789349,0.071373,[52  4] ; [33  2],[52.30769231  3.69230769] ; [32.69230769  2.30769231],0
p11,1,0.806504,0.059995,[49  7] ; [30  5],[48.61538462  7.38461538] ; [30.38461538  4.61538462],0
s1,1,0.87944,0.023007,[ 2 53] ; [ 1 32],[ 1.875 53.125] ; [ 1.125 31.875],0
s3,1,0.882797,0.021734,[30 24] ; [20 15],[30.33707865 23.66292135] ; [19.66292135 15.33707865],0
a6,1,0.890316,0.019018,[36 20] ; [22 13],[35.69230769 20.30769231] ; [22.30769231 12.69230769],0
a8,1,0.931536,0.007381,[ 8 44] ; [ 5 29],[ 7.86046512 44.13953488] ; [ 5.13953488 28.86046512],0
a5,1,0.939198,0.005818,[42 14] ; [26  9],[41.84615385 14.15384615] ; [26.15384615  8.84615385],0
v2,1,0.978952,0.000696,[28 25] ; [17 15],[28.05882353 24.94117647] ; [16.94117647 15.05882353],0
d5,1,1.0,0.0,[48  8] ; [30  5],[48.  8.] ; [30.  5.],0
