Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.002351,9.253176,[ 7 29] ; [44 46],[14.57142857 21.42857143] ; [36.42857143 53.57142857],0
p9,1,0.010424,6.560947,[24 11] ; [80 11],[28.88888889  6.11111111] ; [75.11111111 15.88888889],0
n6,1,0.014533,5.972213,[27  9] ; [84  8],[31.21875  4.78125] ; [79.78125 12.21875],0
p7,1,0.030395,4.686821,[16 20] ; [57 30],[21.36585366 14.63414634] ; [51.63414634 35.36585366],0
b4,1,0.037861,4.311244,[17 19] ; [63 31],[22.15384615 13.84615385] ; [57.84615385 36.15384615],0
p2,1,0.046237,3.972943,[24 12] ; [77 16],[28.18604651  7.81395349] ; [72.81395349 20.18604651],0
b1,1,0.080669,3.051374,[17 19] ; [29 65],[12.73846154 23.26153846] ; [33.26153846 60.73846154],0
n5,1,0.090204,2.870732,[22 14] ; [70 22],[25.875 10.125] ; [66.125 25.875],0
p10,1,0.095541,2.778435,[24 10] ; [78 15],[27.30708661  6.69291339] ; [74.69291339 18.30708661],0
u3,1,0.112029,2.525361,[4 8] ; [17 11],[6.3 5.7] ; [14.7 13.3],0
d1,1,0.149449,2.077861,[16 20] ; [55 39],[19.66153846 16.33846154] ; [51.33846154 42.66153846],0
a8,1,0.186809,1.742609,[ 7 23] ; [11 73],[ 4.73684211 25.26315789] ; [13.26315789 70.73684211],0
n4,1,0.194811,1.680858,[22 13] ; [70 24],[24.96124031 10.03875969] ; [67.03875969 26.96124031],0
s4,1,0.208725,1.580247,[13 23] ; [23 69],[10.125 25.875] ; [25.875 66.125],0
s8,1,0.234585,1.412846,[22 14] ; [46 47],[18.97674419 17.02325581] ; [49.02325581 43.97674419],0
n1,1,0.239918,1.381074,[ 5 11] ; [12 12],[6.8 9.2] ; [10.2 13.8],0
a6,1,0.240053,1.380283,[24 12] ; [52 42],[21.04615385 14.95384615] ; [54.95384615 39.04615385],0
b2,1,0.259951,1.26902,[ 6 14] ; [27 34],[ 8.14814815 11.85185185] ; [24.85185185 36.14814815],0
b3,1,0.259951,1.26902,[ 6 14] ; [27 34],[ 8.14814815 11.85185185] ; [24.85185185 36.14814815],0
a7,1,0.262043,1.257934,[28  8] ; [63 30],[25.39534884 10.60465116] ; [65.60465116 27.39534884],0
d4,1,0.331558,0.942802,[28  8] ; [79 14],[29.86046512  6.13953488] ; [77.13953488 15.86046512],0
u1,1,0.334768,0.930365,[ 7 29] ; [12 82],[ 5.26153846 30.73846154] ; [13.73846154 80.26153846],0
v2,1,0.336548,0.923538,[16 20] ; [48 41],[18.432 17.568] ; [45.568 43.432],0
n3,1,0.342558,0.900833,[11  6] ; [18  5],[12.325  4.675] ; [16.675  6.325],0
d3,1,0.351859,0.866743,[25 11] ; [57 37],[22.70769231 13.29230769] ; [59.29230769 34.70769231],0
v4,1,0.389284,0.741176,[33  3] ; [86  4],[34.  2.] ; [85.  5.],0
p6,1,0.400416,0.707076,[ 9 27] ; [30 62],[10.96875 25.03125] ; [28.03125 63.96875],0
a5,1,0.446171,0.580361,[24 12] ; [69 25],[25.75384615 10.24615385] ; [67.24615385 26.75384615],0
b5,1,0.457364,0.552337,[21 15] ; [48 46],[19.10769231 16.89230769] ; [49.89230769 44.10769231],0
u4,1,0.477394,0.504811,[ 1 35] ; [ 1 93],[ 0.55384615 35.44615385] ; [ 1.44615385 92.55384615],0
s6,1,0.504963,0.44449,[31  4] ; [78 15],[29.8046875  5.1953125] ; [79.1953125 13.8046875],0
r2,1,0.515462,0.422964,[35  1] ; [86  5],[34.2992126  1.7007874] ; [86.7007874  4.2992126],0
a4,1,0.525355,0.403369,[15 21] ; [45 49],[16.61538462 19.38461538] ; [43.38461538 50.61538462],0
a1,1,0.536594,0.381889,[ 1 35] ; [ 5 89],[ 1.66153846 34.33846154] ; [ 4.33846154 89.66153846],0
s3,1,0.586456,0.295913,[24 12] ; [63 25],[25.25806452 10.74193548] ; [61.74193548 26.25806452],0
s2,1,0.63329,0.227626,[24 12] ; [66 27],[25.11627907 10.88372093] ; [64.88372093 28.11627907],0
r1,1,0.660674,0.192706,[27  8] ; [75 18],[27.890625  7.109375] ; [74.109375 18.890625],0
p5,1,0.682219,0.167638,[ 3 33] ; [10 83],[ 3.62790698 32.37209302] ; [ 9.37209302 83.62790698],0
r3,1,0.682919,0.166858,[34  2] ; [85  7],[33.46875  2.53125] ; [85.53125  6.46875],0
s1,1,0.699521,0.148971,[ 1 34] ; [ 4 88],[ 1.37795276 33.62204724] ; [ 3.62204724 88.37795276],0
v3,1,0.724263,0.124444,[12 24] ; [33 57],[12.85714286 23.14285714] ; [32.14285714 57.85714286],0
v1,1,0.730105,0.119016,[18 17] ; [51 42],[18.8671875 16.1328125] ; [50.1328125 42.8671875],0
r4,1,0.734153,0.115332,[31  5] ; [83 11],[31.56923077  4.43076923] ; [82.43076923 11.56923077],0
p1,1,0.800331,0.063968,[ 3 33] ; [ 9 83],[ 3.375 32.625] ; [ 8.625 83.375],0
a3,1,0.856773,0.032574,[24 11] ; [66 28],[24.41860465 10.58139535] ; [65.58139535 28.41860465],0
s7,1,0.878494,0.023372,[21 14] ; [55 39],[20.62015504 14.37984496] ; [55.37984496 38.62015504],0
n2,1,0.913974,0.01167,[13  4] ; [18  6],[12.85365854  4.14634146] ; [18.14634146  5.85365854],0
p4,1,0.925021,0.008857,[15 20] ; [39 54],[14.765625 20.234375] ; [39.234375 53.765625],0
d2,1,0.95096,0.003782,[19 17] ; [48 44],[18.84375 17.15625] ; [48.15625 43.84375],0
d5,1,0.969484,0.001463,[29  7] ; [76 18],[29.07692308  6.92307692] ; [75.92307692 18.07692308],0
u2,1,0.970323,0.001384,[5 7] ; [11 15],[5.05263158 6.94736842] ; [10.94736842 15.05263158],0
a2,1,0.988442,0.00021,[ 8 28] ; [21 73],[ 8.03076923 27.96923077] ; [20.96923077 73.03076923],0
