Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.623683,[ 5 11] ; [81 16],[12.17699115  3.82300885] ; [73.82300885 23.17699115],1
p8,1,0.195409,1.676356,[ 3 12] ; [36 61],[5.22321429 9.77678571] ; [33.77678571 63.22321429],0
p4,1,0.215206,1.536055,[ 5 11] ; [46 50],[7.28571429 8.71428571] ; [43.71428571 52.28571429],0
n2,1,0.223654,1.480769,[4 5] ; [22 11],[5.57142857 3.42857143] ; [20.42857143 12.57142857],0
p7,1,0.295231,1.095612,[ 5 11] ; [43 52],[6.91891892 9.08108108] ; [41.08108108 53.91891892],0
d2,1,0.2978,1.084019,[10  6] ; [47 50],[8.07079646 7.92920354] ; [48.92920354 48.07079646],0
s8,1,0.347153,0.883838,[ 2 14] ; [22 74],[ 3.42857143 12.57142857] ; [20.57142857 75.42857143],0
b2,1,0.383169,0.760509,[2 8] ; [20 39],[3.1884058 6.8115942] ; [18.8115942 40.1884058],0
b3,1,0.383169,0.760509,[2 8] ; [20 39],[3.1884058 6.8115942] ; [18.8115942 40.1884058],0
u2,1,0.453069,0.562963,[2 4] ; [16 16],[2.84210526 3.15789474] ; [15.15789474 16.84210526],0
d4,1,0.476396,0.507102,[12  4] ; [80 17],[13.02654867  2.97345133] ; [78.97345133 18.02654867],0
d3,1,0.485389,0.486732,[10  6] ; [69 28],[11.18584071  4.81415929] ; [67.81415929 29.18584071],0
p5,1,0.487603,0.481812,[ 1 14] ; [ 3 94],[ 0.53571429 14.46428571] ; [ 3.46428571 93.53571429],0
v2,1,0.512027,0.429921,[ 6 10] ; [44 51],[7.20720721 8.79279279] ; [42.79279279 52.20720721],0
a4,1,0.556524,0.345759,[7 9] ; [35 62],[ 5.94690265 10.05309735] ; [36.05309735 60.94690265],0
v3,1,0.560179,0.339394,[ 4 12] ; [31 65],[ 5. 11.] ; [30. 66.],0
n1,1,0.575217,0.314032,[3 6] ; [14 18],[3.73170732 5.26829268] ; [13.26829268 18.73170732],0
s5,1,0.605829,0.266293,[ 3 13] ; [13 81],[ 2.32727273 13.67272727] ; [13.67272727 80.32727273],0
b1,1,0.609524,0.260869,[10  6] ; [54 43],[9.0619469 6.9380531] ; [54.9380531 42.0619469],0
n4,1,0.661671,0.1915,[10  6] ; [66 31],[10.76106195  5.23893805] ; [65.23893805 31.76106195],0
d5,1,0.764828,0.089489,[12  4] ; [76 21],[12.46017699  3.53982301] ; [75.53982301 21.46017699],0
p1,1,0.776558,0.080547,[ 1 15] ; [ 8 88],[ 1.28571429 14.71428571] ; [ 7.71428571 88.28571429],0
d1,1,0.788731,0.071802,[8 8] ; [52 45],[8.49557522 7.50442478] ; [51.50442478 45.49557522],0
p6,1,0.818296,0.052779,[ 3 13] ; [20 74],[ 3.34545455 12.65454545] ; [19.65454545 74.34545455],0
a6,1,0.845934,0.037756,[11  5] ; [69 28],[11.32743363  4.67256637] ; [68.67256637 28.32743363],0
b5,1,0.849504,0.036006,[10  6] ; [63 34],[10.33628319  5.66371681] ; [62.66371681 34.33628319],0
a2,1,0.910829,0.012543,[ 4 12] ; [23 74],[ 3.82300885 12.17699115] ; [23.17699115 73.82300885],0
n5,1,0.911531,0.012345,[9 7] ; [56 41],[9.20353982 6.79646018] ; [55.79646018 41.20353982],0
b4,1,0.912997,0.011938,[10  6] ; [62 35],[10.19469027  5.80530973] ; [61.80530973 35.19469027],0
a3,1,0.958274,0.002737,[10  5] ; [64 33],[9.91071429 5.08928571] ; [64.08928571 32.91071429],0
a5,1,0.960774,0.002419,[10  6] ; [60 37],[9.91150442 6.08849558] ; [60.08849558 36.91150442],0
