Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.9e-05,18.258479,[95 37] ; [12 24],[84.07142857 47.92857143] ; [22.92857143 13.07142857],1
p4,1,0.15787,1.994514,[70 61] ; [14 21],[66.28915663 64.71084337] ; [17.71084337 17.28915663],0
n1,1,0.167291,1.907051,[14 25] ; [7 5],[16.05882353 22.94117647] ; [4.94117647 7.05882353],0
a5,1,0.174795,1.84133,[79 53] ; [17 19],[75.42857143 56.57142857] ; [20.57142857 15.42857143],0
s8,1,0.201789,1.629381,[48 84] ; [ 9 27],[44.78571429 87.21428571] ; [12.21428571 23.78571429],0
n2,1,0.202402,1.624956,[29 10] ; [11  1],[30.58823529  8.41176471] ; [9.41176471 2.58823529],0
d3,1,0.255732,1.291715,[74 57] ; [16 19],[71.02409639 59.97590361] ; [18.97590361 16.02409639],0
b2,1,0.288701,1.125669,[29 47] ; [ 6 17],[26.86868687 49.13131313] ; [ 8.13131313 14.86868687],0
b3,1,0.288701,1.125669,[29 47] ; [ 6 17],[26.86868687 49.13131313] ; [ 8.13131313 14.86868687],0
p6,1,0.300116,1.073678,[46 82] ; [ 9 25],[43.45679012 84.54320988] ; [11.54320988 22.45679012],0
r2,1,0.335521,0.92747,[107  21] ; [26  8],[105.08641975  22.91358025] ; [27.91358025  6.08641975],0
v2,1,0.354867,0.855978,[55 73] ; [12 23],[52.61349693 75.38650307] ; [14.38650307 20.61349693],0
n3,1,0.422534,0.643258,[28 11] ; [10  2],[29.05882353  9.94117647] ; [8.94117647 3.05882353],0
a4,1,0.425031,0.636364,[46 86] ; [10 26],[44. 88.] ; [12. 24.],0
p5,1,0.439087,0.598667,[ 17 113] ; [ 3 33],[ 15.6626506 114.3373494] ; [ 4.3373494 31.6626506],0
p12,1,0.450716,0.568852,[  8 123] ; [ 1 34],[  7.10240964 123.89759036] ; [ 1.89759036 33.10240964],0
p7,1,0.454096,0.560408,[70 59] ; [16 18],[68.06134969 60.93865031] ; [17.93865031 16.06134969],0
s7,1,0.468886,0.524601,[50 75] ; [12 24],[48.13664596 76.86335404] ; [13.86335404 22.13664596],0
d4,1,0.475533,0.509091,[96 36] ; [24 12],[94.28571429 37.71428571] ; [25.71428571 10.28571429],0
a2,1,0.487205,0.482694,[ 13 119] ; [ 5 31],[ 14.14285714 117.85714286] ; [ 3.85714286 32.14285714],0
p1,1,0.496827,0.461708,[ 13 118] ; [ 5 31],[ 14.11976048 116.88023952] ; [ 3.88023952 32.11976048],0
a8,1,0.54146,0.372841,[ 13 110] ; [ 5 30],[ 14.01265823 108.98734177] ; [ 3.98734177 31.01265823],0
s5,1,0.571802,0.319677,[34 89] ; [ 8 27],[32.69620253 90.30379747] ; [ 9.30379747 25.69620253],0
b5,1,0.572101,0.319179,[85 47] ; [25 11],[86.42857143 45.57142857] ; [23.57142857 12.42857143],0
a3,1,0.579543,0.306974,[77 54] ; [23 13],[78.44311377 52.55688623] ; [21.55688623 14.44311377],0
s4,1,0.584218,0.299465,[ 24 108] ; [ 8 28],[ 25.14285714 106.85714286] ; [ 6.85714286 29.14285714],0
s2,1,0.627179,0.235906,[61 71] ; [15 21],[59.71428571 72.28571429] ; [16.28571429 19.71428571],0
u2,1,0.669751,0.181893,[26 29] ; [7 6],[26.69117647 28.30882353] ; [6.30882353 6.69117647],0
a7,1,0.76622,0.088401,[80 51] ; [21 15],[79.22754491 51.77245509] ; [21.77245509 14.22754491],0
a6,1,0.787288,0.07281,[73 59] ; [19 17],[72.28571429 59.71428571] ; [19.71428571 16.28571429],0
v1,1,0.79232,0.069326,[57 71] ; [16 18],[57.67901235 70.32098765] ; [15.32098765 18.67901235],0
u1,1,0.800838,0.063636,[  6 126] ; [ 2 34],[  6.28571429 125.71428571] ; [ 1.71428571 34.28571429],0
s3,1,0.831048,0.045521,[64 66] ; [17 19],[63.43373494 66.56626506] ; [17.56626506 18.43373494],0
d2,1,0.911777,0.012276,[46 85] ; [13 23],[46.28143713 84.71856287] ; [12.71856287 23.28143713],0
s1,1,0.937005,0.006247,[  4 128] ; [ 1 35],[  3.92857143 128.07142857] ; [ 1.07142857 34.92857143],0
