Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.006221,7.48517,[2 1] ; [48  1],[2.88461538 0.11538462] ; [47.11538462  1.88461538],0
a8,1,0.095274,2.782917,[1 2] ; [ 3 44],[0.24 2.76] ; [ 3.76 43.24],0
p12,1,0.144829,2.125889,[1 2] ; [ 4 46],[0.28301887 2.71698113] ; [ 4.71698113 45.28301887],0
p11,1,0.186322,1.74646,[1 2] ; [35 15],[2.03773585 0.96226415] ; [33.96226415 16.03773585],0
p9,1,0.215383,1.53487,[2 1] ; [45  5],[2.66037736 0.33962264] ; [44.33962264  5.66037736],0
b1,1,0.218146,1.516529,[2 1] ; [16 34],[1.01886792 1.98113208] ; [16.98113208 33.01886792],0
r1,1,0.251809,1.31324,[1 2] ; [33 17],[1.9245283 1.0754717] ; [32.0754717 17.9245283],0
r4,1,0.289135,1.123644,[2 1] ; [44  6],[2.60377358 0.39622642] ; [43.39622642  6.60377358],0
s2,1,0.339207,0.913425,[1 2] ; [30 19],[1.78846154 1.21153846] ; [29.21153846 19.78846154],0
d4,1,0.363599,0.825426,[2 1] ; [43  7],[2.54716981 0.45283019] ; [42.45283019  7.54716981],0
s8,1,0.402437,0.701034,[1 2] ; [29 21],[1.69811321 1.30188679] ; [28.30188679 21.69811321],0
a4,1,0.402437,0.701034,[1 2] ; [29 21],[1.69811321 1.30188679] ; [28.30188679 21.69811321],0
n6,1,0.437373,0.603165,[2 1] ; [42  8],[2.49056604 0.50943396] ; [41.50943396  8.49056604],0
v1,1,0.483082,0.491898,[1 2] ; [26 22],[1.58823529 1.41176471] ; [25.41176471 22.58823529],0
a2,1,0.5097,0.434682,[1 2] ; [ 9 41],[0.56603774 2.43396226] ; [ 9.43396226 40.56603774],0
p3,1,0.529888,0.394606,[2 1] ; [24 26],[1.47169811 1.52830189] ; [24.52830189 25.47169811],0
s3,1,0.646329,0.21056,[2 1] ; [26 23],[1.61538462 1.38461538] ; [26.38461538 22.61538462],0
a5,1,0.715158,0.133179,[2 1] ; [38 12],[2.26415094 0.73584906] ; [37.73584906 12.26415094],0
b4,1,0.767307,0.087556,[2 1] ; [29 21],[1.75471698 1.24528302] ; [29.24528302 20.75471698],0
n5,1,0.779611,0.078303,[2 1] ; [37 13],[2.20754717 0.79245283] ; [36.79245283 13.20754717],0
d2,1,0.818634,0.052579,[2 1] ; [30 20],[1.81132075 1.18867925] ; [30.18867925 19.81132075],0
d1,1,0.902778,0.014921,[2 1] ; [35 15],[2.09433962 0.90566038] ; [34.90566038 15.09433962],0
p8,1,0.925468,0.008751,[1 2] ; [18 32],[1.0754717 1.9245283] ; [17.9245283 32.0754717],0
s5,1,0.935917,0.006465,[1 2] ; [14 31],[0.9375 2.0625] ; [14.0625 30.9375],0
b5,1,0.961672,0.002309,[2 1] ; [34 16],[2.03773585 0.96226415] ; [33.96226415 16.03773585],0
p10,1,0.961672,0.002309,[2 1] ; [34 16],[2.03773585 0.96226415] ; [33.96226415 16.03773585],0
v3,1,1.0,0.0,[1 2] ; [16 32],[1. 2.] ; [16. 32.],0
