Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,30.019573,[85  9] ; [26 26],[71.46575342 22.53424658] ; [39.53424658 12.46575342],1
p4,1,0.0,27.360197,[59 37] ; [ 8 42],[44.05479452 51.94520548] ; [22.94520548 27.05479452],1
r4,1,4e-06,21.080717,[83 13] ; [27 25],[71.35135135 24.64864865] ; [38.64864865 13.35135135],1
p10,1,1.5e-05,18.682258,[63 30] ; [15 35],[50.72727273 42.27272727] ; [27.27272727 22.72727273],1
p9,1,2.7e-05,17.59914,[71 22] ; [20 29],[59.59859155 33.40140845] ; [31.40140845 17.59859155],1
v4,1,7.1e-05,15.7757,[88  7] ; [35 17],[79.48979592 15.51020408] ; [43.51020408  8.48979592],1
s6,1,0.000161,14.234487,[65 27] ; [20 32],[54.30555556 37.69444444] ; [30.69444444 21.30555556],1
p7,1,0.000272,13.253085,[55 38] ; [14 37],[44.5625 48.4375] ; [24.4375 26.5625],1
s2,1,0.000333,12.877153,[53 42] ; [13 39],[42.65306122 52.34693878] ; [23.34693878 28.65306122],1
a1,1,0.000951,10.919987,[ 3 93] ; [10 42],[ 8.43243243 87.56756757] ; [ 4.56756757 47.43243243],1
v1,1,0.001457,10.13228,[52 44] ; [14 38],[42.81081081 53.18918919] ; [23.18918919 28.81081081],0
p8,1,0.001525,10.048134,[39 55] ; [ 8 43],[30.46896552 63.53103448] ; [16.53103448 34.46896552],0
p6,1,0.001944,9.60139,[38 55] ; [ 8 43],[29.70833333 63.29166667] ; [16.29166667 34.70833333],0
s7,1,0.002019,9.532092,[50 38] ; [14 34],[41.41176471 46.58823529] ; [22.58823529 25.41176471],0
r1,1,0.007184,7.226454,[74 20] ; [30 22],[66.95890411 27.04109589] ; [37.04109589 14.95890411],0
n6,1,0.007345,7.186708,[79 16] ; [33 19],[72.38095238 22.61904762] ; [39.61904762 12.38095238],0
s5,1,0.013256,6.134561,[33 56] ; [ 9 43],[26.5106383 62.4893617] ; [15.4893617 36.5106383],0
r2,1,0.013577,6.092364,[90  5] ; [41  9],[85.82758621  9.17241379] ; [45.17241379  4.82758621],0
s8,1,0.015568,5.850987,[43 52] ; [13 39],[36.19047619 58.80952381] ; [19.80952381 32.19047619],0
d3,1,0.016805,5.716611,[64 31] ; [24 27],[57.26027397 37.73972603] ; [30.73972603 20.26027397],0
p3,1,0.017405,5.655094,[41 55] ; [12 40],[34.37837838 61.62162162] ; [18.62162162 33.37837838],0
d4,1,0.022777,5.185395,[73 22] ; [30 21],[67.02054795 27.97945205] ; [35.97945205 15.02054795],0
b5,1,0.043143,4.089781,[66 30] ; [27 25],[60.32432432 35.67567568] ; [32.67567568 19.32432432],0
d5,1,0.046109,3.977609,[75 21] ; [32 19],[69.87755102 26.12244898] ; [37.12244898 13.87755102],0
u2,1,0.069007,3.306482,[13 18] ; [ 3 15],[10.12244898 20.87755102] ; [ 5.87755102 12.12244898],0
s3,1,0.081825,3.028272,[54 42] ; [21 30],[48.97959184 47.02040816] ; [26.02040816 24.97959184],0
v2,1,0.082805,3.008962,[43 50] ; [16 35],[38.10416667 54.89583333] ; [20.89583333 30.10416667],0
p5,1,0.200352,1.639804,[12 83] ; [ 3 48],[ 9.76027397 85.23972603] ; [ 5.23972603 45.76027397],0
b4,1,0.202111,1.627055,[53 43] ; [23 29],[49.2972973 46.7027027] ; [26.7027027 25.2972973],0
u3,1,0.254451,1.298701,[16 16] ; [ 6 12],[14.08 17.92] ; [ 7.92 10.08],0
v3,1,0.286704,1.135036,[34 60] ; [14 37],[31.11724138 62.88275862] ; [16.88275862 34.11724138],0
a8,1,0.304575,1.054055,[12 72] ; [10 37],[14.10687023 69.89312977] ; [ 7.89312977 39.10687023],0
a7,1,0.308425,1.03741,[67 29] ; [32 20],[64.21621622 31.78378378] ; [34.78378378 17.21621622],0
s4,1,0.310458,1.028727,[17 78] ; [ 6 46],[14.86394558 80.13605442] ; [ 8.13605442 43.86394558],0
p1,1,0.323704,0.973922,[ 8 88] ; [ 7 45],[ 9.72972973 86.27027027] ; [ 5.27027027 46.72972973],0
s1,1,0.333988,0.933374,[ 5 88] ; [ 5 47],[ 6.4137931 86.5862069] ; [ 3.5862069 48.4137931],0
u1,1,0.334003,0.933315,[19 77] ; [ 7 45],[16.86486486 79.13513514] ; [ 9.13513514 42.86486486],0
d1,1,0.370891,0.800676,[48 48] ; [22 30],[45.40540541 50.59459459] ; [24.59459459 27.40540541],0
n4,1,0.376126,0.783325,[82 13] ; [42 10],[80.13605442 14.86394558] ; [43.86394558  8.13605442],0
b1,1,0.379497,0.77233,[50 46] ; [31 21],[52.54054054 43.45945946] ; [28.45945946 23.54054054],0
b2,1,0.410454,0.677485,[15 30] ; [16 22],[16.80722892 28.19277108] ; [14.19277108 23.80722892],0
