Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,79.985706,[ 49 104] ; [125  26],[87.57236842 65.42763158] ; [86.42763158 64.57236842],1
p4,1,0.0,32.947845,[63 90] ; [112  40],[87.78688525 65.21311475] ; [87.21311475 64.78688525],1
p10,1,0.0,32.103448,[95 57] ; [137  15],[116.  36.] ; [116.  36.],1
p2,1,0.0,28.82017,[98 54] ; [138  15],[117.61311475  34.38688525] ; [118.38688525  34.61311475],1
p3,1,0.0,26.511359,[ 51 102] ; [96 57],[73.5 79.5] ; [73.5 79.5],1
p11,1,0.0,25.386062,[98 56] ; [135  18],[116.87947883  37.12052117] ; [116.12052117  36.87947883],1
p6,1,2e-06,22.763938,[ 32 120] ; [71 80],[ 51.669967 100.330033] ; [51.330033 99.669967],1
p9,1,6e-06,20.553409,[103  48] ; [136  16],[119.10561056  31.89438944] ; [119.89438944  32.10561056],1
v4,1,2.6e-05,17.722322,[128  26] ; [149   4],[138.95114007  15.04885993] ; [138.04885993  14.95114007],1
r4,1,2.9e-05,17.494634,[116  38] ; [142  11],[129.42019544  24.57980456] ; [128.57980456  24.42019544],1
v1,1,0.000831,11.170427,[65 86] ; [94 57],[79.5 71.5] ; [79.5 71.5],1
r3,1,0.001417,10.183009,[130  22] ; [147   6],[138.04590164  13.95409836] ; [138.95409836  14.04590164],0
r1,1,0.002775,8.949735,[105  49] ; [126  26],[116.25490196  37.74509804] ; [114.74509804  37.25490196],0
p5,1,0.005701,7.642358,[  9 144] ; [ 24 129],[ 16.5 136.5] ; [ 16.5 136.5],0
n6,1,0.011216,6.430734,[122  31] ; [137  15],[129.92459016  23.07540984] ; [129.07540984  22.92459016],0
b3,1,0.014619,5.961779,[49 50] ; [31 65],[40.61538462 58.38461538] ; [39.38461538 56.61538462],0
b2,1,0.014619,5.961779,[49 50] ; [31 65],[40.61538462 58.38461538] ; [39.38461538 56.61538462],0
r2,1,0.020019,5.410198,[132  20] ; [141   8],[137.86046512  14.13953488] ; [135.13953488  13.86046512],0
a1,1,0.03425,4.48217,[ 14 140] ; [  5 148],[  9.53094463 144.46905537] ; [  9.46905537 143.53094463],0
n5,1,0.038119,4.299704,[119  34] ; [132  20],[125.91147541  27.08852459] ; [125.08852459  26.91147541],0
a7,1,0.046074,3.97887,[99 54] ; [115  38],[107.  46.] ; [107.  46.],0
v2,1,0.054029,3.711798,[75 75] ; [91 58],[83.27759197 66.72240803] ; [82.72240803 66.27759197],0
b1,1,0.065925,3.381686,[66 88] ; [ 50 103],[58.18892508 95.81107492] ; [57.81107492 95.18892508],0
d1,1,0.09409,2.802974,[79 75] ; [93 60],[86.28013029 67.71986971] ; [85.71986971 67.28013029],0
s5,1,0.094747,2.791821,[ 29 121] ; [ 41 108],[ 35.11705686 114.88294314] ; [ 34.88294314 114.11705686],0
