Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.658237,[342  33] ; [39 18],[330.72916667  44.27083333] ; [50.27083333  6.72916667],1
p9,1,1e-06,23.776779,[348  28] ; [40 16],[337.7037037  38.2962963] ; [50.2962963  5.7037037],1
p7,1,0.001328,10.30329,[318  54] ; [39 18],[309.56643357  62.43356643] ; [47.43356643  9.56643357],0
n5,1,0.020203,5.394311,[307  69] ; [39 18],[300.45265589  75.54734411] ; [45.54734411 11.45265589],0
a6,1,0.02253,5.204422,[257 121] ; [30 27],[249.39310345 128.60689655] ; [37.60689655 19.39310345],0
v2,1,0.022787,5.184684,[221 148] ; [24 31],[213.21933962 155.78066038] ; [31.78066038 23.21933962],0
b3,1,0.025644,4.97989,[ 93 143] ; [ 5 23],[ 87.60606061 148.39393939] ; [10.39393939 17.60606061],0
b2,1,0.025644,4.97989,[ 93 143] ; [ 5 23],[ 87.60606061 148.39393939] ; [10.39393939 17.60606061],0
n6,1,0.059659,3.546852,[336  41] ; [45 11],[331.72517321  45.27482679] ; [49.27482679  6.72517321],0
a5,1,0.079786,3.069256,[293  86] ; [38 19],[287.72706422  91.27293578] ; [43.27293578 13.72706422],0
s4,1,0.114424,2.492028,[ 61 311] ; [14 42],[ 65.18691589 306.81308411] ; [ 9.81308411 46.18691589],0
b5,1,0.117908,2.444886,[211 168] ; [38 19],[216.44724771 162.55275229] ; [32.55275229 24.44724771],0
s8,1,0.122607,2.383692,[196 180] ; [23 33],[190.61111111 185.38888889] ; [28.38888889 27.61111111],0
a3,1,0.123513,2.3722,[274 104] ; [35 21],[269.12903226 108.87096774] ; [39.87096774 16.12903226],0
n1,1,0.126362,2.336641,[20 37] ; [9 7],[22.64383562 34.35616438] ; [6.35616438 9.64383562],0
r3,1,0.142719,2.148399,[365  12] ; [52  4],[363.06928406  13.93071594] ; [53.93071594  2.06928406],0
p3,1,0.149023,2.082226,[243 135] ; [31 26],[238.09655172 139.90344828] ; [35.90344828 21.09655172],0
n4,1,0.166367,1.915377,[308  70] ; [42 15],[304.13793103  73.86206897] ; [45.86206897 11.13793103],0
a8,1,0.16881,1.893483,[ 55 291] ; [ 4 44],[ 51.81218274 294.18781726] ; [ 7.18781726 40.81218274],0
d3,1,0.211337,1.562245,[269 110] ; [45 12],[272.94954128 106.05045872] ; [41.05045872 15.94954128],0
p4,1,0.241067,1.374345,[286  92] ; [39 18],[282.4137931  95.5862069] ; [42.5862069 14.4137931],0
b1,1,0.254727,1.29719,[143 236] ; [26 31],[146.9059633 232.0940367] ; [22.0940367 34.9059633],0
v1,1,0.257541,1.281928,[224 146] ; [30 27],[220.09367681 149.90632319] ; [33.90632319 23.09367681],0
a2,1,0.381894,0.764596,[ 86 293] ; [10 47],[ 83.44954128 295.55045872] ; [12.55045872 44.44954128],0
d4,1,0.382046,0.764107,[322  56] ; [46 11],[319.77931034  58.22068966] ; [48.22068966  8.77931034],0
p12,1,0.399179,0.710798,[ 40 336] ; [ 4 53],[ 38.20785219 337.79214781] ; [ 5.79214781 51.20785219],0
s5,1,0.45945,0.547235,[140 223] ; [18 36],[137.53956835 225.46043165] ; [20.46043165 33.53956835],0
d5,1,0.476977,0.505767,[313  65] ; [45 12],[311.08965517  66.91034483] ; [46.91034483 10.08965517],0
a1,1,0.47856,0.502143,[ 22 357] ; [ 2 55],[ 20.86238532 358.13761468] ; [ 3.13761468 53.86238532],0
u2,1,0.485946,0.485489,[61 44] ; [11 11],[59.52755906 45.47244094] ; [12.47244094  9.52755906],0
u3,1,0.493974,0.467858,[58 46] ; [10 11],[56.576 47.424] ; [11.424  9.576],0
d2,1,0.516137,0.421606,[182 197] ; [30 27],[184.28440367 194.71559633] ; [27.71559633 29.28440367],0
n2,1,0.551981,0.35378,[43 14] ; [14  3],[43.90540541 13.09459459] ; [13.09459459  3.90540541],0
n3,1,0.596746,0.279932,[40 16] ; [11  6],[39.12328767 16.87671233] ; [11.87671233  5.12328767],0
u4,1,0.613153,0.255609,[  9 369] ; [ 2 55],[  9.55862069 368.44137931] ; [ 1.44137931 55.55862069],0
v4,1,0.613818,0.254653,[364  11] ; [56  1],[364.58333333  10.41666667] ; [55.41666667  1.58333333],0
d1,1,0.618545,0.247918,[233 146] ; [37 20],[234.70183486 144.29816514] ; [35.29816514 21.70183486],0
b4,1,0.650795,0.204899,[214 165] ; [34 23],[215.57798165 163.42201835] ; [32.42201835 24.57798165],0
p6,1,0.69902,0.149494,[184 190] ; [26 30],[182.65116279 191.34883721] ; [27.34883721 28.65116279],0
s6,1,0.732643,0.116699,[256 110] ; [39 15],[257.07142857 108.92857143] ; [37.92857143 16.07142857],0
p1,1,0.754347,0.097914,[ 46 332] ; [ 6 50],[ 45.29032258 332.70967742] ; [ 6.70967742 49.29032258],0
s1,1,0.764629,0.089645,[  9 367] ; [ 1 56],[  8.68360277 367.31639723] ; [ 1.31639723 55.68360277],0
v3,1,0.800178,0.064068,[161 208] ; [23 32],[160.13207547 208.86792453] ; [23.86792453 31.13207547],0
s3,1,0.82126,0.051042,[216 156] ; [34 23],[216.78321678 155.21678322] ; [33.21678322 23.78321678],0
u1,1,0.862125,0.030161,[ 63 316] ; [10 47],[ 63.45642202 315.54357798] ; [ 9.54357798 47.45642202],0
r4,1,0.865977,0.028484,[350  29] ; [53  4],[350.31422018  28.68577982] ; [52.68577982  4.31422018],0
a7,1,0.882065,0.022008,[282  96] ; [42 15],[281.54482759  96.45517241] ; [42.45517241 14.54482759],0
s7,1,0.937633,0.006122,[196 166] ; [29 24],[196.26506024 165.73493976] ; [28.73493976 24.26506024],0
r1,1,0.94374,0.00498,[315  62] ; [47  9],[315.18244804  61.81755196] ; [46.81755196  9.18244804],0
r2,1,0.971819,0.001248,[352  20] ; [54  3],[352.05594406  19.94405594] ; [53.94405594  3.05594406],0
a4,1,0.974682,0.001007,[160 218] ; [24 33],[159.88965517 218.11034483] ; [24.11034483 32.88965517],0
p5,1,0.980814,0.000578,[ 66 313] ; [10 47],[ 66.06422018 312.93577982] ; [ 9.93577982 47.06422018],0
s2,1,0.994162,5.4e-05,[194 181] ; [29 27],[194.02552204 180.97447796] ; [28.97447796 27.02552204],0
