Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.974403,[ 4 22] ; [28  7],[13.63934426 12.36065574] ; [18.36065574 16.63934426],1
s1,1,0.700375,0.148082,[ 3 23] ; [ 3 32],[ 2.55737705 23.44262295] ; [ 3.44262295 31.55737705],0
a4,1,0.702791,0.145585,[ 7 19] ; [11 24],[ 7.67213115 18.32786885] ; [10.32786885 24.67213115],0
b3,1,0.725622,0.123169,[ 4 13] ; [ 6 15],[ 4.47368421 12.52631579] ; [ 5.52631579 15.47368421],0
b2,1,0.725622,0.123169,[ 4 13] ; [ 6 15],[ 4.47368421 12.52631579] ; [ 5.52631579 15.47368421],0
u3,1,0.749518,0.101936,[ 4 10] ; [ 4 13],[ 3.61290323 10.38709677] ; [ 4.38709677 12.61290323],0
a6,1,0.791085,0.070173,[11 15] ; [16 19],[11.50819672 14.49180328] ; [15.49180328 19.50819672],0
a3,1,0.793428,0.068571,[12 13] ; [18 17],[12.5 12.5] ; [17.5 17.5],0
v2,1,0.800815,0.063652,[10 16] ; [12 22],[ 9.53333333 16.46666667] ; [12.46666667 21.53333333],0
d5,1,0.851677,0.034961,[14 12] ; [18 17],[13.63934426 12.36065574] ; [18.36065574 16.63934426],0
s4,1,0.854458,0.033648,[ 4 22] ; [ 6 29],[ 4.26229508 21.73770492] ; [ 5.73770492 29.26229508],0
d2,1,0.887081,0.020164,[ 7 19] ; [10 25],[ 7.24590164 18.75409836] ; [ 9.75409836 25.24590164],0
a1,1,0.901488,0.015322,[ 2 24] ; [ 3 32],[ 2.13114754 23.86885246] ; [ 2.86885246 32.13114754],0
a7,1,0.912117,0.012181,[13 13] ; [18 17],[13.21311475 12.78688525] ; [17.78688525 17.21311475],0
s2,1,0.915473,0.011265,[ 7 19] ; [ 9 26],[ 6.81967213 19.18032787] ; [ 9.18032787 25.81967213],0
p6,1,0.961804,0.002293,[ 4 20] ; [ 6 29],[ 4.06779661 19.93220339] ; [ 5.93220339 29.06779661],0
s3,1,0.962584,0.002201,[ 8 17] ; [11 24],[ 7.91666667 17.08333333] ; [11.08333333 23.91666667],0
b1,1,0.97862,0.000718,[17  9] ; [23 12],[17.04918033  8.95081967] ; [22.95081967 12.04918033],0
