Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.368264,[93 20] ; [ 2 15],[82.57692308 30.42307692] ; [12.42307692  4.57692308],1
s7,1,0.309251,1.033873,[35 71] ; [ 3 12],[33.2892562 72.7107438] ; [ 4.7107438 10.2892562],0
a6,1,0.315486,1.007567,[74 39] ; [9 8],[72.14615385 40.85384615] ; [10.85384615  6.14615385],0
s3,1,0.325148,0.968128,[50 63] ; [ 5 11],[48.17829457 64.82170543] ; [6.82170543 9.17829457],0
a4,1,0.325542,0.96655,[47 65] ; [ 5 12],[45.14728682 66.85271318] ; [ 6.85271318 10.14728682],0
s5,1,0.33122,0.944124,[24 85] ; [ 2 15],[22.49206349 86.50793651] ; [ 3.50793651 13.49206349],0
n1,1,0.332603,0.938738,[14 24] ; [1 5],[12.95454545 25.04545455] ; [2.04545455 3.95454545],0
p8,1,0.334945,0.929682,[40 73] ; [ 4 13],[38.24615385 74.75384615] ; [ 5.75384615 11.24615385],0
b5,1,0.378341,0.776085,[66 47] ; [8 9],[64.32307692 48.67692308] ; [9.67692308 7.32307692],0
p10,1,0.381699,0.765221,[31 81] ; [ 3 14],[29.51937984 82.48062016] ; [ 4.48062016 12.51937984],0
d3,1,0.446466,0.579608,[77 36] ; [10  7],[75.62307692 37.37692308] ; [11.37692308  5.62307692],0
n3,1,0.481924,0.494505,[20 19] ; [4 2],[20.8 18.2] ; [3.2 2.8],0
d5,1,0.498749,0.457598,[94 19] ; [13  4],[93.00769231 19.99230769] ; [13.99230769  3.00769231],0
b2,1,0.569349,0.323774,[22 44] ; [3 9],[21.15384615 44.84615385] ; [3.84615385 8.15384615],0
b3,1,0.569349,0.323774,[22 44] ; [3 9],[21.15384615 44.84615385] ; [3.84615385 8.15384615],0
b1,1,0.57522,0.314027,[65 48] ; [11  6],[66.06153846 46.93846154] ; [9.93846154 7.06153846],0
s4,1,0.579283,0.307395,[14 96] ; [ 3 14],[14.72440945 95.27559055] ; [ 2.27559055 14.72440945],0
u2,1,0.617401,0.249537,[19 17] ; [5 3],[19.63636364 16.36363636] ; [4.36363636 3.63636364],0
v1,1,0.643852,0.21374,[40 73] ; [ 7 10],[40.85384615 72.14615385] ; [ 6.14615385 10.85384615],0
p4,1,0.752946,0.099072,[44 68] ; [ 6 11],[43.41085271 68.58914729] ; [ 6.58914729 10.41085271],0
u3,1,0.785904,0.073784,[21 17] ; [4 4],[20.65217391 17.34782609] ; [4.34782609 3.65217391],0
s6,1,0.794519,0.067833,[56 55] ; [8 9],[55.5 55.5] ; [8.5 8.5],0
p3,1,0.79664,0.066409,[39 74] ; [ 5 11],[38.54263566 74.45736434] ; [ 5.45736434 10.54263566],0
a1,1,0.856124,0.032873,[  8 105] ; [ 1 16],[  7.82307692 105.17692308] ; [ 1.17692308 15.82307692],0
n2,1,0.902781,0.01492,[25 14] ; [4 2],[25.13333333 13.86666667] ; [3.86666667 2.13333333],0
b4,1,0.936925,0.006262,[72 41] ; [11  6],[72.14615385 40.85384615] ; [10.85384615  6.14615385],0
a8,1,0.950179,0.003904,[ 7 98] ; [ 1 15],[ 6.94214876 98.05785124] ; [ 1.05785124 14.94214876],0
s2,1,0.952658,0.003525,[40 71] ; [ 6 11],[39.890625 71.109375] ; [ 6.109375 10.890625],0
s1,1,0.9533,0.00343,[  7 105] ; [ 1 16],[  6.94573643 105.05426357] ; [ 1.05426357 15.94573643],0
p6,1,0.974116,0.001053,[21 89] ; [ 3 13],[20.95238095 89.04761905] ; [ 3.04761905 12.95238095],0
v2,1,0.986987,0.000266,[52 59] ; [8 9],[52.03125 58.96875] ; [7.96875 9.03125],0
