Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.6e-05,18.564779,[45 68] ; [57 23],[59.72020725 53.27979275] ; [42.27979275 37.72020725],1
v2,1,4.4e-05,16.6778,[32 76] ; [47 32],[45.62566845 62.37433155] ; [33.37433155 45.62566845],1
s7,1,0.000532,11.999229,[29 75] ; [41 36],[40.22099448 63.77900552] ; [29.77900552 47.22099448],1
p2,1,0.001124,10.611316,[57 56] ; [59 21],[67.91709845 45.08290155] ; [48.08290155 31.91709845],0
s5,1,0.002234,9.346715,[17 93] ; [27 51],[25.74468085 84.25531915] ; [18.25531915 59.74468085],0
s2,1,0.002524,9.122869,[35 78] ; [43 39],[45.2 67.8] ; [32.8 49.2],0
v3,1,0.00329,8.639377,[26 81] ; [35 43],[35.28108108 71.71891892] ; [25.71891892 52.28108108],0
p9,1,0.004053,8.260139,[53 55] ; [56 24],[62.61702128 45.38297872] ; [46.38297872 33.61702128],0
p10,1,0.00455,8.050281,[44 65] ; [49 31],[53.63492063 55.36507937] ; [39.36507937 40.63492063],0
s8,1,0.005219,7.802083,[25 88] ; [33 48],[33.78350515 79.21649485] ; [24.21649485 56.78350515],0
p3,1,0.006319,7.45687,[30 83] ; [36 43],[38.84375 74.15625] ; [27.15625 51.84375],0
p6,1,0.013328,6.125081,[21 89] ; [28 52],[28.36842105 81.63157895] ; [20.63157895 59.36842105],0
r2,1,0.048338,3.89821,[92 19] ; [75  6],[96.546875 14.453125] ; [70.453125 10.546875],0
a4,1,0.05714,3.618505,[40 72] ; [40 41],[46.42487047 65.57512953] ; [33.57512953 47.42487047],0
p7,1,0.059682,3.546206,[43 68] ; [41 37],[49.33333333 61.66666667] ; [34.66666667 43.33333333],0
r1,1,0.061049,3.508647,[73 40] ; [61 18],[78.86458333 34.13541667] ; [55.13541667 23.86458333],0
r3,1,0.067958,3.331666,[84 29] ; [69 12],[89.1185567 23.8814433] ; [63.8814433 17.1185567],0
d3,1,0.068465,3.319439,[60 51] ; [55 27],[66.13989637 44.86010363] ; [48.86010363 33.13989637],0
p12,1,0.080821,3.048306,[  1 111] ; [ 4 77],[  2.9015544 109.0984456] ; [ 2.0984456 78.9015544],0
v4,1,0.102129,2.671977,[88 24] ; [71 10],[92.26943005 19.73056995] ; [66.73056995 14.26943005],0
p4,1,0.102186,2.671094,[40 70] ; [39 42],[45.4973822 64.5026178] ; [33.5026178 47.4973822],0
d4,1,0.123141,2.376903,[77 34] ; [65 17],[81.66839378 29.33160622] ; [60.33160622 21.66839378],0
r4,1,0.128744,2.307582,[74 39] ; [62 20],[78.81025641 34.18974359] ; [57.18974359 24.81025641],0
u3,1,0.155157,2.020799,[16 26] ; [16 13],[18.92957746 23.07042254] ; [13.07042254 15.92957746],0
u4,1,0.177391,1.819346,[  1 112] ; [ 3 79],[  2.31794872 110.68205128] ; [ 1.68205128 80.31794872],0
n3,1,0.182273,1.778992,[25 22] ; [18  8],[27.68493151 19.31506849] ; [15.31506849 10.68493151],0
n6,1,0.200422,1.639295,[68 45] ; [54 24],[72.17801047 40.82198953] ; [49.82198953 28.17801047],0
p1,1,0.219592,1.507035,[  7 106] ; [ 9 72],[  9.31958763 103.68041237] ; [ 6.68041237 74.31958763],0
n2,1,0.258448,1.277051,[30 20] ; [19  7],[32.23684211 17.76315789] ; [16.76315789  9.23684211],0
b5,1,0.267724,1.228373,[67 46] ; [55 27],[70.6974359 42.3025641] ; [51.3025641 30.6974359],0
a5,1,0.267724,1.228373,[67 46] ; [55 27],[70.6974359 42.3025641] ; [51.3025641 30.6974359],0
d1,1,0.313483,1.015946,[51 62] ; [43 39],[54.47179487 58.52820513] ; [39.52820513 42.47179487],0
s3,1,0.333133,0.936682,[47 64] ; [40 41],[50.296875 60.703125] ; [36.703125 44.296875],0
p8,1,0.345164,0.891157,[31 79] ; [28 53],[33.97905759 76.02094241] ; [25.02094241 55.97905759],0
a2,1,0.364052,0.823868,[24 89] ; [22 60],[26.65641026 86.34358974] ; [19.34358974 62.65641026],0
p5,1,0.365204,0.819917,[  6 105] ; [ 7 73],[  7.55497382 103.44502618] ; [ 5.44502618 74.55497382],0
n4,1,0.394965,0.723602,[72 41] ; [55 24],[74.74479167 38.25520833] ; [52.25520833 26.74479167],0
a7,1,0.509379,0.435343,[73 40] ; [56 25],[75.13917526 37.86082474] ; [53.86082474 27.13917526],0
a3,1,0.50992,0.434232,[69 43] ; [53 27],[71.16666667 40.83333333] ; [50.83333333 29.16666667],0
u1,1,0.577723,0.309931,[16 97] ; [14 68],[17.38461538 95.61538462] ; [12.61538462 69.38461538],0
n5,1,0.62955,0.232672,[72 41] ; [53 26],[73.56770833 39.43229167] ; [51.43229167 27.56770833],0
s1,1,0.650876,0.204798,[  8 105] ; [ 7 72],[  8.828125 104.171875] ; [ 6.171875 72.828125],0
a8,1,0.668054,0.183887,[12 92] ; [10 63],[12.92655367 91.07344633] ; [ 9.07344633 63.92655367],0
d5,1,0.687489,0.161817,[79 33] ; [60 22],[80.24742268 31.75257732] ; [58.75257732 23.24742268],0
a1,1,0.70625,0.142052,[  8 105] ; [ 7 75],[  8.69230769 104.30769231] ; [ 6.30769231 75.69230769],0
a6,1,0.759917,0.093385,[68 44] ; [48 34],[66.96907216 45.03092784] ; [49.03092784 32.96907216],0
b4,1,0.771795,0.084116,[63 50] ; [44 38],[62.00512821 50.99487179] ; [44.99487179 37.00512821],0
u2,1,0.831601,0.04522,[18 25] ; [12 15],[18.42857143 24.57142857] ; [11.57142857 15.42857143],0
n1,1,0.842575,0.039442,[21 27] ; [12 14],[21.40540541 26.59459459] ; [11.59459459 14.40540541],0
b2,1,0.887486,0.020018,[22 42] ; [15 27],[22.33962264 41.66037736] ; [14.66037736 27.33962264],0
b3,1,0.887486,0.020018,[22 42] ; [15 27],[22.33962264 41.66037736] ; [14.66037736 27.33962264],0
d2,1,0.944535,0.00484,[52 59] ; [38 44],[51.76165803 59.23834197] ; [38.23834197 43.76165803],0
b1,1,0.964292,0.002004,[61 52] ; [44 38],[60.84615385 52.15384615] ; [44.15384615 37.84615385],0
