Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000642,11.649591,[35  2] ; [9 7],[30.71698113  6.28301887] ; [13.28301887  2.71698113],1
n6,1,0.014452,5.982033,[27 10] ; [ 6 10],[23.03773585 13.96226415] ; [9.96226415 6.03773585],0
b3,1,0.020292,5.38657,[ 3 17] ; [6 5],[ 5.80645161 14.19354839] ; [3.19354839 7.80645161],0
b2,1,0.020292,5.38657,[ 3 17] ; [6 5],[ 5.80645161 14.19354839] ; [3.19354839 7.80645161],0
a6,1,0.025142,5.014046,[26 11] ; [ 6 10],[22.33962264 14.66037736] ; [9.66037736 6.33962264],0
a5,1,0.04169,4.147762,[27 10] ; [7 9],[23.73584906 13.26415094] ; [10.26415094  5.73584906],0
b1,1,0.04169,4.147762,[10 27] ; [9 7],[13.26415094 23.73584906] ; [ 5.73584906 10.26415094],0
n4,1,0.04467,4.031057,[15 22] ; [ 2 14],[11.86792453 25.13207547] ; [ 5.13207547 10.86792453],0
s6,1,0.111772,2.528984,[29  6] ; [10  6],[26.76470588  8.23529412] ; [12.23529412  3.76470588],0
v2,1,0.12619,2.338765,[19 16] ; [ 5 11],[16.47058824 18.52941176] ; [7.52941176 8.47058824],0
v4,1,0.136329,2.218913,[34  2] ; [13  3],[32.53846154  3.46153846] ; [14.46153846  1.53846154],0
p10,1,0.165205,1.925926,[29  7] ; [10  6],[27.  9.] ; [12.  4.],0
d4,1,0.171228,1.872155,[29  8] ; [15  1],[30.71698113  6.28301887] ; [13.28301887  2.71698113],0
u1,1,0.171228,1.872155,[ 8 29] ; [ 1 15],[ 6.28301887 30.71698113] ; [ 2.71698113 13.28301887],0
a7,1,0.171374,1.870882,[27 10] ; [8 7],[24.90384615 12.09615385] ; [10.09615385  4.90384615],0
s7,1,0.18072,1.791697,[18 16] ; [11  4],[20.12244898 13.87755102] ; [8.87755102 6.12244898],0
p9,1,0.194883,1.680309,[28  8] ; [9 6],[26.11764706  9.88235294] ; [10.88235294  4.11764706],0
p6,1,0.225795,1.467158,[12 25] ; [8 8],[13.96226415 23.03773585] ; [6.03773585 9.96226415],0
p1,1,0.261643,1.260045,[ 3 34] ; [ 3 13],[ 4.18867925 32.81132075] ; [ 1.81132075 14.18867925],0
d2,1,0.268418,1.224811,[17 20] ; [10  6],[18.8490566 18.1509434] ; [8.1509434 7.8490566],0
b5,1,0.322453,0.978971,[26 11] ; [9 7],[24.43396226 12.56603774] ; [10.56603774  5.43396226],0
s3,1,0.322453,0.978971,[26 11] ; [9 7],[24.43396226 12.56603774] ; [10.56603774  5.43396226],0
p11,1,0.353747,0.859971,[19 18] ; [ 6 10],[17.45283019 19.54716981] ; [7.54716981 8.45283019],0
r3,1,0.369382,0.805743,[35  2] ; [14  2],[34.20754717  2.79245283] ; [14.79245283  1.20754717],0
d3,1,0.386336,0.750442,[31  6] ; [11  4],[29.88461538  7.11538462] ; [12.11538462  2.88461538],0
n2,1,0.387094,0.748052,[4 4] ; [7 3],[4.88888889 3.11111111] ; [6.11111111 3.88888889],0
p3,1,0.409411,0.68051,[14 23] ; [8 8],[15.35849057 21.64150943] ; [6.64150943 9.35849057],0
p4,1,0.412499,0.671586,[16 21] ; [ 5 11],[14.66037736 22.33962264] ; [6.33962264 9.66037736],0
v1,1,0.468027,0.52663,[13 24] ; [ 4 12],[11.86792453 25.13207547] ; [ 5.13207547 10.86792453],0
d5,1,0.492051,0.472038,[29  8] ; [13  2],[29.88461538  7.11538462] ; [12.11538462  2.88461538],0
r2,1,0.500688,0.453477,[36  1] ; [14  1],[35.57692308  1.42307692] ; [14.42307692  0.57692308],0
a4,1,0.521801,0.410332,[15 22] ; [ 5 11],[13.96226415 23.03773585] ; [6.03773585 9.96226415],0
s1,1,0.533842,0.387073,[ 1 36] ; [ 1 15],[ 1.39622642 35.60377358] ; [ 0.60377358 15.39622642],0
s5,1,0.551346,0.354912,[15 19] ; [8 7],[15.95918367 18.04081633] ; [7.04081633 7.95918367],0
p2,1,0.552522,0.352818,[24 13] ; [9 7],[23.03773585 13.96226415] ; [9.96226415 6.03773585],0
p8,1,0.649286,0.206801,[10 27] ; [ 5 10],[10.67307692 26.32692308] ; [ 4.32692308 10.67307692],0
v3,1,0.683181,0.166567,[12 25] ; [ 4 11],[11.38461538 25.61538462] ; [ 4.61538462 10.38461538],0
d1,1,0.835415,0.043165,[22 15] ; [10  6],[22.33962264 14.66037736] ; [9.66037736 6.33962264],0
b4,1,0.869092,0.027163,[24 13] ; [10  6],[23.73584906 13.26415094] ; [10.26415094  5.73584906],0
a3,1,0.869092,0.027163,[24 13] ; [10  6],[23.73584906 13.26415094] ; [10.26415094  5.73584906],0
p7,1,0.896885,0.016795,[19 18] ; [8 7],[19.21153846 17.78846154] ; [7.78846154 7.21153846],0
n1,1,0.913906,0.011688,[3 5] ; [4 6],[3.11111111 4.88888889] ; [3.88888889 6.11111111],0
s2,1,0.960061,0.002508,[25 11] ; [11  5],[24.92307692 11.07692308] ; [11.07692308  4.92307692],0
s8,1,0.981416,0.000543,[14 23] ; [ 6 10],[13.96226415 23.03773585] ; [6.03773585 9.96226415],0
