Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,91.521495,[496 109] ; [46 69],[455.43055556 149.56944444] ; [86.56944444 28.43055556],1
n4,1,0.0,47.960277,[505 101] ; [64 53],[476.92116183 129.07883817] ; [92.07883817 24.92116183],1
p10,1,0.0,41.028151,[507  93] ; [66 47],[482.18793829 117.81206171] ; [90.81206171 22.18793829],1
p11,1,0.0,30.737473,[498 109] ; [69 48],[475.37154696 131.62845304] ; [91.62845304 25.37154696],1
p9,1,0.0,29.118975,[516  82] ; [74 39],[496.23066104 101.76933896] ; [93.76933896 19.23066104],1
r4,1,2.8e-05,17.5806,[595  12] ; [106  11],[587.71685083  19.28314917] ; [113.28314917   3.71685083],1
p4,1,4.6e-05,16.615761,[379 223] ; [49 66],[359.35285914 242.64714086] ; [68.64714086 46.35285914],1
v4,1,5.8e-05,16.18172,[595  11] ; [105  10],[588.34951456  17.65048544] ; [111.65048544   3.34951456],1
s7,1,6.6e-05,15.93657,[311 268] ; [35 72],[292.03206997 286.96793003] ; [53.96793003 53.03206997],1
s6,1,8.2e-05,15.51811,[426 166] ; [62 54],[408.04519774 183.95480226] ; [79.95480226 36.04519774],1
p6,1,9.3e-05,15.280158,[235 364] ; [22 89],[216.82112676 382.17887324] ; [40.17887324 70.82112676],1
s8,1,0.000483,12.181867,[290 310] ; [36 81],[272.80334728 327.19665272] ; [53.19665272 63.80334728],1
p2,1,0.000504,12.099326,[511  91] ; [83 33],[498.03342618 103.96657382] ; [95.96657382 20.03342618],1
p7,1,0.000512,12.071509,[392 198] ; [54 56],[375.91428571 214.08571429] ; [70.08571429 39.91428571],1
s5,1,0.000723,11.429868,[220 364] ; [23 87],[204.48414986 379.51585014] ; [38.51585014 71.48414986],1
u1,1,0.003171,8.706268,[135 472] ; [ 12 105],[123.24447514 483.75552486] ; [23.75552486 93.24447514],0
p8,1,0.00341,8.573929,[329 266] ; [46 68],[314.70380818 280.29619182] ; [60.29619182 53.70380818],0
p3,1,0.004302,8.151939,[316 287] ; [44 72],[301.91933241 301.08066759] ; [58.08066759 57.91933241],0
d2,1,0.008994,6.824077,[320 285] ; [46 70],[307.11511789 297.88488211] ; [58.88488211 57.11511789],0
d1,1,0.009956,6.642669,[388 219] ; [60 57],[375.60220994 231.39779006] ; [72.39779006 44.60220994],0
p5,1,0.01074,6.507765,[ 76 525] ; [  5 109],[ 68.08531469 532.91468531] ; [ 12.91468531 101.08531469],0
a5,1,0.012498,6.238819,[474 132] ; [79 38],[463.51037344 142.48962656] ; [89.48962656 27.51037344],0
s2,1,0.012684,6.212634,[323 275] ; [48 68],[310.7254902 287.2745098] ; [60.2745098 55.7254902],0
u2,1,0.018605,5.538229,[84 73] ; [27  9],[90.29533679 66.70466321] ; [20.70466321 15.29533679],0
v3,1,0.020509,5.368015,[253 333] ; [33 73],[242.19075145 343.80924855] ; [43.80924855 62.19075145],0
p12,1,0.022737,5.188478,[ 54 547] ; [  3 110],[ 47.9789916 553.0210084] ; [  9.0210084 103.9789916],0
a4,1,0.041192,4.168087,[294 309] ; [45 72],[283.9125 319.0875] ; [55.0875 61.9125],0
a2,1,0.042227,4.126085,[169 438] ; [22 95],[160.1339779 446.8660221] ; [30.8660221 86.1339779],0
v1,1,0.043754,4.066028,[339 254] ; [54 61],[329.16525424 263.83474576] ; [63.83474576 51.16525424],0
b1,1,0.055015,3.681623,[223 384] ; [54 63],[232.23618785 374.76381215] ; [44.76381215 72.23618785],0
v2,1,0.058171,3.58879,[352 232] ; [54 53],[343.1316932 240.8683068] ; [62.8683068 44.1316932],0
b3,1,0.071991,3.237038,[147 226] ; [18 47],[140.51369863 232.48630137] ; [24.48630137 40.51369863],0
b2,1,0.071991,3.237038,[147 226] ; [18 47],[140.51369863 232.48630137] ; [24.48630137 40.51369863],0
n3,1,0.112966,2.512231,[90 28] ; [24 14],[86.23076923 31.76923077] ; [27.76923077 10.23076923],0
a8,1,0.120002,2.417296,[ 82 462] ; [10 97],[ 76.87864823 467.12135177] ; [15.12135177 91.87864823],0
s1,1,0.12314,2.376917,[ 19 578] ; [  7 107],[ 21.83122363 575.16877637] ; [  4.16877637 109.83122363],0
a3,1,0.18518,1.755558,[448 155] ; [80 37],[442.2 160.8] ; [85.8 31.2],0
u3,1,0.198876,1.650612,[96 62] ; [26 10],[99.36082474 58.63917526] ; [22.63917526 13.36082474],0
r3,1,0.228297,1.451441,[586  18] ; [110   6],[583.86666667  20.13333333] ; [112.13333333   3.86666667],0
u4,1,0.244005,1.357303,[ 16 591] ; [  1 116],[ 14.25276243 592.74723757] ; [  2.74723757 114.25276243],0
s4,1,0.248769,1.330205,[102 493] ; [ 15 102],[ 97.7738764 497.2261236] ; [19.2261236 97.7738764],0
n1,1,0.270429,1.214571,[50 68] ; [13 27],[47.05063291 70.94936709] ; [15.94936709 24.05063291],0
p1,1,0.276134,1.186018,[ 55 547] ; [  7 109],[ 51.98328691 550.01671309] ; [ 10.01671309 105.98328691],0
a7,1,0.317844,0.997798,[455 149] ; [83 34],[450.6962552 153.3037448] ; [87.3037448 29.6962552],0
d4,1,0.340459,0.908702,[510  94] ; [93 22],[506.55354659  97.44645341] ; [96.44645341 18.55354659],0
a1,1,0.349138,0.876588,[ 27 580] ; [  3 114],[ 25.1519337 581.8480663] ; [  4.8480663 112.1519337],0
n2,1,0.369202,0.806348,[89 30] ; [27 13],[86.81761006 32.18238994] ; [29.18238994 10.81761006],0
d5,1,0.411513,0.674426,[500 106] ; [92 24],[496.88642659 109.11357341] ; [95.11357341 20.88642659],0
b5,1,0.431007,0.620108,[355 252] ; [73 44],[358.83425414 248.16574586] ; [69.16574586 47.83425414],0
s3,1,0.461354,0.542608,[348 247] ; [63 52],[344.42957746 250.57042254] ; [66.57042254 48.42957746],0
d3,1,0.467972,0.52676,[438 168] ; [80 36],[434.77562327 171.22437673] ; [83.22437673 32.77562327],0
b4,1,0.71185,0.136437,[352 255] ; [70 47],[353.8038674 253.1961326] ; [68.1961326 48.8038674],0
a6,1,0.842731,0.039363,[428 177] ; [81 35],[427.10818308 177.89181692] ; [81.89181692 34.10818308],0
