Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,80.955103,[34 57] ; [196  29],[66.23417722 24.76582278] ; [163.76582278  61.23417722],1
n6,1,0.0,29.189047,[54 37] ; [196  30],[71.76656151 19.23343849] ; [178.23343849  47.76656151],1
p10,1,0.00042,12.441978,[58 30] ; [189  36],[69.44408946 18.55591054] ; [177.55591054  47.44408946],1
s7,1,0.000557,11.913509,[35 49] ; [138  79],[48.27906977 35.72093023] ; [124.72093023  92.27906977],1
p11,1,0.001611,9.947426,[57 34] ; [180  46],[68.03470032 22.96529968] ; [168.96529968  57.03470032],0
a8,1,0.00461,8.026438,[ 4 79] ; [ 37 174],[11.57482993 71.42517007] ; [ 29.42517007 181.57482993],0
s8,1,0.005339,7.760839,[34 57] ; [123 102],[45.21202532 45.78797468] ; [111.78797468 113.21202532],0
v1,1,0.008627,6.898412,[31 55] ; [114 102],[41.29139073 44.70860927] ; [103.70860927 112.29139073],0
p3,1,0.009543,6.718347,[28 63] ; [105 120],[38.30063291 52.69936709] ; [ 94.69936709 130.30063291],0
p9,1,0.012792,6.197606,[64 24] ; [191  34],[71.69329073 16.30670927] ; [183.30670927  41.69329073],0
p4,1,0.013665,6.08094,[35 56] ; [121 104],[44.92405063 46.07594937] ; [111.07594937 113.92405063],0
b1,1,0.018834,5.516841,[25 66] ; [ 94 132],[34.16088328 56.83911672] ; [ 84.83911672 141.16088328],0
a3,1,0.024873,5.032711,[55 35] ; [167  59],[63.2278481 26.7721519] ; [158.7721519  67.2278481],0
d1,1,0.047322,3.933917,[42 49] ; [132  94],[49.94952681 41.05047319] ; [124.05047319 101.94952681],0
a2,1,0.048592,3.889396,[13 78] ; [ 55 171],[19.52050473 71.47949527] ; [ 48.47949527 177.52050473],0
v3,1,0.053217,3.737097,[26 59] ; [ 93 125],[33.38283828 51.61716172] ; [ 85.61716172 132.38283828],0
a5,1,0.053914,3.715362,[56 35] ; [164  62],[63.15457413 27.84542587] ; [156.84542587  69.15457413],0
d5,1,0.06529,3.397632,[65 26] ; [182  43],[71.12974684 19.87025316] ; [175.87025316  49.12974684],0
u1,1,0.068234,3.325002,[ 9 82] ; [ 41 185],[14.3533123 76.6466877] ; [ 35.6466877 190.3533123],0
r4,1,0.09045,2.866346,[76 15] ; [204  22],[80.3785489 10.6214511] ; [199.6214511  26.3785489],0
n1,1,0.090961,2.857285,[ 8 20] ; [25 27],[11.55 16.45] ; [21.45 30.55],0
n3,1,0.103279,2.654168,[23  3] ; [39 15],[20.15  5.85] ; [41.85 12.15],0
v4,1,0.120901,2.405608,[81  8] ; [214  10],[83.88178914  5.11821086] ; [211.11821086  12.88178914],0
s6,1,0.12898,2.30474,[66 24] ; [180  42],[70.96153846 19.03846154] ; [175.03846154  46.96153846],0
a4,1,0.135016,2.23386,[30 61] ; [ 95 131],[35.88328076 55.11671924] ; [ 89.11671924 136.88328076],0
d2,1,0.151259,2.059513,[36 55] ; [109 116],[41.75632911 49.24367089] ; [103.24367089 121.75632911],0
p8,1,0.15714,2.001531,[30 60] ; [ 94 130],[35.54140127 54.45859873] ; [ 88.45859873 135.54140127],0
n2,1,0.17993,1.798201,[19  9] ; [43 10],[21.43209877  6.56790123] ; [40.56790123 12.43209877],0
p5,1,0.198846,1.650829,[ 3 86] ; [ 16 205],[ 5.45483871 83.54516129] ; [ 13.54516129 207.45483871],0
a1,1,0.211404,1.561784,[ 5 86] ; [  6 220],[ 3.15772871 87.84227129] ; [  7.84227129 218.15772871],0
s4,1,0.222263,1.489697,[23 68] ; [ 43 182],[19.00632911 71.99367089] ; [ 46.99367089 178.00632911],0
p7,1,0.238292,1.390672,[43 46] ; [122  97],[47.67857143 41.32142857] ; [117.32142857 101.67857143],0
b4,1,0.27226,1.205325,[60 31] ; [134  92],[55.69085174 35.30914826] ; [138.30914826  87.69085174],0
r3,1,0.30014,1.073573,[88  3] ; [212  14],[86.11987382  4.88012618] ; [213.88012618  12.11987382],0
b3,1,0.325569,0.966442,[11 34] ; [46 97],[13.64361702 31.35638298] ; [43.35638298 99.64361702],0
b2,1,0.325569,0.966442,[11 34] ; [46 97],[13.64361702 31.35638298] ; [43.35638298 99.64361702],0
p2,1,0.326105,0.964302,[68 22] ; [182  44],[71.20253165 18.79746835] ; [178.79746835  47.20253165],0
s2,1,0.326535,0.962589,[64 27] ; [171  55],[67.46056782 23.53943218] ; [167.53943218  58.46056782],0
a7,1,0.367797,0.811095,[61 30] ; [163  63],[64.30283912 26.69716088] ; [159.69716088  66.30283912],0
a6,1,0.447704,0.576457,[57 34] ; [151  74],[59.89873418 31.10126582] ; [148.10126582  76.89873418],0
p1,1,0.539157,0.377104,[ 4 86] ; [ 14 211],[ 5.14285714 84.85714286] ; [ 12.85714286 212.14285714],0
b5,1,0.540847,0.373973,[53 38] ; [140  86],[55.40378549 35.59621451] ; [137.59621451  88.40378549],0
u2,1,0.557749,0.343616,[20 14] ; [31 28],[18.64516129 15.35483871] ; [32.35483871 26.64516129],0
r1,1,0.607914,0.263224,[70 20] ; [180  44],[71.65605096 18.34394904] ; [178.34394904  45.65605096],0
s5,1,0.666982,0.185153,[28 58] ; [ 77 142],[29.60655738 56.39344262] ; [ 75.39344262 143.60655738],0
v2,1,0.68834,0.160888,[42 42] ; [112 101],[43.55555556 40.44444444] ; [110.44444444 102.55555556],0
r2,1,0.703373,0.144987,[86  5] ; [213  10],[86.65286624  4.34713376] ; [212.34713376  10.65286624],0
d4,1,0.707331,0.140958,[71 20] ; [179  45],[72.22222222 18.77777778] ; [177.77777778  46.22222222],0
u3,1,0.710823,0.137456,[20 14] ; [37 22],[20.83870968 13.16129032] ; [36.16129032 22.83870968],0
s1,1,0.7566,0.096068,[ 3 88] ; [  9 214],[ 3.47770701 87.52229299] ; [  8.52229299 214.47770701],0
d3,1,0.773004,0.083202,[61 30] ; [147  78],[59.89873418 31.10126582] ; [148.10126582  76.89873418],0
p12,1,0.846511,0.03747,[ 5 84] ; [ 14 212],[ 5.36825397 83.63174603] ; [ 13.63174603 212.36825397],0
