Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,323.299833,[341  49] ; [ 71 265],[221.32231405 168.67768595] ; [190.67768595 145.32231405],1
s6,1,0.0,140.01124,[337  48] ; [155 179],[263.44923505 121.55076495] ; [228.55076495 105.44923505],1
s7,1,0.0,122.93704,[262 114] ; [ 90 235],[188.80456491 187.19543509] ; [163.19543509 161.80456491],1
s8,1,0.0,100.973139,[246 145] ; [ 87 251],[178.60493827 212.39506173] ; [154.39506173 183.60493827],1
s5,1,0.0,73.280698,[185 185] ; [ 63 268],[130.89871612 239.10128388] ; [117.10128388 213.89871612],1
s4,1,5e-06,20.732406,[ 90 297] ; [ 35 301],[ 66.90871369 320.09128631] ; [ 58.09128631 277.90871369],1
p4,1,2.1e-05,18.088538,[263 126] ; [174 160],[235.12171508 153.87828492] ; [201.87828492 132.12171508],1
p12,1,4.4e-05,16.678316,[ 46 342] ; [ 12 323],[ 31.12586445 356.87413555] ; [ 26.87413555 308.12586445],1
p6,1,4.7e-05,16.546881,[170 214] ; [ 98 234],[143.73184358 240.26815642] ; [124.26815642 207.73184358],1
p9,1,0.000518,12.049837,[343  40] ; [270  66],[326.53546592  56.46453408] ; [286.46453408  49.53546592],1
p10,1,0.000797,11.247657,[334  53] ; [256  78],[316.6851595  70.3148405] ; [273.3148405  60.6851595],1
n5,1,0.002871,8.887399,[303  87] ; [228 108],[285.24793388 104.75206612] ; [245.75206612  90.24793388],0
p3,1,0.003056,8.773553,[216 174] ; [150 188],[196.07142857 193.92857143] ; [169.92857143 168.07142857],0
u1,1,0.005243,7.793569,[ 96 296] ; [ 55 286],[ 80.75306958 311.24693042] ; [ 70.24693042 270.75306958],0
u3,1,0.005418,7.734264,[64 22] ; [53 44],[54.98360656 31.01639344] ; [62.01639344 34.98360656],0
v1,1,0.006852,7.311376,[226 151] ; [167 168],[208.09129213 168.90870787] ; [184.90870787 150.09129213],0
r4,1,0.006873,7.305984,[369  23] ; [302  39],[358.8431105  33.1568895] ; [312.1568895  28.8431105],0
u4,1,0.010136,6.610845,[ 15 377] ; [  3 338],[  9.62619372 382.37380628] ; [  8.37380628 332.62619372],0
a2,1,0.019417,5.463567,[116 276] ; [ 75 266],[102.14461119 289.85538881] ; [ 88.85538881 252.14461119],0
r3,1,0.024268,5.075343,[380  10] ; [320  20],[373.97260274  16.02739726] ; [326.02739726  13.97260274],0
d1,1,0.026997,4.891018,[287 105] ; [224 117],[273.27694407 118.72305593] ; [237.72305593 103.27694407],0
n4,1,0.027125,4.882823,[311  80] ; [246  93],[298.33835616  92.66164384] ; [258.66164384  80.33835616],0
d2,1,0.030102,4.703467,[220 171] ; [164 176],[205.39534884 185.60465116] ; [178.60465116 161.39534884],0
a8,1,0.037655,4.320557,[ 57 307] ; [ 31 273],[ 47.95209581 316.04790419] ; [ 40.04790419 263.95209581],0
a3,1,0.059219,3.559132,[304  87] ; [243  96],[292.98219178  98.01780822] ; [254.01780822  84.98219178],0
p7,1,0.064624,3.414539,[251 124] ; [200 132],[239.21499293 135.78500707] ; [211.78500707 120.21499293],0
p2,1,0.078186,3.102218,[334  55] ; [273  64],[325.23829201  63.76170799] ; [281.76170799  55.23829201],0
u2,1,0.086328,2.941538,[59 27] ; [54 42],[53.3956044 32.6043956] ; [59.6043956 36.3956044],0
