Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,9e-06,19.71983,[93 53] ; [28 56],[76.80869565 69.19130435] ; [44.19130435 39.80869565],1
v2,1,1e-05,19.422309,[109  38] ; [39 47],[93.37339056 53.62660944] ; [54.62660944 31.37339056],1
s8,1,0.00856,6.912312,[114  36] ; [52 35],[105.06329114  44.93670886] ; [60.93670886 26.06329114],0
n5,1,0.010269,6.587575,[132  17] ; [66 21],[125.00847458  23.99152542] ; [72.99152542 14.00847458],0
p10,1,0.011217,6.430568,[139  10] ; [72 15],[133.21610169  15.78389831] ; [77.78389831  9.21610169],0
n2,1,0.032294,4.582802,[20  2] ; [12  7],[17.17073171  4.82926829] ; [14.82926829  4.17073171],0
d5,1,0.072411,3.227494,[132  18] ; [69 18],[127.21518987  22.78481013] ; [73.78481013 13.21518987],0
p12,1,0.076939,3.128409,[ 24 125] ; [ 7 80],[ 19.5720339 129.4279661] ; [11.4279661 75.5720339],0
b5,1,0.127801,2.31901,[90 61] ; [43 44],[84.38235294 66.61764706] ; [48.61764706 38.38235294],0
u4,1,0.15068,2.065351,[  7 144] ; [ 1 86],[  5.07563025 145.92436975] ; [ 2.92436975 84.07563025],0
p7,1,0.173743,1.85035,[126  22] ; [68 19],[122.1787234  25.8212766] ; [71.8212766 15.1787234],0
b4,1,0.176296,1.828572,[90 61] ; [44 43],[85.01680672 65.98319328] ; [48.98319328 38.01680672],0
a8,1,0.190239,1.715764,[ 24 113] ; [ 9 73],[ 20.64383562 116.35616438] ; [12.35616438 69.64383562],0
s4,1,0.202776,1.622267,[ 29 121] ; [23 64],[ 32.91139241 117.08860759] ; [19.08860759 67.91139241],0
v4,1,0.214302,1.542121,[145   6] ; [86  1],[146.55882353   4.44117647] ; [84.44117647  2.55882353],0
s2,1,0.228958,1.447325,[111  39] ; [58 29],[106.96202532  43.03797468] ; [62.03797468 24.96202532],0
r4,1,0.247555,1.33705,[143   8] ; [79  8],[140.8487395  10.1512605] ; [81.1512605  5.8487395],0
p6,1,0.247686,1.33631,[90 57] ; [46 40],[85.80257511 61.19742489] ; [50.19742489 35.80257511],0
s5,1,0.254037,1.300964,[75 68] ; [37 46],[70.86725664 72.13274336] ; [41.13274336 41.86725664],0
p8,1,0.264466,1.245225,[104  44] ; [55 32],[100.13617021  47.86382979] ; [58.86382979 28.13617021],0
a6,1,0.282598,1.154552,[105  45] ; [55 32],[101.26582278  48.73417722] ; [58.73417722 28.26582278],0
d1,1,0.284486,1.145536,[104  47] ; [54 33],[100.24369748  50.75630252] ; [57.75630252 29.24369748],0
n6,1,0.284489,1.145521,[138  11] ; [77 10],[135.74152542  13.25847458] ; [79.25847458  7.74152542],0
n1,1,0.295249,1.095532,[14  8] ; [ 9 10],[12.34146341  9.65853659] ; [10.65853659  8.34146341],0
u3,1,0.298488,1.080935,[16  5] ; [9 6],[14.58333333  6.41666667] ; [10.41666667  4.58333333],0
s3,1,0.340202,0.909671,[107  43] ; [67 20],[110.12658228  39.87341772] ; [63.87341772 23.12658228],0
a3,1,0.343349,0.897888,[130  19] ; [72 15],[127.53389831  21.46610169] ; [74.46610169 12.53389831],0
