Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8e-06,19.928946,[47 56] ; [34  5],[58.75352113 44.24647887] ; [22.24647887 16.75352113],1
s2,1,0.000502,12.107105,[34 69] ; [26 14],[43.21678322 59.78321678] ; [16.78321678 23.21678322],1
p12,1,0.011135,6.443697,[ 6 96] ; [ 8 32],[10.05633803 91.94366197] ; [ 3.94366197 36.05633803],0
p5,1,0.014549,5.970308,[ 8 95] ; [ 9 31],[12.24475524 90.75524476] ; [ 4.75524476 35.24475524],0
p3,1,0.01897,5.504286,[35 69] ; [22 18],[41.16666667 62.83333333] ; [15.83333333 24.16666667],0
s4,1,0.022405,5.214024,[14 89] ; [12 28],[18.72727273 84.27272727] ; [ 7.27272727 32.72727273],0
s7,1,0.024009,5.093967,[35 64] ; [21 16],[40.76470588 58.23529412] ; [15.23529412 21.76470588],0
p8,1,0.032657,4.563688,[48 55] ; [26 13],[53.67605634 49.32394366] ; [20.32394366 18.67605634],0
r3,1,0.075705,3.154786,[97  6] ; [34  6],[94.35664336  8.64335664] ; [36.64335664  3.35664336],0
r4,1,0.085239,2.962072,[84 20] ; [37  3],[87.38888889 16.61111111] ; [33.61111111  6.38888889],0
a5,1,0.085439,2.958284,[51 53] ; [26 14],[55.61111111 48.38888889] ; [21.38888889 18.61111111],0
s3,1,0.087536,2.919104,[49 53] ; [25 14],[53.53191489 48.46808511] ; [20.46808511 18.53191489],0
a1,1,0.101566,2.680775,[  2 102] ; [ 3 37],[  3.61111111 100.38888889] ; [ 1.38888889 38.61111111],0
p1,1,0.188484,1.729429,[12 92] ; [ 8 32],[14.44444444 89.55555556] ; [ 5.55555556 34.44444444],0
a8,1,0.189705,1.719906,[12 84] ; [ 2 38],[ 9.88235294 86.11764706] ; [ 4.11764706 35.88235294],0
u1,1,0.214449,1.541137,[  3 101] ; [ 3 37],[ 4.33333333 99.66666667] ; [ 1.66666667 38.33333333],0
n6,1,0.233384,1.420118,[82 22] ; [35  5],[84.5 19.5] ; [32.5  7.5],0
s8,1,0.296933,1.08792,[33 71] ; [16 23],[35.63636364 68.36363636] ; [13.36363636 25.63636364],0
p9,1,0.297986,1.083184,[82 21] ; [34  5],[84.14084507 18.85915493] ; [31.85915493  7.14084507],0
r1,1,0.324684,0.969985,[72 32] ; [31  9],[74.38888889 29.61111111] ; [28.61111111 11.38888889],0
v1,1,0.329897,0.949303,[47 54] ; [15 25],[44.41134752 56.58865248] ; [17.58865248 22.41134752],0
d2,1,0.344778,0.892582,[21 83] ; [11 29],[23.11111111 80.88888889] ; [ 8.88888889 31.11111111],0
p7,1,0.360036,0.837768,[56 43] ; [26 14],[58.4028777 40.5971223] ; [23.5971223 16.4028777],0
d3,1,0.366118,0.816799,[45 59] ; [14 26],[42.61111111 61.38888889] ; [16.38888889 23.61111111],0
d1,1,0.371038,0.800184,[ 6 98] ; [ 4 36],[ 7.22222222 96.77777778] ; [ 2.77777778 37.22222222],0
s1,1,0.383058,0.760864,[ 4 97] ; [ 3 37],[ 5.0141844 95.9858156] ; [ 1.9858156 38.0141844],0
a7,1,0.383082,0.760789,[62 42] ; [27 13],[64.27777778 39.72222222] ; [24.72222222 15.27777778],0
n5,1,0.391006,0.735812,[69 33] ; [30 10],[71.11267606 30.88732394] ; [27.88732394 12.11267606],0
p10,1,0.434003,0.612088,[78 24] ; [33  7],[79.73239437 22.26760563] ; [31.26760563  8.73239437],0
p6,1,0.436101,0.606521,[30 73] ; [14 25],[31.91549296 71.08450704] ; [12.08450704 26.91549296],0
p4,1,0.45971,0.5466,[44 58] ; [20 20],[45.97183099 56.02816901] ; [18.02816901 21.97183099],0
