Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,4.6e-05,16.596681,[21 81] ; [44 47],[34.35233161 67.64766839] ; [30.64766839 60.35233161],1
v1,1,0.000221,13.645476,[33 72] ; [54 40],[45.90452261 59.09547739] ; [41.09547739 52.90452261],1
s2,1,0.003952,8.305535,[41 65] ; [55 38],[51.13567839 54.86432161] ; [44.86432161 48.13567839],0
s6,1,0.007163,7.231722,[56 48] ; [66 25],[65.06666667 38.93333333] ; [56.93333333 34.06666667],0
a5,1,0.008203,6.988676,[60 46] ; [70 24],[68.9 37.1] ; [61.1 32.9],0
r1,1,0.012921,6.179838,[69 35] ; [77 17],[76.68686869 27.31313131] ; [69.31313131 24.68686869],0
d5,1,0.013227,6.138455,[76 28] ; [82 12],[82.98989899 21.01010101] ; [75.01010101 18.98989899],0
a2,1,0.021675,5.271677,[19 87] ; [30 64],[25.97 80.03] ; [23.03 70.97],0
s8,1,0.022509,5.205996,[32 73] ; [43 50],[39.77272727 65.22727273] ; [35.22727273 57.77272727],0
d1,1,0.027062,4.886866,[50 56] ; [59 35],[57.77 48.23] ; [51.23 42.77],0
d4,1,0.029442,4.74157,[76 29] ; [80 14],[82.31155779 22.68844221] ; [73.68844221 20.31155779],0
p5,1,0.029481,4.739316,[12 93] ; [ 3 90],[ 7.95454545 97.04545455] ; [ 7.04545455 85.95454545],0
p6,1,0.039331,4.24652,[26 80] ; [34 55],[32.61538462 73.38461538] ; [27.38461538 61.61538462],0
s7,1,0.045801,3.988891,[39 60] ; [46 39],[45.73369565 53.26630435] ; [39.26630435 45.73369565],0
r3,1,0.052058,3.773919,[86 19] ; [85  8],[90.68181818 14.31818182] ; [80.31818182 12.68181818],0
p10,1,0.066337,3.371407,[51 52] ; [57 34],[57.34020619 45.65979381] ; [50.65979381 40.34020619],0
a4,1,0.086443,2.939403,[42 63] ; [49 45],[48.01507538 56.98492462] ; [42.98492462 51.01507538],0
b1,1,0.098516,2.729408,[62 44] ; [44 50],[56.18 49.82] ; [49.82 44.18],0
a6,1,0.122845,2.380668,[58 47] ; [62 32],[63.31658291 41.68341709] ; [56.68341709 37.31658291],0
u1,1,0.132432,2.263759,[15 91] ; [21 73],[19.08 86.92] ; [16.92 77.08],0
r2,1,0.152474,2.047328,[95 10] ; [89  4],[97.57575758  7.42424242] ; [86.42424242  6.57575758],0
r4,1,0.163314,1.943266,[82 24] ; [80 14],[85.86 20.14] ; [76.14 17.86],0
a3,1,0.166909,1.910489,[65 38] ; [68 26],[69.53807107 33.46192893] ; [63.46192893 30.53807107],0
d3,1,0.174576,1.8432,[64 39] ; [67 27],[68.49238579 34.50761421] ; [62.50761421 31.49238579],0
s5,1,0.180386,1.794438,[29 71] ; [34 55],[33.33333333 66.66666667] ; [29.66666667 59.33333333],0
n4,1,0.214641,1.539847,[61 44] ; [62 31],[65.22727273 39.77272727] ; [57.77272727 35.22727273],0
d2,1,0.216764,1.525667,[50 55] ; [53 41],[54.34673367 50.65326633] ; [48.65326633 45.34673367],0
p1,1,0.279352,1.170241,[10 96] ; [ 5 88],[ 7.98994975 98.01005025] ; [ 7.01005025 85.98994975],0
p7,1,0.298637,1.080269,[47 58] ; [47 43],[50.61538462 54.38461538] ; [43.38461538 46.61538462],0
p9,1,0.4155,0.663008,[62 39] ; [61 30],[64.703125 36.296875] ; [58.296875 32.703125],0
b4,1,0.430646,0.621081,[55 51] ; [54 40],[57.77 48.23] ; [51.23 42.77],0
u2,1,0.454788,0.55869,[17 23] ; [13 12],[18.46153846 21.53846154] ; [11.53846154 13.46153846],0
n3,1,0.457135,0.552901,[28 15] ; [22  8],[29.45205479 13.54794521] ; [20.54794521  9.45205479],0
p3,1,0.461943,0.541183,[38 67] ; [38 54],[40.50761421 64.49238579] ; [35.49238579 56.50761421],0
n6,1,0.600708,0.27393,[76 30] ; [69 23],[77.62626263 28.37373737] ; [67.37373737 24.62626263],0
n5,1,0.621131,0.244282,[67 39] ; [55 37],[65.31313131 40.68686869] ; [56.68686869 35.31313131],0
s4,1,0.622687,0.24211,[22 84] ; [22 71],[23.43718593 82.56281407] ; [20.56281407 72.43718593],0
b5,1,0.639845,0.218945,[71 35] ; [60 34],[69.43 36.57] ; [61.57 32.43],0
a1,1,0.649081,0.207061,[  6 100] ; [ 4 90],[  5.3 100.7] ; [ 4.7 89.3],0
b2,1,0.649935,0.205982,[15 39] ; [15 32],[16.03960396 37.96039604] ; [13.96039604 33.03960396],0
