Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,7.2e-05,15.769485,[166 348] ; [45 37],[181.96979866 332.03020134] ; [29.03020134 52.96979866],1
s2,1,0.000117,14.845177,[259 265] ; [63 25],[275.69934641 248.30065359] ; [46.30065359 41.69934641],1
s3,1,0.000217,13.674926,[286 233] ; [67 21],[301.82372323 217.17627677] ; [51.17627677 36.82372323],1
s6,1,0.000221,13.646656,[344 176] ; [74 12],[358.67986799 161.32013201] ; [59.32013201 26.67986799],1
b3,1,0.000733,11.404186,[148 196] ; [ 9 41],[137.07614213 206.92385787] ; [19.92385787 30.07614213],1
b2,1,0.000733,11.404186,[148 196] ; [ 9 41],[137.07614213 206.92385787] ; [19.92385787 30.07614213],1
v3,1,0.002028,9.524119,[241 269] ; [26 62],[227.7090301 282.2909699] ; [39.2909699 48.7090301],0
a8,1,0.02162,5.276126,[ 87 387] ; [ 7 78],[ 79.70661896 394.29338104] ; [14.29338104 70.70661896],0
s1,1,0.028898,4.773687,[ 16 503] ; [ 7 82],[ 19.63322368 499.36677632] ; [ 3.36677632 85.63322368],0
r2,1,0.042341,4.121512,[498  25] ; [80  9],[493.94444444  29.05555556] ; [84.05555556  4.94444444],0
v2,1,0.057683,3.602768,[297 210] ; [42 46],[288.86218487 218.13781513] ; [50.13781513 37.86218487],0
p3,1,0.065012,3.404685,[271 253] ; [56 34],[279.06840391 244.93159609] ; [47.93159609 42.06840391],0
s8,1,0.086839,2.932022,[240 284] ; [50 40],[247.49185668 276.50814332] ; [42.50814332 47.49185668],0
s7,1,0.101764,2.677675,[261 237] ; [55 34],[268.08858603 229.91141397] ; [47.91141397 41.08858603],0
p4,1,0.109833,2.556627,[326 197] ; [64 26],[332.7406199 190.2593801] ; [57.2593801 32.7406199],0
n1,1,0.135723,2.225787,[56 51] ; [ 6 12],[53.072 53.928] ; [8.928 9.072],0
v4,1,0.172291,1.862898,[489  38] ; [87  3],[491.98055105  35.01944895] ; [84.01944895  5.98055105],0
n3,1,0.177922,1.814892,[73 35] ; [15  3],[75.42857143 32.57142857] ; [12.57142857  5.42857143],0
d4,1,0.188364,1.730365,[427  97] ; [68 22],[422.44299674 101.55700326] ; [72.55700326 17.44299674],0
a5,1,0.218703,1.512859,[407 121] ; [64 26],[402.40776699 125.59223301] ; [68.59223301 21.40776699],0
p8,1,0.246881,1.340869,[277 240] ; [53 35],[282. 235.] ; [48. 40.],0
a6,1,0.249171,1.327948,[359 166] ; [56 34],[354.26829268 170.73170732] ; [60.73170732 29.26829268],0
p7,1,0.296542,1.089682,[328 185] ; [62 27],[332.34219269 180.65780731] ; [57.65780731 31.34219269],0
a7,1,0.361446,0.832863,[370 156] ; [59 31],[366.32142857 159.67857143] ; [62.67857143 27.32142857],0
p6,1,0.363884,0.824445,[201 318] ; [39 50],[204.86842105 314.13157895] ; [35.13157895 53.86842105],0
u4,1,0.3812,0.76683,[ 14 515] ; [ 1 89],[ 12.819063 516.180937] ; [ 2.180937 87.819063],0
p9,1,0.395123,0.723119,[443  75] ; [80 10],[445.58223684  72.41776316] ; [77.41776316 12.58223684],0
v1,1,0.400011,0.708293,[298 215] ; [48 42],[294.35820896 218.64179104] ; [51.64179104 38.35820896],0
p1,1,0.406577,0.688789,[ 56 470] ; [ 7 83],[ 53.79545455 472.20454545] ; [ 9.20454545 80.79545455],0
n2,1,0.419793,0.650893,[82 28] ; [15  3],[83.359375 26.640625] ; [13.640625  4.359375],0
p2,1,0.494782,0.466111,[433  91] ; [77 13],[435.24429967  88.75570033] ; [74.75570033 15.24429967],0
r1,1,0.49963,0.455723,[426 101] ; [70 20],[423.64991896 103.35008104] ; [72.35008104 17.64991896],0
a1,1,0.506961,0.440335,[ 33 496] ; [ 4 86],[ 31.62035541 497.37964459] ; [ 5.37964459 84.62035541],0
r3,1,0.512579,0.428799,[489  37] ; [81  8],[487.51219512  38.48780488] ; [82.48780488  6.51219512],0
u1,1,0.5168,0.420274,[102 427] ; [20 70],[104.26171244 424.73828756] ; [17.73828756 72.26171244],0
n6,1,0.53001,0.394372,[474  52] ; [83  7],[475.62012987  50.37987013] ; [81.37987013  8.62012987],0
p11,1,0.563224,0.334153,[421 108] ; [74 16],[423.02907916 105.97092084] ; [71.97092084 18.02907916],0
d3,1,0.636662,0.223134,[349 177] ; [62 28],[350.9512987 175.0487013] ; [60.0487013 29.9512987],0
b4,1,0.659981,0.193547,[307 222] ; [50 40],[305.09369952 223.90630048] ; [51.90630048 38.09369952],0
d5,1,0.660492,0.192926,[431  95] ; [72 18],[429.50974026  96.49025974] ; [73.49025974 16.50974026],0
u2,1,0.679337,0.170873,[74 67] ; [12 13],[73.04819277 67.95180723] ; [12.95180723 12.04819277],0
p5,1,0.690562,0.158478,[ 78 444] ; [12 78],[ 76.76470588 445.23529412] ; [13.23529412 76.76470588],0
b1,1,0.701219,0.147207,[212 317] ; [38 52],[213.65105008 315.34894992] ; [36.34894992 53.65105008],0
