Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.027386,[ 3 20] ; [68 25],[14.07758621  8.92241379] ; [56.92241379 36.07758621],1
v4,1,0.000423,12.426708,[12 11] ; [78 13],[18.15789474  4.84210526] ; [71.84210526 19.15789474],1
r1,1,0.001733,9.812673,[ 6 17] ; [58 35],[12.68965517 10.31034483] ; [51.31034483 41.68965517],0
p11,1,0.002945,8.841357,[ 9 14] ; [67 26],[15.06896552  7.93103448] ; [60.93103448 32.06896552],0
r3,1,0.003027,8.791048,[12 11] ; [76 17],[17.44827586  5.55172414] ; [70.55172414 22.44827586],0
a5,1,0.003303,8.631921,[ 6 17] ; [56 37],[12.29310345 10.70689655] ; [49.70689655 43.29310345],0
d1,1,0.003662,8.444044,[ 2 21] ; [38 55],[ 7.93103448 15.06896552] ; [32.06896552 60.93103448],0
d5,1,0.007716,7.098258,[ 7 16] ; [57 36],[12.68965517 10.31034483] ; [51.31034483 41.68965517],0
d2,1,0.013038,6.163956,[ 5 18] ; [46 45],[10.28947368 12.71052632] ; [40.71052632 50.28947368],0
b1,1,0.017497,5.645854,[16  7] ; [39 54],[10.90517241 12.09482759] ; [44.09482759 48.90517241],0
u3,1,0.020037,5.408654,[ 1 12] ; [14 18],[4.33333333 8.66666667] ; [10.66666667 21.33333333],0
a6,1,0.032688,4.562046,[ 5 18] ; [43 50],[ 9.51724138 13.48275862] ; [38.48275862 54.51724138],0
v3,1,0.034677,4.460993,[ 2 21] ; [27 62],[ 5.95535714 17.04464286] ; [23.04464286 65.95535714],0
a3,1,0.04395,4.058499,[10 13] ; [61 31],[14.2  8.8] ; [56.8 35.2],0
a4,1,0.099723,2.709964,[ 5 18] ; [37 55],[ 8.4 14.6] ; [33.6 58.4],0
v2,1,0.119308,2.42638,[ 6 16] ; [41 49],[ 9.23214286 12.76785714] ; [37.76785714 52.23214286],0
s3,1,0.174815,1.841161,[ 4 18] ; [30 61],[ 6.61946903 15.38053097] ; [27.38053097 63.61946903],0
p10,1,0.187183,1.739654,[ 9 13] ; [52 40],[11.77192982 10.22807018] ; [49.22807018 42.77192982],0
p7,1,0.191569,1.705508,[ 9 14] ; [50 42],[11.8 11.2] ; [47.2 44.8],0
p1,1,0.19384,1.688189,[ 3 20] ; [ 5 88],[ 1.5862069 21.4137931] ; [ 6.4137931 86.5862069],0
d4,1,0.208082,1.58472,[12 11] ; [61 31],[14.6  8.4] ; [58.4 33.6],0
n1,1,0.265017,1.242358,[ 3 10] ; [13 19],[4.62222222 8.37777778] ; [11.37777778 20.62222222],0
