Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,2e-06,22.92752,[28 74] ; [46 26],[43.37931034 58.62068966] ; [30.62068966 41.37931034],1
v3,1,2.7e-05,17.591314,[23 79] ; [38 33],[35.96531792 66.03468208] ; [25.03468208 45.96531792],1
r3,1,0.000736,11.394901,[76 28] ; [68  5],[84.61016949 19.38983051] ; [59.38983051 13.61016949],1
d4,1,0.007629,7.118628,[58 46] ; [55 18],[66.39548023 37.60451977] ; [46.60451977 26.39548023],0
p8,1,0.009199,6.783874,[33 71] ; [36 34],[41.24137931 62.75862069] ; [27.75862069 42.24137931],0
p10,1,0.009436,6.738301,[57 46] ; [53 18],[65.11494253 37.88505747] ; [44.88505747 26.11494253],0
d5,1,0.009443,6.737149,[57 47] ; [54 19],[65.22033898 38.77966102] ; [45.77966102 27.22033898],0
p7,1,0.010675,6.518592,[46 56] ; [46 25],[54.24277457 47.75722543] ; [37.75722543 33.24277457],0
n3,1,0.01263,6.220256,[22 19] ; [15  2],[26.15517241 14.84482759] ; [10.84482759  6.15517241],0
p9,1,0.014537,5.971773,[63 39] ; [57 15],[70.34482759 31.65517241] ; [49.65517241 22.34482759],0
r4,1,0.024359,5.068907,[63 41] ; [56 17],[69.92090395 34.07909605] ; [49.07909605 23.92090395],0
r1,1,0.050326,3.830561,[56 48] ; [50 23],[62.28248588 41.71751412] ; [43.71751412 29.28248588],0
v4,1,0.055759,3.659239,[80 23] ; [64  8],[84.75428571 18.24571429] ; [59.24571429 12.75428571],0
a3,1,0.056389,3.640521,[61 43] ; [53 20],[66.98305085 37.01694915] ; [47.01694915 25.98305085],0
s4,1,0.059397,3.554129,[17 87] ; [ 5 68],[12.92655367 91.07344633] ; [ 9.07344633 63.92655367],0
s2,1,0.066928,3.35681,[30 73] ; [31 42],[35.69886364 67.30113636] ; [25.30113636 47.69886364],0
d1,1,0.068009,3.330439,[33 71] ; [33 40],[38.77966102 65.22033898] ; [27.22033898 45.77966102],0
r2,1,0.072594,3.223372,[80 23] ; [61  8],[84.43604651 18.56395349] ; [56.56395349 12.43604651],0
p2,1,0.075355,3.162332,[65 37] ; [55 17],[70.34482759 31.65517241] ; [49.65517241 22.34482759],0
s8,1,0.082255,3.019773,[31 73] ; [31 42],[36.42937853 67.57062147] ; [25.57062147 47.42937853],0
n4,1,0.099475,2.713948,[71 33] ; [58 15],[75.79661017 28.20338983] ; [53.20338983 19.79661017],0
p6,1,0.103755,2.646852,[20 82] ; [21 48],[24.45614035 77.54385965] ; [16.54385965 52.45614035],0
p4,1,0.113298,2.50761,[39 64] ; [35 35],[44.05780347 58.94219653] ; [29.94219653 40.05780347],0
s6,1,0.138755,2.19171,[42 61] ; [38 35],[46.81818182 56.18181818] ; [33.18181818 39.81818182],0
u1,1,0.13931,2.185562,[ 6 98] ; [ 1 72],[ 4.11299435 99.88700565] ; [ 2.88700565 70.11299435],0
a2,1,0.160058,1.973678,[ 8 96] ; [ 2 71],[ 5.87570621 98.12429379] ; [ 4.12429379 68.87570621],0
p3,1,0.208332,1.582979,[32 71] ; [29 43],[35.90285714 67.09714286] ; [25.09714286 46.90285714],0
p11,1,0.22424,1.477031,[68 36] ; [54 19],[71.68361582 32.31638418] ; [50.31638418 22.68361582],0
p12,1,0.224951,1.472502,[ 5 99] ; [ 1 70],[  3.56571429 100.43428571] ; [ 2.43428571 68.56571429],0
b1,1,0.289254,1.123088,[54 50] ; [32 41],[50.53107345 53.46892655] ; [35.46892655 37.53107345],0
p1,1,0.331094,0.944613,[ 8 96] ; [ 3 70],[ 6.46327684 97.53672316] ; [ 4.53672316 68.46327684],0
u4,1,0.366946,0.813981,[  1 103] ; [ 2 71],[  1.76271186 102.23728814] ; [ 1.23728814 71.76271186],0
a8,1,0.367138,0.813328,[11 85] ; [ 5 64],[ 9.30909091 86.69090909] ; [ 6.69090909 62.30909091],0
a5,1,0.370117,0.803272,[60 44] ; [47 26],[62.8700565 41.1299435] ; [44.1299435 28.8700565],0
n2,1,0.37148,0.798706,[25 18] ; [12  5],[26.51666667 16.48333333] ; [10.48333333  6.51666667],0
d2,1,0.398029,0.714272,[40 63] ; [33 40],[42.72159091 60.27840909] ; [30.27840909 42.72159091],0
p5,1,0.405512,0.691919,[ 9 93] ; [ 4 69],[ 7.57714286 94.42285714] ; [ 5.42285714 67.57714286],0
u2,1,0.434613,0.610465,[17 26] ; [10 10],[18.42857143 24.57142857] ; [ 8.57142857 11.42857143],0
a1,1,0.457156,0.552849,[ 7 97] ; [ 3 70],[ 5.87570621 98.12429379] ; [ 4.12429379 68.87570621],0
